POA_CODE_2021,P_aged_15_yr_over_M,P_aged_15_yr_over_F,P_aged_15_yr_over_P,Lab_for_st_Empl_worked_ft_M,Lab_for_st_Empl_worked_ft_F,Lab_for_st_Empl_worked_ft_P,Lab_for_st_Empl_worked_pt_M,Lab_for_st_Empl_worked_pt_F,Lab_for_st_Empl_worked_pt_P,Lab_for_st_Empl_awy_frm_wrk_M,Lab_for_st_Empl_awy_frm_wrk_F,Lab_for_st_Empl_awy_frm_wrk_P,Lab_for_st_Unemp_lkg_fr_wrk_M,Lab_for_st_Unemp_lkg_fr_wrk_F,Lab_for_st_Unemp_lkg_fr_wrk_P,Lab_for_st_Tot_labour_force_M,Lab_for_st_Tot_labour_force_F,Lab_for_st_Tot_labour_force_P,Lab_for_st_N_the_lbour_frce_M,Lab_for_st_N_the_lbour_frce_F,Lab_for_st_N_the_lbour_frce_P,LFS_Percent_Unemployment_M,LFS_Percent_Unemployment_F,LFS_Percent_Unemployment_P,LFS_Percent_Lab_force_part_M,LFS_Percent_Lab_force_part_F,LFS_Percent_Lab_force_part_P,LFS_Percent_Emp_to_pop_M,LFS_Percent_Empl_to_pop_F,LFS_Percent_Emp_to_pop_P,High_N_sc_q_Postgrad_Deg_M,High_N_sc_q_Postgrad_Deg_F,High_N_sc_q_Postgrad_Deg_P,High_N_sc_q_Gra_Dip_Gra_Cer_M,High_N_sc_q_Gra_Dip_Gra_Cer_F,High_N_sc_q_Gra_Dip_Gra_Cer_P,High_N_sc_q_Bachelor_Deg_M,High_N_sc_q_Bachelor_Deg_F,High_N_sc_q_Bachelor_Deg_P,High_N_sc_q_Adv_Dip_Dip_M,High_N_sc_q_Adv_Dip_Dip_F,High_N_sc_q_Adv_Dip_Dip_P,High_N_sc_q_Cert3a4_Level_M,High_N_sc_q_Cert3a4_Level_F,High_N_sc_q_Cert3a4_Level_P,High_N_sc_q_Cert1a2_Level_M,High_N_sc_q_Cert1a2_Level_F,High_N_sc_q_Cert1a2_Level_P,High_N_sc_q_Certnfd_Level_M,High_N_sc_q_Certnfd_Level_F,High_N_sc_q_Certnfd_Level_P,High_N_sc_q_CertTot_Level_M,High_N_sc_q_CertTot_Level_F,High_N_sc_q_CertTot_Level_P,Mig_Lvd_same_add_1_yr_ago_M,Mig_Lvd_same_add_1_yr_ago_F,Mig_Lvd_same_add_1_yr_ago_P,Mig_Lvd_diff_add_1_yr_ago_M,Mig_Lvd_diff_add_1_yr_ago_F,Mig_Lvd_diff_add_1_yr_ago_P,Mig_Lvd_same_add_5_yr_ago_M,Mig_Lvd_same_add_5_yr_ago_F,Mig_Lvd_same_add_5_yr_ago_P,Mig_Lvd_diff_add_5_yr_ago_M,Mig_Lvd_diff_add_5_yr_ago_F,Mig_Lvd_diff_add_5_yr_ago_P
POA6740,1186,793,1982,393,157,555,49,55,111,102,65,172,18,15,36,573,304,874,327,353,680,3.5,5,4,48.3,37.9,44.1,46.6,36,42.4,37,25,59,7,12,28,83,92,177,76,51,130,266,69,339,18,24,43,11,11,23,298,98,399,872,682,1556,195,151,344,599,496,1093,404,288,694
POA6743,3675,3706,7384,1404,1103,2507,269,508,780,346,332,676,91,63,157,2112,2008,4115,1061,1209,2275,4.5,3.1,3.8,57.4,54.2,55.8,54.9,52.5,53.7,119,158,282,52,125,182,403,679,1081,258,334,592,939,384,1326,53,60,108,54,78,129,1044,517,1567,3074,3036,6116,768,859,1623,1922,1881,3798,1690,1797,3484
POA6751,5645,2288,7929,2926,812,3739,243,326,574,326,194,520,27,24,53,3531,1358,4888,329,430,753,0.8,1.8,1.1,62.6,59.3,61.6,62.1,58.2,61,115,78,196,46,43,86,388,348,734,332,215,547,1706,333,2038,63,41,104,39,47,84,1808,415,2227,3405,1664,5074,892,510,1397,1948,840,2789,2192,1210,3403
POA6753,9013,3292,12306,4862,1544,6402,394,372,767,389,182,573,71,69,139,5715,2166,7885,225,368,593,1.3,3.1,1.8,63.4,65.9,64.1,62.6,63.8,62.9,197,87,284,53,47,102,585,394,984,490,277,766,2669,518,3195,109,88,195,57,51,109,2834,662,3496,5125,2154,7278,1381,882,2271,2939,971,3905,3297,1892,5193
POA6754,936,455,1390,457,178,642,35,57,93,52,38,88,12,6,15,553,283,840,45,71,116,1.6,2.5,1.9,59.6,62.1,60.4,58.7,60.5,59.3,10,11,17,0,9,10,26,56,79,38,41,75,273,69,343,4,10,15,6,6,8,280,82,361,540,301,839,171,149,322,250,102,354,422,317,732
POA6758,2247,434,2685,1046,175,1222,78,26,99,99,24,121,13,0,12,1231,222,1452,55,52,106,0.9,0.9,0.9,54.7,51,54.1,54.2,50.6,53.6,33,8,42,12,3,16,120,32,150,91,25,114,567,57,624,28,14,39,21,3,21,614,74,686,1041,206,1244,261,83,346,641,129,764,649,164,818
POA6760,1648,514,2166,695,174,868,58,28,82,77,29,104,24,16,39,846,247,1094,162,136,300,2.4,7.6,3.6,51.2,48.3,50.5,50,44.7,48.7,24,13,43,17,10,23,87,42,127,65,45,109,372,48,423,17,6,23,12,0,10,403,57,461,845,327,1170,209,96,309,581,226,808,451,180,632
POA6762,1030,219,1253,472,87,563,56,19,81,105,16,122,11,0,13,649,133,779,63,53,111,1.7,2.3,1.8,62.7,59,62.1,61.7,57.7,60.9,19,7,30,6,0,6,74,22,95,42,13,56,282,21,300,22,5,24,15,9,21,315,34,343,577,157,735,175,51,230,351,101,449,383,104,487
POA6765,816,869,1680,211,208,416,55,80,138,36,39,76,18,19,30,320,344,662,373,402,776,5.3,4.6,5,39.1,39.7,39.4,37,37.8,37.4,18,43,62,8,24,37,48,106,158,34,32,74,103,60,165,12,15,29,13,8,19,121,92,217,708,767,1480,161,171,329,535,527,1065,267,326,597
POA6770,1789,1734,3526,426,306,730,92,129,221,117,128,242,141,88,231,779,646,1428,699,843,1542,18.5,13.6,16.3,43.3,37.3,40.4,35.3,32.3,33.8,52,53,103,22,47,65,127,199,328,83,82,165,303,140,445,27,31,59,16,25,44,346,196,544,1621,1591,3209,267,290,553,1194,1180,2374,559,575,1139
