POA_CODE_2021,Neg_Nil_Inc_CF_no_chldren,Neg_Nil_Inc_CFwith_chldren,Neg_Nil_Inc_OnePF,Neg_Nil_Inc_Oth_family,Neg_Nil_Inc_Total,1_149_CF_no_chldren,1_149_CFwith_chldren,1_149_One_PF,1_149_Oth_family,1_149_Total,150_299_CF_no_chldren,150_299_CFwith_chldren,150_299_OnePF,150_299_Oth_family,150_299_Total,300_399_CF_no_chldren,300_399_CFwith_chldren,300_399_OnePF,300_399_Oth_family,300_399_Total,400_499_CF_no_chldren,400_499_CFwith_chldren,400_499_OnePF,400_499_Oth_family,400_499_Total,500_649_CF_no_chldren,500_649_CFwith_chldren,500_649_OnePF,500_649_Oth_family,500_649_Total,650_799_CF_no_chldren,650_799_CFwith_chldren,650_799_OnePF,650_799_Oth_family,650_799_Total,800_999_CF_no_chldren,800_999_CFwith_chldren,800_999_OnePF,800_999_Oth_family,800_999_Total,1000_1249_CF_no_chldren,1000_1249_CFwith_chldren,1000_1249_OnePF,1000_1249_Oth_family,1000_1249_Total,1250_1499_CF_no_chldren,1250_1499_CFwith_chldren,1250_1499_OnePF,1250_1499_Oth_family,1250_1499_Total,1500_1749_CF_no_chldren,1500_1749_CFwith_chldren,1500_1749_OnePF,1500_1749_Oth_family,1500_1749_Total,1750_1999_CF_no_chldren,1750_1999_CFwith_chldren,1750_1999_OnePF,1750_1999_Oth_family,1750_1999_Total,2000_2499_CF_no_chldren,2000_2499_CFwith_chldren,2000_2499_OnePF,2000_2499_Oth_family,2000_2499_Total,2500_2999_CF_no_chldren,2500_2999_CFwith_chldren,2500_2999_OnePF,2500_2999_Oth_family,2500_2999_Total,3000_3499_CF_no_chldren,3000_3499_CFwith_chldren,3000_3499_OnePF,3000_3499_Oth_family,3000_3499_Total,3500_3999_CF_no_chldren,3500_3999_CFwith_chldren,3500_3999_OnePF,3500_3999_Oth_family,3500_3999_Total,4000orMore_CF_no_chldren,4000orMore_CFwith_chldren,4000orMore_OnePF,4000orMore_Oth_family,4000orMore_Total,Part_IncStated_CF_no_chldren,Part_IncStated_CFwith_chldren,Part_IncStated_OnePF,Part_IncStated_Oth_family,Part_IncStated_Total,All_Inc_NS_CF_no_chldren,All_Inc_NS_CFwith_chldren,All_Inc_NS_OnePF,All_Inc_NS_Oth_family,All_Inc_NS_Total,Total_CF_no_chldren,Total_CFwith_chldren,Total_OnePF,Total_Oth_family,Total_Total
POA6506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,3,0,0,0,3,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,4,0,0,19
POA6507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,5,0,0,0,0,0,9,0,0,0,9,4,0,0,0,4,3,0,0,0,10,5,0,0,0,11,0,0,0,0,5,8,4,0,0,14,9,11,0,0,15,8,6,0,0,16,8,7,0,0,14,0,0,0,0,3,3,3,0,0,11,6,9,0,0,15,0,0,0,0,0,78,42,8,0,127
POA6509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,0,0,7,0,3,0,0,3,5,0,0,0,4,0,3,0,0,0,3,0,0,0,3,0,3,0,0,4,0,3,0,0,4,0,0,0,0,0,21,16,0,0,31
POA6510,3,0,3,0,11,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,8,0,8,0,16,5,0,14,0,15,19,0,10,0,33,15,3,7,0,27,13,5,8,0,27,20,4,6,7,35,10,3,3,0,17,10,15,0,0,28,22,26,6,0,56,21,22,3,0,49,20,20,0,0,41,9,5,0,0,19,16,17,0,0,36,15,23,5,0,48,0,0,3,0,7,217,168,81,12,470
POA6511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,10,0,4,0,10,9,0,0,0,7,7,0,0,0,7,13,3,0,0,21,3,0,0,0,0,3,8,0,0,6,7,9,0,0,11,4,0,0,0,3,0,0,0,0,0,0,3,0,0,3,0,10,0,0,11,0,8,4,0,15,4,0,0,0,4,66,38,14,0,114
POA6512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,4,0,0,0,4,5,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,16,9,0,0,29
POA6513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,5,0,0,4,3,0,0,0,3,3,0,0,0,3,5,0,0,0,4,0,3,0,0,5,0,0,0,0,0,17,21,0,0,41
POA6514,9,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,9,0,0,0,12,0,0,0,0,4,16,0,0,0,18,20,0,0,0,24,13,0,0,0,10,13,5,0,0,15,0,4,0,0,4,5,0,0,0,8,16,4,0,0,17,7,3,0,0,7,3,0,0,0,3,0,0,0,0,0,11,0,0,0,12,11,6,4,0,23,4,0,0,0,6,126,32,11,3,175
POA6515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,6,7,0,0,0,7,0,0,0,0,0,5,0,0,0,9,0,6,0,0,5,0,3,0,0,3,3,3,0,0,11,0,4,0,0,9,0,3,0,0,7,4,0,0,0,3,3,0,0,0,3,4,3,0,0,10,8,0,0,0,8,45,29,7,0,81
POA6516,8,0,0,0,11,4,0,0,0,5,5,0,0,0,7,9,0,0,0,6,16,0,4,0,16,9,0,7,0,13,47,0,7,0,58,22,3,3,0,31,23,4,0,0,29,30,3,9,0,51,12,10,0,0,19,17,7,5,0,23,29,20,4,0,52,22,15,0,0,41,18,18,0,0,37,6,9,0,0,14,15,17,3,0,36,36,40,10,0,88,3,3,0,0,12,331,152,61,5,550
POA6517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,4,10,0,0,0,10,9,3,0,0,11,0,3,0,0,3,9,3,0,0,13,7,4,0,0,13,8,3,0,0,11,4,0,0,0,6,4,0,0,0,4,4,0,0,0,6,5,3,0,0,12,0,0,0,0,0,57,35,3,0,97
POA6518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,8,0,3,0,6,0,0,0,0,0,5,0,0,0,5,4,0,0,0,4,4,0,0,0,4,0,0,0,0,4,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,6,3,0,16,0,0,0,0,0,35,9,9,0,55
POA6519,3,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,9,0,0,0,9,0,0,5,0,5,9,0,0,0,11,4,4,4,0,12,7,3,0,0,12,4,0,0,0,10,0,0,3,0,5,5,0,0,0,3,5,8,0,0,15,0,4,0,0,11,6,5,0,0,7,4,5,0,0,7,5,5,0,0,19,0,14,0,0,24,0,0,0,0,0,73,57,18,0,144
POA6521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,5,0,0,0,5,5,0,0,0,5,3,3,0,0,5,5,3,0,0,10,3,5,0,0,11,12,5,0,0,16,5,0,0,0,3,0,7,0,0,8,5,0,0,0,3,0,4,0,0,4,3,5,3,0,14,0,0,0,0,0,49,28,9,0,86
POA6522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,0,0,0,7,4,0,3,0,5,0,9,0,0,6,0,3,0,0,5,0,4,0,0,5,3,6,0,0,8,5,12,0,0,21,0,7,0,0,6,3,3,0,0,8,0,0,0,0,0,3,5,0,0,12,3,8,0,0,14,5,0,0,0,6,49,47,7,0,104
POA6525,12,0,4,0,13,0,0,0,0,0,6,0,5,0,11,7,0,4,0,10,24,4,6,0,27,20,0,17,0,37,65,3,20,0,86,48,3,12,0,61,45,8,7,0,56,44,16,11,0,72,21,21,10,3,52,18,13,3,0,43,46,44,8,0,100,34,30,0,0,61,20,30,6,0,47,17,20,0,0,41,30,43,5,0,74,57,83,5,0,153,16,8,4,0,25,529,316,125,10,984
POA6528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,4,0,0,12,5,3,0,0,6,9,4,0,0,7,6,4,0,0,7,0,4,0,0,7,8,5,0,0,8,7,3,0,0,9,0,0,0,0,7,3,4,0,0,6,0,0,0,0,0,0,0,0,0,8,7,10,0,0,18,0,0,0,0,4,56,40,13,0,99
POA6530,67,5,28,5,106,18,5,19,0,40,23,7,39,0,68,4,4,54,4,65,77,4,88,4,180,75,11,125,6,222,394,30,155,13,583,227,54,185,21,490,242,79,183,10,518,281,161,129,13,581,200,158,117,12,479,201,174,94,10,478,416,468,123,15,1025,277,442,68,6,795,254,332,34,4,626,124,228,16,0,371,292,472,22,0,784,304,520,136,15,966,58,22,28,5,108,3532,3168,1645,150,8496
POA6532,14,4,5,0,25,5,0,0,0,7,4,0,0,0,3,7,0,8,0,13,18,6,6,0,34,8,4,15,0,37,80,12,14,0,111,52,3,24,0,81,42,10,18,0,71,62,23,13,0,98,33,35,10,0,77,33,41,11,0,93,89,114,21,4,227,105,88,7,0,209,69,95,9,0,169,31,69,3,0,105,67,149,7,0,224,90,182,18,0,300,12,3,4,0,22,824,848,209,18,1894
POA6535,7,0,0,0,5,5,0,0,0,5,0,0,0,0,3,0,0,0,0,0,12,0,4,0,20,11,0,0,0,10,38,3,0,0,50,21,0,3,0,27,11,8,5,5,27,24,9,0,0,33,8,9,0,0,17,10,8,0,0,18,18,21,3,0,47,20,10,6,0,39,11,10,0,0,17,4,6,0,0,11,17,10,0,0,23,19,23,3,0,42,6,0,0,0,7,237,114,45,5,404
POA6536,6,0,0,0,6,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,14,0,0,0,14,4,0,3,0,15,35,0,5,0,38,23,3,4,0,37,19,4,7,0,28,19,9,5,0,32,13,8,5,0,20,12,5,0,0,19,27,14,0,0,39,18,13,0,0,26,11,8,0,0,20,8,8,0,0,14,9,11,0,0,18,13,24,5,0,42,7,3,0,0,7,231,105,32,3,379
POA6537,7,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,4,0,4,0,6,0,0,4,0,9,14,0,0,0,18,9,0,3,0,15,11,0,3,0,15,9,0,0,0,12,0,0,0,0,6,14,0,0,0,21,14,13,0,0,29,10,7,0,0,23,10,9,0,0,15,3,0,0,0,5,4,3,0,0,9,12,18,0,0,25,5,0,0,0,4,124,72,15,6,210
POA6556,7,0,0,0,8,0,0,0,0,0,4,0,4,0,8,0,0,0,0,0,5,0,0,0,7,9,0,8,0,11,11,3,3,0,17,17,4,6,0,30,17,4,4,0,27,11,3,8,0,28,10,10,7,0,20,12,15,10,0,31,26,25,9,0,61,28,24,4,0,54,11,28,0,0,40,12,22,0,0,38,25,46,0,0,71,29,56,6,0,93,3,3,0,0,4,231,242,76,3,553
POA6558,0,0,0,0,5,0,3,0,0,3,0,0,0,0,4,0,0,0,0,0,4,0,0,0,4,3,4,3,0,8,12,0,0,0,12,4,3,0,0,6,3,0,4,0,4,10,0,0,0,17,7,4,0,0,12,0,8,3,0,9,18,13,0,0,34,11,11,4,0,25,6,9,0,0,10,3,11,0,0,20,4,11,0,0,14,10,25,0,0,40,6,3,0,0,3,106,88,23,0,225
POA6560,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,3,0,9,0,0,6,0,12,16,3,6,0,31,15,3,13,0,28,15,10,5,0,27,13,9,0,0,24,5,11,0,0,21,14,3,0,0,17,14,16,9,0,36,17,16,4,0,34,13,8,0,0,27,8,8,0,0,12,7,23,0,0,33,7,28,7,0,42,4,0,4,0,6,161,136,68,4,372
POA6562,9,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,5,0,8,0,4,4,0,11,31,0,0,0,26,13,0,6,0,20,18,5,8,4,34,10,5,6,0,26,4,12,7,0,19,0,7,0,0,13,21,22,3,0,40,5,10,0,0,22,13,10,0,0,25,6,12,0,0,17,13,26,0,0,40,23,31,11,0,71,0,0,3,0,9,187,152,52,6,394
POA6564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,6,0,0,17,3,0,0,0,6,3,3,0,0,8,0,0,0,0,9,0,0,4,0,9,0,0,0,0,8,4,7,0,0,11,8,6,0,0,11,0,0,0,0,4,0,4,0,0,4,3,0,0,0,3,0,5,0,0,6,0,0,0,0,0,48,30,15,0,92
POA6566,12,0,4,0,16,4,0,0,0,0,4,0,0,0,4,0,0,3,0,6,17,0,10,0,28,17,0,10,0,24,62,4,11,0,77,54,12,16,0,80,47,5,11,0,71,38,20,11,0,71,25,10,8,0,40,26,23,6,0,52,58,26,5,0,92,34,25,0,0,59,32,24,0,0,55,17,16,0,0,30,31,20,0,0,51,46,67,13,0,121,12,0,3,0,18,527,245,118,10,898
POA6567,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,5,0,0,0,0,3,10,0,0,0,10,9,0,0,0,8,7,0,0,0,6,12,5,0,0,14,0,3,0,0,5,0,0,0,0,8,8,4,0,0,14,6,5,0,0,11,7,0,0,0,10,0,0,0,0,0,0,10,0,0,8,9,10,0,0,23,0,0,0,0,0,73,44,12,0,132
POA6568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,4,0,0,5,0,9,0,0,12,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,5,4,6,0,0,12,0,0,0,0,0,26,23,4,0,54
POA6569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,6,0,0,0,0,4,0,5,0,0,3,0,0,0,0,0,0,4,0,0,0,8,3,0,0,6,3,3,0,0,3,7,0,0,0,5,0,0,0,0,0,0,8,0,0,7,4,11,0,0,14,3,0,0,0,5,35,23,4,0,69
POA6571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,3,3,0,0,0,4,0,0,0,0,0,11,8,0,0,18
POA6572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,3,0,0,0,0,0,0,0,0,0,0,7,6,0,0,15
POA6574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,6,0,0,0,0,0,10,13,0,0,19
POA6575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,3,0,0,6,0,0,0,0,0,16,11,0,0,22
POA6603,0,0,0,0,0,4,0,4,0,4,0,0,0,0,4,0,0,4,0,4,6,0,0,0,4,3,0,7,0,14,13,4,3,0,28,9,3,4,0,13,14,0,6,0,22,8,0,4,0,17,3,5,5,0,11,4,9,0,0,18,13,19,0,0,35,8,9,3,0,20,11,13,0,0,27,3,0,0,0,4,12,12,0,0,23,11,14,5,0,37,0,0,0,0,0,134,100,48,6,288
POA6605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,7,0,0,11
POA6606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,3,0,0,7,0,0,0,0,6,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,4,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,16,10,3,0,37
POA6608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,3,0,0,0,3,0,4,0,0,5,0,6,0,0,6,0,0,0,0,0,10,16,4,0,28
POA6609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,4,0,3,8,0,0,0,11,6,4,3,0,13,6,0,0,0,12,5,4,0,0,11,9,8,0,0,13,0,5,5,0,11,18,10,0,0,29,5,15,0,0,23,4,9,0,0,15,7,7,0,0,13,7,12,0,0,19,5,12,0,0,20,5,0,0,0,5,84,98,14,3,200
POA6612,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,6,0,0,0,0,0,0,3,0,0,0,0,5,0,0,4,0,0,0,0,0,5,0,0,0,5,0,0,0,0,0,3,0,0,0,4,6,3,3,0,7,0,0,0,0,0,18,13,4,0,32
POA6613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5,0,0,0,0,0,6,4,0,0,13
POA6614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,9
POA6616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,0,0,7
POA6620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,5,0,0,0,0,4,0,0,0,4,0,0,4,0,5,0,5,0,0,3,0,0,0,0,4,0,3,0,0,8,3,3,0,0,11,3,3,0,0,13,0,3,0,0,7,0,0,0,0,3,7,0,0,0,8,0,5,0,0,5,0,0,0,0,0,33,26,11,0,68
POA6623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,0,0,8,9,0,4,0,6,4,0,5,0,12,6,5,0,0,7,4,4,0,0,8,4,4,0,0,8,5,9,4,0,18,3,0,0,0,3,0,5,0,0,4,7,0,0,0,3,0,9,0,0,3,4,11,0,0,11,6,0,0,0,3,56,50,11,0,122
POA6625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,4,0,0,0,0,0,7,10,0,0,14
POA6627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,4,0,0,12
POA6628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,0,4,0,7
POA6630,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,3,3,3,0,8,3,0,0,0,3,0,0,3,0,3,3,3,0,0,9,0,0,3,0,6,0,3,0,0,3,8,5,4,0,12,10,0,0,0,7,8,4,0,0,11,0,0,0,0,5,0,5,0,0,3,6,7,3,0,13,0,0,0,0,5,48,33,24,0,106
POA6631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3
POA6632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,9,8,0,0,16
POA6635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,5,7,0,0,0,3,0,0,0,0,0,0,0,6,0,7,3,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,6,0,7,0,0,0,0,0,15,13,13,0,41
POA6638,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,4,0,4,7,0,3,0,9,0,0,0,0,4,4,0,0,0,4,4,0,0,0,9,0,0,0,0,0,0,0,0,0,3,4,5,0,0,11,3,0,0,0,8,0,0,0,0,0,0,0,0,0,0,6,5,0,0,9,0,3,0,0,6,0,0,0,0,0,40,18,15,0,71
POA6639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,19
POA6640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,9,0,0,0,9,0,0,0,0,0,0,0,0,0,0,4,0,0,0,5,0,0,0,0,4,6,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,18,3,3,0,24
POA6642,3,0,0,0,3,0,0,0,0,0,0,0,6,0,6,0,0,9,0,10,3,0,5,0,7,0,0,0,0,4,9,5,0,0,18,7,0,0,3,9,3,10,3,0,15,0,5,3,0,12,4,8,0,0,12,6,3,0,0,3,17,3,0,0,20,4,3,0,0,4,7,0,0,0,12,0,4,0,0,3,6,0,0,0,4,15,6,10,0,18,3,0,3,3,16,70,52,42,13,182
POA6646,0,0,0,0,0,0,0,0,0,0,0,3,7,0,9,0,0,0,0,0,5,0,4,0,7,0,0,3,0,4,6,0,0,0,6,0,0,0,0,5,0,0,5,0,3,0,5,0,0,7,3,0,0,0,3,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,27,9,17,6,62
POA6701,6,0,0,0,8,9,0,0,0,9,0,3,10,0,10,4,0,8,0,15,15,7,11,0,33,4,4,18,5,32,55,8,25,0,87,23,14,20,0,60,27,14,21,0,65,45,13,19,0,82,23,19,9,0,48,37,23,12,0,75,56,58,15,0,131,43,53,9,0,111,36,44,3,6,86,20,25,0,0,45,44,48,4,3,96,43,63,18,0,125,15,3,8,0,28,511,408,219,22,1152
POA6705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,3,0,0,8,0,0,0,0,0,8,18,9,6,40
POA6707,4,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,10,0,8,0,0,3,0,10,19,3,4,0,25,20,8,7,0,32,24,5,12,0,45,23,20,3,0,40,18,17,6,0,35,23,21,3,0,45,46,41,10,0,99,42,47,3,0,88,27,28,0,4,58,20,20,3,0,39,32,41,5,0,72,48,69,14,0,134,7,0,0,0,15,365,308,71,5,755
POA6710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,0,0,0,0,7,4,3,3,0,4,6,0,0,0,4,0,0,0,0,5,3,6,0,0,6,0,0,3,0,8,3,0,0,0,4,0,6,0,0,5,13,5,0,0,25,17,8,0,0,22,8,9,0,0,24,6,9,0,0,19,17,31,0,0,53,7,11,0,0,14,0,0,0,0,3,99,86,22,3,210
