LGA_CODE_2021,C16_45_49_Sep_F,C16_45_49_Sep_P,C16_45_49_Div_M,C16_45_49_Div_F,C16_45_49_Div_P,C16_45_49_Wid_M,C16_45_49_Wid_F,C16_45_49_Wid_P,C16_45_49_Nvr_marrd_M,C16_45_49_Nvr_marrd_F,C16_45_49_Nvr_marrd_P,C16_45_49_Tot_M,C16_45_49_Tot_F,C16_45_49_Tot_P,C16_50_54_Married_M,C16_50_54_Married_F,C16_50_54_Married_P,C16_50_54_Sep_M,C16_50_54_Sep_F,C16_50_54_Sep_P,C16_50_54_Div_M,C16_50_54_Div_F,C16_50_54_Div_P,C16_50_54_Wid_M,C16_50_54_Wid_F,C16_50_54_Wid_P,C16_50_54_Nvr_marrd_M,C16_50_54_Nvr_marrd_F,C16_50_54_Nvr_marrd_P,C16_50_54_Tot_M,C16_50_54_Tot_F,C16_50_54_Tot_P,C16_55_59_Married_M,C16_55_59_Married_F,C16_55_59_Married_P,C16_55_59_Sep_M,C16_55_59_Sep_F,C16_55_59_Sep_P,C16_55_59_Div_M,C16_55_59_Div_F,C16_55_59_Div_P,C16_55_59_Wid_M,C16_55_59_Wid_F,C16_55_59_Wid_P,C16_55_59_Nvr_marrd_M,C16_55_59_Nvr_marrd_F,C16_55_59_Nvr_marrd_P,C16_55_59_Tot_M,C16_55_59_Tot_F,C16_55_59_Tot_P,C16_60_64_Married_M,C16_60_64_Married_F,C16_60_64_Married_P,C16_60_64_Sep_M,C16_60_64_Sep_F,C16_60_64_Sep_P,C16_60_64_Div_M,C16_60_64_Div_F,C16_60_64_Div_P,C16_60_64_Wid_M,C16_60_64_Wid_F,C16_60_64_Wid_P,C16_60_64_Nvr_marrd_M,C16_60_64_Nvr_marrd_F,C16_60_64_Nvr_marrd_P,C16_60_64_Tot_M,C16_60_64_Tot_F,C16_60_64_Tot_P,C16_65_69_Married_M,C16_65_69_Married_F,C16_65_69_Married_P,C16_65_69_Sep_M,C16_65_69_Sep_F,C16_65_69_Sep_P,C16_65_69_Div_M,C16_65_69_Div_F,C16_65_69_Div_P,C16_65_69_Wid_M,C16_65_69_Wid_F,C16_65_69_Wid_P,C16_65_69_Nvr_marrd_M,C16_65_69_Nvr_marrd_F,C16_65_69_Nvr_marrd_P,C16_65_69_Tot_M,C16_65_69_Tot_F,C16_65_69_Tot_P,C16_70_74_Married_M,C16_70_74_Married_F,C16_70_74_Married_P,C16_70_74_Sep_M,C16_70_74_Sep_F,C16_70_74_Sep_P,C16_70_74_Div_M,C16_70_74_Div_F,C16_70_74_Div_P,C16_70_74_Wid_M,C16_70_74_Wid_F,C16_70_74_Wid_P,C16_70_74_Nvr_marrd_M,C16_70_74_Nvr_marrd_F,C16_70_74_Nvr_marrd_P,C16_70_74_Tot_M,C16_70_74_Tot_F,C16_70_74_Tot_P,C16_75_79_Married_M,C16_75_79_Married_F,C16_75_79_Married_P,C16_75_79_Sep_M,C16_75_79_Sep_F,C16_75_79_Sep_P,C16_75_79_Div_M,C16_75_79_Div_F,C16_75_79_Div_P,C16_75_79_Wid_M,C16_75_79_Wid_F,C16_75_79_Wid_P,C16_75_79_Nvr_marrd_M,C16_75_79_Nvr_marrd_F,C16_75_79_Nvr_marrd_P,C16_75_79_Tot_M,C16_75_79_Tot_F,C16_75_79_Tot_P,C16_80_84_Married_M,C16_80_84_Married_F,C16_80_84_Married_P,C16_80_84_Sep_M,C16_80_84_Sep_F,C16_80_84_Sep_P,C16_80_84_Div_M,C16_80_84_Div_F,C16_80_84_Div_P,C16_80_84_Wid_M,C16_80_84_Wid_F,C16_80_84_Wid_P,C16_80_84_Nvr_marrd_M,C16_80_84_Nvr_marrd_F,C16_80_84_Nvr_marrd_P,C16_80_84_Tot_M,C16_80_84_Tot_F,C16_80_84_Tot_P,C16_85_over_Married_M,C16_85_over_Married_F,C16_85_over_Married_P,C16_85_over_Seprtd_M,C16_85_over_Seprtd_F,C16_85_over_Seprtd_P,C16_85_over_Divorce_M,C16_85_over_Divorce_F,C16_85_over_Divorce_P,C16_85_over_Wid_M,C16_85_over_Wid_F,C16_85_over_Wid_P,C16_85_over_Nvr_mard_M,C16_85_over_Nvr_mard_F,C16_85_over_Nvr_mard_P,C16_85_over_Tot_M,C16_85_over_Tot_F,C16_85_over_Tot_P,C16_Tot_Married_M,C16_Tot_Married_F,C16_Tot_Married_P,C16_Tot_Sep_M,C16_Tot_Sep_F,C16_Tot_Sep_P,C16_Tot_Div_M,C16_Tot_Div_F,C16_Tot_Div_P,C16_Tot_Wid_M,C16_Tot_Wid_F,C16_Tot_Wid_P,C16_Tot_nver_marrie_M,C16_Tot_nver_marrie_F,C16_Tot_nver_marrie_P,C16_Tot_Tot_M,C16_Tot_Tot_F,C16_Tot_Tot_P,C21_15_19_Married_M,C21_15_19_Married_F,C21_15_19_Married_P,C21_15_19_Sep_M,C21_15_19_Sep_F,C21_15_19_Sep_P,C21_15_19_Div_M,C21_15_19_Div_F,C21_15_19_Div_P,C21_15_19_Wid_M,C21_15_19_Wid_F,C21_15_19_Wid_P,C21_15_19_Nvr_marrd_M,C21_15_19_Nvr_marrd_F,C21_15_19_Nvr_marrd_P,C21_15_19_Tot_M,C21_15_19_Tot_F,C21_15_19_Tot_P,C21_20_24_Married_M,C21_20_24_Married_F,C21_20_24_Married_P,C21_20_24_Sep_M,C21_20_24_Sep_F,C21_20_24_Sep_P
LGA58820,12,26,22,22,45,0,6,7,30,15,50,153,143,298,93,104,201,10,12,19,32,19,51,0,4,3,26,18,50,166,160,320,98,99,191,10,10,20,25,35,62,7,5,11,15,8,26,157,156,317,106,107,211,11,4,17,23,22,43,6,14,15,18,0,18,157,146,304,97,102,203,4,3,9,28,24,54,4,18,21,10,0,7,152,146,302,66,62,127,0,4,4,7,10,20,0,20,20,10,3,9,85,98,184,67,42,103,4,0,7,14,10,22,11,37,40,8,0,7,95,94,186,33,21,52,0,0,0,3,5,4,7,31,38,0,0,0,49,57,98,24,13,33,0,0,0,3,0,6,13,50,58,0,0,0,40,61,99,862,879,1738,70,66,137,176,173,350,57,172,230,514,404,925,1686,1696,3380,0,0,0,0,0,0,0,0,0,0,0,0,118,124,244,118,124,244,3,0,4,0,0,0
LGA58890,0,0,5,3,6,0,0,0,6,4,11,32,40,66,25,22,47,3,3,7,0,8,6,0,0,0,8,3,11,38,29,70,24,29,55,3,3,5,12,0,16,0,5,5,3,0,7,40,36,82,24,14,43,0,0,0,6,3,9,0,0,0,6,3,3,34,28,59,30,21,50,5,0,5,3,0,3,0,4,3,4,0,4,32,26,60,13,4,21,0,0,0,0,0,0,0,0,3,0,0,0,17,13,27,9,10,14,0,0,0,0,0,6,0,3,9,8,0,8,15,16,29,0,8,10,0,0,0,0,0,0,0,0,9,0,0,0,7,9,16,8,6,12,0,0,0,0,0,0,0,0,6,0,0,0,16,8,19,195,193,387,12,8,21,25,27,54,10,20,28,96,60,154,338,311,650,0,0,0,0,0,0,0,0,0,0,0,0,15,18,29,15,18,29,0,0,0,0,0,0
LGA59030,0,0,0,0,0,0,0,0,0,0,5,13,6,20,15,9,18,0,0,0,0,0,0,0,0,0,0,0,0,15,5,25,8,8,20,0,0,0,0,0,5,0,0,0,4,3,6,13,13,29,14,4,19,0,0,0,0,5,4,0,0,0,0,0,0,20,9,25,5,5,9,0,0,0,0,0,0,0,0,0,0,0,4,9,3,10,3,3,7,0,0,0,0,0,0,0,0,0,0,0,0,4,3,10,4,0,5,0,0,0,0,4,7,0,3,3,0,0,0,5,3,6,4,0,4,0,0,0,0,0,0,0,0,4,0,0,0,4,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,54,139,7,4,10,17,11,24,4,6,9,48,30,80,158,103,261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0
LGA59100,5,5,0,3,3,0,0,0,11,4,11,22,22,50,25,21,42,0,0,0,10,7,19,0,0,0,3,4,11,39,27,68,16,28,47,0,3,4,0,5,9,0,3,0,7,0,9,31,39,63,16,8,26,3,0,3,11,5,10,0,0,0,9,0,9,32,13,47,14,17,28,0,0,0,6,5,5,0,3,3,3,0,3,28,19,47,16,5,26,0,0,0,3,0,3,0,0,0,3,0,4,25,14,37,5,6,11,0,0,0,0,8,8,0,3,3,0,0,0,7,11,26,0,11,12,0,0,0,0,0,0,0,12,12,0,0,0,5,19,24,3,0,9,0,0,0,0,0,0,0,0,5,0,0,0,10,3,18,161,159,316,15,13,28,29,26,59,3,21,29,99,55,154,303,271,576,0,0,0,0,0,0,0,0,0,0,0,0,9,7,21,9,14,23,0,0,0,0,0,0
LGA59170,0,3,5,4,10,0,0,0,9,3,12,34,27,58,23,24,37,0,0,4,0,5,9,0,0,0,7,5,8,33,30,59,30,46,74,0,0,0,0,10,13,0,3,4,5,6,12,41,56,100,40,29,66,0,0,3,4,9,11,0,0,0,0,0,3,46,44,88,15,16,34,0,0,0,4,0,6,0,0,0,4,0,4,21,21,43,30,14,43,0,0,0,3,0,8,0,7,11,0,0,0,35,24,62,11,8,21,0,0,0,0,0,0,0,5,5,0,0,0,12,13,27,6,5,16,0,0,0,0,0,0,0,8,8,0,0,0,6,10,21,0,0,7,0,0,0,0,0,0,4,3,7,0,0,0,5,5,10,236,233,464,10,10,25,24,33,60,11,26,31,127,70,195,399,377,781,0,0,0,0,0,0,0,0,0,0,0,0,17,13,37,17,13,37,0,0,0,0,0,0
LGA59250,0,4,0,0,5,0,3,3,14,8,16,35,17,52,26,3,28,10,3,10,6,3,7,0,0,0,11,9,14,41,16,58,18,0,20,0,0,0,4,0,10,0,3,8,7,3,9,31,16,44,11,4,14,0,0,0,4,5,9,0,4,4,7,0,7,14,18,40,10,7,12,3,0,8,8,4,8,0,0,0,3,0,3,23,9,26,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,155,45,203,22,11,33,33,15,45,7,14,27,244,109,357,463,198,662,0,0,0,0,0,0,0,0,0,0,0,0,16,5,24,16,5,24,0,0,3,0,0,0
LGA59310,5,5,0,3,7,0,0,0,14,8,20,42,41,84,35,28,64,9,0,5,12,6,11,0,0,0,11,0,11,59,46,97,34,31,59,0,0,4,3,6,11,0,0,0,10,3,17,44,48,92,46,38,86,3,3,12,11,3,13,0,0,0,7,0,5,61,49,110,32,22,55,6,0,3,6,5,13,3,0,5,3,0,6,44,36,83,30,16,39,0,6,8,9,4,11,0,0,0,0,0,0,36,24,62,8,9,17,0,0,0,5,0,0,0,3,4,0,0,0,11,18,27,6,6,9,0,0,3,0,0,0,5,3,7,0,0,0,11,5,17,6,0,5,0,0,0,0,0,0,0,12,16,0,0,0,8,18,26,284,271,561,22,26,52,45,45,92,10,28,43,197,120,312,570,488,1053,0,0,3,0,0,0,0,0,0,0,0,0,20,19,41,22,18,39,0,0,0,0,0,0
LGA59320,0,0,0,0,3,0,5,3,3,4,6,15,16,31,11,16,29,5,0,8,9,0,10,0,0,0,0,0,4,16,23,44,18,13,27,0,0,0,0,4,3,0,0,0,5,0,5,25,13,37,5,7,13,0,0,0,5,3,11,0,0,4,5,0,6,21,12,33,8,7,14,0,0,0,0,3,3,0,0,0,0,0,0,8,13,19,8,8,17,0,0,0,0,0,0,0,0,0,0,0,0,10,11,15,0,0,3,0,0,0,4,0,4,0,0,6,0,0,0,4,3,6,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,89,176,6,8,12,25,12,37,5,4,12,43,36,79,170,151,324,0,0,0,0,0,0,0,0,0,0,0,0,10,8,15,10,8,15,0,0,0,0,0,0
LGA59330,0,0,3,3,3,0,0,0,7,3,6,20,16,33,13,9,22,0,0,0,0,4,6,0,0,0,9,4,10,27,19,40,6,12,22,6,0,9,5,8,8,0,0,0,8,0,6,24,21,43,9,18,22,0,0,0,4,7,14,0,0,0,7,0,7,22,22,45,13,12,24,0,0,0,3,0,6,0,3,6,3,0,3,24,18,43,16,14,25,3,0,3,4,0,4,0,3,3,0,0,0,23,13,41,11,8,25,0,0,0,0,3,4,3,3,5,3,0,3,26,18,40,0,0,5,0,0,0,0,0,3,0,6,6,0,0,0,4,6,8,0,0,5,0,0,0,0,0,0,3,15,14,0,0,0,9,17,23,107,114,220,14,8,17,27,25,57,10,28,42,71,30,108,230,208,437,0,0,0,0,0,0,0,0,0,0,0,0,4,5,14,4,5,14,0,0,0,0,0,0
LGA59340,17,27,14,32,41,0,9,12,100,111,214,258,265,523,109,119,224,12,13,27,40,40,83,3,14,12,86,88,171,246,275,518,124,108,234,14,16,27,48,30,83,3,9,16,57,67,123,250,232,480,95,72,168,11,8,15,52,42,94,0,15,18,37,24,58,192,152,347,63,43,103,4,3,9,28,15,39,7,17,20,25,19,40,120,95,216,38,17,60,4,7,7,14,4,22,7,10,22,10,11,20,84,48,135,16,13,28,0,0,4,8,0,11,0,9,9,10,4,14,37,27,62,9,5,8,4,0,4,0,0,0,0,9,9,4,0,4,14,12,26,4,0,9,0,0,0,0,0,0,0,9,12,0,3,3,8,9,19,923,891,1812,84,90,172,250,212,463,36,99,133,1441,1482,2925,2731,2783,5511,0,0,0,0,0,0,0,0,0,0,0,0,197,204,397,197,204,397,4,7,17,7,0,3
LGA59350,0,0,3,0,9,0,0,0,10,8,15,16,11,33,16,4,18,0,0,3,0,5,3,0,0,0,7,4,7,21,9,27,0,7,3,0,0,0,7,7,15,0,3,3,4,4,5,11,13,29,14,4,13,0,0,0,4,0,7,0,3,3,3,0,3,22,6,29,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,9,4,8,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,4,4,67,26,95,14,5,16,18,15,32,0,11,12,99,55,159,197,106,302,0,0,0,0,0,0,0,0,0,0,0,0,0,6,9,0,6,9,5,4,8,0,0,0
LGA59360,4,12,6,12,18,0,0,0,18,5,22,69,48,116,43,29,80,6,0,6,10,8,18,0,0,0,28,3,32,89,47,138,35,23,58,4,0,6,15,10,26,0,0,0,21,0,23,72,31,105,26,16,42,4,0,7,7,9,17,0,0,0,6,0,6,44,30,69,28,25,53,3,0,9,10,6,14,3,4,6,5,0,7,51,35,86,10,13,20,0,0,0,3,5,8,0,3,4,0,0,4,22,15,34,14,4,23,0,0,0,4,0,4,0,4,10,0,0,0,21,14,30,8,10,13,0,0,0,0,0,0,0,0,8,0,0,0,14,7,18,8,0,10,0,0,0,0,0,5,4,4,10,0,0,0,13,6,23,294,214,504,40,12,56,71,48,118,17,17,30,233,99,335,653,393,1048,0,0,0,0,0,0,0,0,0,0,0,0,9,0,18,9,0,18,0,0,0,0,0,0
LGA59370,4,16,14,20,34,0,3,3,28,13,39,109,120,232,82,77,161,7,19,21,28,29,58,0,0,3,21,21,37,142,148,285,97,99,194,4,3,8,33,30,61,7,10,12,17,10,36,157,158,313,98,120,220,8,6,19,30,34,64,0,5,8,15,11,24,151,180,334,135,110,246,4,8,11,35,29,62,9,21,27,11,0,14,189,171,360,90,65,163,6,0,10,21,17,42,0,28,29,9,0,9,126,115,237,61,42,101,0,0,3,9,18,26,11,31,39,5,3,4,87,86,171,33,19,53,0,0,0,6,3,7,9,29,37,3,0,3,52,45,99,15,12,25,0,0,0,0,0,5,15,27,43,3,5,8,31,49,81,803,790,1588,49,66,116,190,197,384,48,159,206,411,281,686,1503,1492,2989,0,0,0,0,0,0,0,0,0,0,0,0,74,54,129,74,54,129,0,0,5,0,0,0
LGA59499,7,57,63,26,91,0,7,3,160,66,229,315,141,454,78,73,150,36,22,55,88,40,128,8,4,6,115,48,163,321,186,509,102,116,216,24,19,36,91,49,145,5,11,15,63,24,92,280,219,503,118,147,263,20,14,34,68,44,114,11,10,17,34,11,45,254,221,473,147,121,266,35,7,38,71,36,107,8,8,17,18,0,20,274,174,440,59,52,108,10,0,10,29,23,51,6,6,9,10,6,11,105,85,185,27,17,42,4,0,4,11,3,9,3,5,12,8,0,9,44,20,66,10,10,17,0,0,0,0,0,4,3,3,3,0,0,0,7,18,28,0,0,7,0,0,0,0,0,0,0,8,9,3,0,3,9,12,22,784,729,1514,269,107,374,495,262,760,45,70,113,1736,1054,2793,3338,2223,5558,0,0,0,0,0,0,0,0,0,0,0,0,114,145,259,118,147,261,4,13,10,3,0,3
LGA59799,0,3,8,6,10,0,0,0,10,0,15,47,3,57,31,0,31,3,0,3,3,0,3,0,0,0,4,0,4,44,0,45,15,0,17,0,0,0,6,0,6,0,0,0,3,0,3,27,0,26,10,4,11,0,0,0,6,0,6,0,0,0,4,0,4,12,4,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,203,9,207,9,0,12,26,9,29,0,0,0,170,16,181,405,27,431,0,0,0,0,0,0,0,0,0,0,0,0,7,3,6,7,3,6,0,0,0,0,0,0
