UCL_CODE_2021,M_Yr_12_eq_15_19_yr,M_Yr_12_eq_20_24_yr,M_Yr_12_eq_25_34_yr,M_Yr_12_eq_35_44_yr,M_Yr_12_eq_45_54_yr,M_Yr_12_eq_55_64_yr,M_Yr_12_eq_65_74_yr,M_Yr_12_eq_75_84_yr,M_Yr_12_eq_85_yr_over,M_Yr_12_eq_Tot,M_Yr_11_eq_15_19_yr,M_Yr_11_eq_20_24_yr,M_Yr_11_eq_25_34_yr,M_Yr_11_eq_35_44_yr,M_Yr_11_eq_45_54_yr,M_Yr_11_eq_55_64_yr,M_Yr_11_eq_65_74_yr,M_Yr_11_eq_75_84_yr,M_Yr_11_eq_85_yr_over,M_Yr_11_eq_Tot,M_Yr_10_eq_15_19_yr,M_Yr_10_eq_20_24_yr,M_Yr_10_eq_25_34_yr,M_Yr_10_eq_35_44_yr,M_Yr_10_eq_45_54_yr,M_Yr_10_eq_55_64_yr,M_Yr_10_eq_65_74_yr,M_Yr_10_eq_75_84_yr,M_Yr_10_eq_85_yr_over,M_Yr_10_eq_Tot,M_Yr_9_eq_15_19_yr,M_Yr_9_eq_20_24_yr,M_Yr_9_eq_25_34_yr,M_Yr_9_eq_35_44_yr,M_Yr_9_eq_45_54_yr,M_Yr_9_eq_55_64_yr,M_Yr_9_eq_65_74_yr,M_Yr_9_eq_75_84_yr,M_Yr_9_eq_85_yr_over,M_Yr_9_eq_Tot,M_Yr_8_bel_15_19_yr,M_Yr_8_bel_20_24_yr,M_Yr_8_bel_25_34_yr,M_Yr_8_bel_35_44_yr,M_Yr_8_bel_45_54_yr,M_Yr_8_bel_55_64_yr,M_Yr_8_bel_65_74_yr,M_Yr_8_bel_75_84_yr,M_Yr_8_bel_85_yr_over,M_Yr_8_bel_Tot,M_Did_not_go_to_school_15_19,M_Did_not_go_to_school_20_24,M_Did_not_go_to_school_25_34,M_Did_not_go_to_school_35_44,M_Did_not_go_to_school_45_54,M_Did_not_go_to_school_55_64,M_Did_not_go_to_school_65_74,M_Did_not_go_to_school_75_84,M_Did_not_go_to_school_85ov,M_Did_not_go_to_school_Tot,M_High_yr_sch_ns_15_19_yr,M_High_yr_sch_ns_20_24_yr,M_High_yr_sch_ns_25_34_yr,M_High_yr_sch_ns_35_44_yr,M_High_yr_sch_ns_45_54_yr,M_High_yr_sch_ns_55_64_yr,M_High_yr_sch_ns_65_74_yr,M_High_yr_sch_ns_75_84_yr,M_High_yr_sch_ns_85_yr_over,M_High_yr_sch_ns_Tot,M_Tot_15_19_yr,M_Tot_20_24_yr,M_Tot_25_34_yr,M_Tot_35_44_yr,M_Tot_45_54_yr,M_Tot_55_64_yr,M_Tot_65_74_yr,M_Tot_75_84_yr,M_Tot_85_yr_over,M_Tot_Tot,F_Yr_12_eq_15_19_yr,F_Yr_12_eq_20_24_yr,F_Yr_12_eq_25_34_yr,F_Yr_12_eq_35_44_yr,F_Yr_12_eq_45_54_yr,F_Yr_12_eq_55_64_yr,F_Yr_12_eq_65_74_yr,F_Yr_12_eq_75_84_yr,F_Yr_12_eq_85_yr_over,F_Yr_12_eq_Tot,F_Yr_11_eq_15_19_yr,F_Yr_11_eq_20_24_yr,F_Yr_11_eq_25_34_yr,F_Yr_11_eq_35_44_yr,F_Yr_11_eq_45_54_yr,F_Yr_11_eq_55_64_yr,F_Yr_11_eq_65_74_yr,F_Yr_11_eq_75_84_yr,F_Yr_11_eq_85_yr_over,F_Yr_11_eq_Tot,F_Yr_10_eq_15_19_yr,F_Yr_10_eq_20_24_yr,F_Yr_10_eq_25_34_yr,F_Yr_10_eq_35_44_yr,F_Yr_10_eq_45_54_yr,F_Yr_10_eq_55_64_yr,F_Yr_10_eq_65_74_yr,F_Yr_10_eq_75_84_yr,F_Yr_10_eq_85_yr_over,F_Yr_10_eq_Tot,F_Yr_9_eq_15_19_yr,F_Yr_9_eq_20_24_yr,F_Yr_9_eq_25_34_yr,F_Yr_9_eq_35_44_yr,F_Yr_9_eq_45_54_yr,F_Yr_9_eq_55_64_yr,F_Yr_9_eq_65_74_yr,F_Yr_9_eq_75_84_yr,F_Yr_9_eq_85_yr_over,F_Yr_9_eq_Tot,F_Yr_8_bel_15_19_yr,F_Yr_8_bel_20_24_yr,F_Yr_8_bel_25_34_yr,F_Yr_8_bel_35_44_yr,F_Yr_8_bel_45_54_yr,F_Yr_8_bel_55_64_yr,F_Yr_8_bel_65_74_yr,F_Yr_8_bel_75_84_yr,F_Yr_8_bel_85_yr_over,F_Yr_8_bel_Tot,F_Did_not_go_to_school_15_19,F_Did_not_go_to_school_20_24,F_Did_not_go_to_school_25_34,F_Did_not_go_to_school_35_44,F_Did_not_go_to_school_45_54,F_Did_not_go_to_school_55_64,F_Did_not_go_to_school_65_74,F_Did_not_go_to_school_75_84,F_Did_not_go_to_school_85ov,F_Did_not_go_to_school_Tot,F_High_yr_sch_ns_15_19_yr,F_High_yr_sch_ns_20_24_yr,F_High_yr_sch_ns_25_34_yr,F_High_yr_sch_ns_35_44_yr,F_High_yr_sch_ns_45_54_yr,F_High_yr_sch_ns_55_64_yr,F_High_yr_sch_ns_65_74_yr,F_High_yr_sch_ns_75_84_yr,F_High_yr_sch_ns_85_yr_over,F_High_yr_sch_ns_Tot,F_Tot_15_19_yr,F_Tot_20_24_yr,F_Tot_25_34_yr,F_Tot_35_44_yr,F_Tot_45_54_yr,F_Tot_55_64_yr,F_Tot_65_74_yr,F_Tot_75_84_yr,F_Tot_85_yr_over,F_Tot_Tot,P_Yr_12_eq_15_19_yr,P_Yr_12_eq_20_24_yr,P_Yr_12_eq_25_34_yr,P_Yr_12_eq_35_44_yr,P_Yr_12_eq_45_54_yr,P_Yr_12_eq_55_64_yr,P_Yr_12_eq_65_74_yr,P_Yr_12_eq_75_84_yr,P_Yr_12_eq_85_yr_over,P_Yr_12_eq_Tot,P_Yr_11_eq_15_19_yr,P_Yr_11_eq_20_24_yr,P_Yr_11_eq_25_34_yr,P_Yr_11_eq_35_44_yr,P_Yr_11_eq_45_54_yr,P_Yr_11_eq_55_64_yr,P_Yr_11_eq_65_74_yr,P_Yr_11_eq_75_84_yr,P_Yr_11_eq_85_yr_over,P_Yr_11_eq_Tot,P_Yr_10_eq_15_19_yr,P_Yr_10_eq_20_24_yr,P_Yr_10_eq_25_34_yr,P_Yr_10_eq_35_44_yr,P_Yr_10_eq_45_54_yr,P_Yr_10_eq_55_64_yr,P_Yr_10_eq_65_74_yr,P_Yr_10_eq_75_84_yr,P_Yr_10_eq_85_yr_over,P_Yr_10_eq_Tot,P_Yr_9_eq_15_19_yr,P_Yr_9_eq_20_24_yr,P_Yr_9_eq_25_34_yr,P_Yr_9_eq_35_44_yr,P_Yr_9_eq_45_54_yr,P_Yr_9_eq_55_64_yr,P_Yr_9_eq_65_74_yr,P_Yr_9_eq_75_84_yr,P_Yr_9_eq_85_yr_over,P_Yr_9_eq_Tot
UCL522031,0,0,7,0,3,7,0,0,0,27,0,0,0,0,0,0,0,0,0,8,3,4,5,9,3,0,0,0,0,26,5,0,0,3,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,5,14,8,19,16,17,13,0,0,0,82,0,0,16,8,8,0,3,0,0,35,0,0,11,7,0,0,3,0,0,16,0,0,7,7,4,0,0,0,0,26,0,6,7,4,0,0,0,0,0,13,0,0,0,0,0,0,5,0,0,7,0,0,0,0,0,3,0,0,0,4,0,0,6,0,0,0,0,0,0,4,9,0,37,18,11,9,9,0,0,103,3,4,21,12,8,9,3,0,0,60,4,0,12,3,0,3,3,0,0,25,7,4,15,10,8,0,0,0,0,52,9,5,5,4,0,0,0,0,0,26
UCL522032,0,4,3,4,5,0,5,0,0,28,5,9,10,3,3,0,0,0,0,30,0,5,7,16,6,3,5,0,0,48,6,4,0,0,0,0,0,0,0,10,4,0,0,0,0,4,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,9,0,0,10,16,20,22,25,17,20,15,0,0,135,6,5,6,9,7,5,4,0,0,38,4,7,9,5,3,4,0,0,0,35,3,8,6,11,7,3,0,0,0,46,5,3,0,3,6,6,0,0,0,20,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,13,16,21,25,28,33,28,5,0,0,157,4,7,13,11,16,11,7,0,0,64,7,18,17,11,7,9,0,0,0,67,4,14,16,23,13,7,5,0,0,92,12,5,0,4,6,6,0,0,0,36
UCL522033,0,3,9,3,3,8,17,7,0,56,3,0,3,0,0,6,0,3,0,19,3,0,4,5,10,19,23,9,0,79,0,0,4,0,0,3,0,0,0,8,0,0,0,0,4,0,0,4,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,4,4,3,0,20,8,3,21,11,25,37,48,26,5,182,0,4,3,6,9,12,17,3,0,63,0,4,0,0,4,4,0,0,0,14,0,3,4,3,10,9,17,0,0,52,0,0,0,0,0,3,5,3,0,13,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,3,3,0,11,6,8,9,13,30,32,50,16,0,165,0,7,8,10,19,15,36,13,4,115,7,4,3,0,8,9,0,8,0,33,8,3,4,8,23,32,43,16,0,132,0,0,0,0,0,3,7,5,0,24
UCL522034,4,3,6,10,0,6,4,0,0,35,0,0,0,4,6,0,0,0,0,8,4,3,9,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,3,0,3,8,0,0,4,5,0,0,13,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,7,6,23,17,5,14,5,0,0,80,6,3,8,6,3,4,0,0,0,31,0,0,0,0,0,0,0,0,0,7,0,0,3,3,5,4,0,0,0,14,0,0,0,0,0,0,0,0,0,0,7,0,0,3,0,3,3,0,0,22,0,0,0,0,0,0,0,3,0,6,0,0,0,4,0,0,0,0,0,4,11,4,13,19,13,13,4,3,0,77,8,5,17,19,7,6,4,0,0,67,0,0,0,3,3,0,0,0,0,9,0,3,9,5,5,9,0,0,0,32,0,0,0,0,0,0,0,0,0,3
UCL522035,0,0,8,5,8,7,4,0,0,34,0,0,0,0,4,0,0,0,0,10,3,0,0,0,3,16,3,0,0,34,0,0,0,0,4,4,5,0,0,9,0,0,0,0,0,0,5,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,13,5,0,12,7,19,29,20,3,4,96,0,6,9,0,13,0,5,0,0,32,0,0,0,4,0,3,0,0,0,7,0,0,0,0,11,8,5,4,4,30,0,0,0,0,0,0,3,0,0,6,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,6,14,8,21,16,15,4,7,93,4,3,16,3,16,10,10,0,0,62,0,0,0,5,8,5,4,0,0,16,6,0,0,4,14,23,11,4,4,61,0,0,0,3,5,4,7,0,0,15
UCL522036,3,0,8,4,10,3,11,0,0,36,0,0,0,5,3,0,0,0,0,12,0,0,7,0,9,8,14,3,0,32,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,3,0,6,8,4,13,9,24,15,31,10,3,103,3,0,8,8,3,3,9,0,0,28,0,0,0,0,0,3,0,0,0,7,0,0,0,4,3,4,7,0,0,23,0,0,0,0,0,0,9,0,0,8,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,5,11,13,22,21,6,0,75,0,0,8,15,10,9,11,4,0,65,0,0,0,5,3,3,0,0,0,16,0,0,9,5,10,12,16,3,0,53,0,0,0,0,0,0,8,0,0,12
UCL522037,0,0,6,9,9,11,5,0,0,47,0,0,0,0,0,0,4,0,0,9,0,5,6,3,8,7,5,0,0,31,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,7,0,7,0,0,0,0,0,0,0,3,0,3,0,0,4,3,5,0,0,0,0,13,4,3,13,21,22,22,20,16,4,114,0,0,11,11,9,9,4,5,0,48,0,0,0,4,4,3,0,0,0,11,0,0,0,0,4,6,9,0,0,18,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,5,0,0,14,3,0,19,18,13,16,16,6,0,98,0,0,19,26,14,15,10,5,0,94,0,0,0,6,9,4,3,0,0,21,0,5,3,3,7,11,17,0,3,50,0,0,0,0,0,3,0,6,0,11
UCL522038,3,13,26,16,20,9,3,4,0,100,0,3,7,4,6,10,0,0,0,23,7,0,3,8,8,10,7,9,0,49,0,0,0,0,0,0,3,0,0,7,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,8,0,0,0,15,4,16,38,23,37,32,19,12,0,200,4,12,25,21,5,8,7,4,4,96,0,0,0,10,0,7,0,0,0,15,4,7,0,4,4,5,16,0,0,42,0,0,0,0,0,0,0,7,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,3,4,0,3,0,0,0,12,6,14,35,41,16,29,26,13,10,178,8,20,57,45,23,22,13,9,5,195,0,3,5,7,4,12,0,3,0,41,4,3,3,7,16,24,20,6,0,88,0,0,0,0,0,0,3,9,0,12
UCL522039,7,7,15,13,11,11,5,4,0,70,0,0,4,0,5,3,0,0,0,20,0,6,13,6,7,18,5,0,0,61,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,4,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,3,7,3,7,10,4,0,0,39,6,12,43,29,31,51,27,6,0,205,0,6,22,14,8,22,5,0,0,76,0,0,8,4,8,6,0,0,0,24,0,0,0,9,12,9,14,4,0,52,0,0,0,0,4,0,0,0,0,5,0,0,0,0,0,4,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,7,4,0,0,19,5,13,30,27,29,44,20,9,0,182,3,15,35,27,19,28,12,4,0,148,0,4,6,8,8,9,0,0,0,39,0,8,9,16,26,29,18,4,0,114,0,0,0,0,4,0,3,0,0,12
UCL522040,0,5,3,0,3,11,9,4,0,29,0,0,0,0,6,0,0,0,0,7,0,0,0,3,10,14,13,8,0,41,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,13,0,3,7,5,19,28,32,14,0,98,3,0,0,0,4,12,8,0,0,30,0,0,4,0,0,8,5,0,0,12,0,0,0,3,0,12,7,6,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,5,4,0,5,3,17,26,25,10,0,94,3,6,5,0,6,15,20,7,0,65,0,0,5,0,3,8,8,0,0,26,0,0,0,5,13,22,22,12,0,78,0,0,0,0,0,4,4,0,0,8
UCL522041,0,8,7,8,10,5,15,4,0,48,0,0,0,0,0,5,0,0,0,9,0,0,4,3,8,17,20,0,0,51,0,0,0,5,0,3,3,3,0,15,0,0,0,0,0,3,3,0,3,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,4,0,0,20,0,5,11,14,18,41,39,10,3,151,0,0,6,3,4,7,4,0,0,32,0,0,0,0,6,0,9,0,0,20,0,0,3,5,4,11,13,0,0,40,0,0,0,0,3,0,5,0,0,7,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,4,4,0,13,0,4,11,14,22,33,33,8,4,116,0,10,7,11,12,13,17,6,0,79,0,0,0,0,9,10,4,0,0,27,0,0,5,10,12,30,34,5,0,94,0,0,0,5,3,4,6,0,0,22
UCL522042,0,13,34,32,24,15,6,0,0,124,0,0,7,12,9,7,0,0,0,37,0,6,13,16,15,12,9,0,0,73,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,3,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,11,4,6,8,0,0,0,0,29,0,21,64,64,52,36,16,5,0,267,0,9,35,19,7,5,0,0,0,71,0,0,3,7,5,8,0,0,0,20,0,0,4,8,10,6,5,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,9,5,7,4,3,0,0,0,28,0,23,47,34,24,24,12,0,0,164,0,20,66,50,32,17,9,0,0,192,0,4,8,16,11,12,5,0,0,61,4,8,20,18,22,13,13,6,0,107,0,0,0,0,0,4,0,0,0,8
UCL522043,4,4,10,10,0,0,0,0,0,32,0,0,7,0,0,0,0,0,0,13,5,5,13,16,4,7,4,0,0,43,0,0,4,0,6,0,4,0,0,18,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,4,4,4,0,0,0,15,9,12,37,31,18,15,3,0,0,121,0,7,6,4,6,0,0,0,0,30,3,5,11,12,0,0,0,0,0,28,3,3,10,5,7,4,0,0,0,36,0,0,0,4,4,0,0,0,0,11,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,4,0,4,4,0,0,0,18,11,18,30,20,25,16,9,0,0,123,5,12,15,9,9,0,0,0,0,57,4,5,18,13,0,0,0,0,0,35,6,7,22,18,12,13,4,0,0,72,0,0,4,5,10,0,4,0,0,28
UCL522044,3,3,7,7,3,8,12,0,0,45,0,0,5,4,0,5,3,0,0,22,0,0,4,9,3,17,11,0,0,53,0,0,0,0,0,0,6,0,0,12,0,0,0,0,0,6,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,5,3,3,4,6,0,0,30,4,5,16,16,17,40,47,5,0,160,5,0,8,5,5,10,11,0,0,35,5,0,0,0,0,7,6,0,0,17,0,0,0,3,5,6,14,0,0,36,0,0,0,0,0,4,0,5,0,8,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,3,6,0,0,21,6,0,15,12,17,26,31,6,0,121,10,6,14,8,13,15,21,4,0,84,4,0,5,9,5,12,7,0,0,39,0,0,7,15,9,27,27,0,0,85,0,0,0,0,0,3,6,4,0,17
UCL522045,0,4,0,0,3,0,0,0,0,12,3,0,4,0,0,0,0,0,0,8,0,3,13,3,5,0,0,0,0,23,4,0,0,0,0,0,0,0,0,8,4,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,4,7,6,0,0,0,0,20,9,8,17,15,17,7,7,0,0,73,0,9,3,3,0,4,0,0,0,19,0,0,0,3,3,0,0,0,0,11,3,0,5,0,8,0,0,0,0,14,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,12,3,15,20,11,7,8,0,0,0,70,0,7,9,9,7,5,0,0,0,35,4,0,6,6,3,0,0,0,0,16,5,7,14,3,7,0,0,0,0,37,4,3,0,0,0,0,0,0,0,9
UCL522046,0,5,12,12,7,12,9,5,0,52,0,0,0,0,0,4,0,0,0,11,0,0,0,3,5,10,11,0,0,30,0,0,0,0,3,0,0,4,0,7,0,0,0,0,0,0,4,5,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,15,15,10,0,48,0,3,13,14,25,46,45,19,7,170,0,3,0,11,5,4,10,0,0,38,0,0,0,0,0,3,6,0,0,10,0,0,0,7,4,14,3,4,0,30,0,0,0,0,0,0,6,0,0,8,0,0,0,0,0,0,0,5,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,13,9,3,0,40,0,3,9,21,18,36,34,13,0,133,0,8,12,17,10,19,17,6,0,91,0,0,0,0,0,7,9,4,0,24,0,0,0,9,10,22,11,8,0,58,0,0,0,0,6,0,10,5,0,21
UCL522047,3,0,8,9,9,15,10,3,0,51,0,0,5,0,3,4,5,0,3,17,4,0,4,3,7,8,9,4,5,44,0,0,0,0,0,0,4,7,0,10,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,11,6,5,8,8,6,21,11,3,76,17,8,18,25,27,35,51,18,12,211,0,9,15,8,9,17,9,4,3,65,0,3,3,6,0,4,0,0,0,21,0,0,6,4,3,4,17,0,3,37,0,0,0,0,0,0,3,4,0,11,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,11,5,5,5,6,13,24,6,8,68,14,15,17,21,18,40,54,17,7,204,3,12,21,15,18,29,17,6,0,119,0,3,6,3,7,10,8,0,3,40,4,0,5,12,9,15,24,5,5,82,0,0,0,0,0,0,5,10,0,20
UCL522048,7,5,6,8,8,6,4,0,0,46,0,0,0,5,0,6,0,0,0,12,0,0,4,5,3,5,11,6,5,40,0,0,0,0,0,0,4,4,0,7,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,0,5,0,0,0,3,4,0,18,7,4,19,18,16,21,23,15,3,123,0,3,12,10,4,10,3,6,0,46,0,0,0,0,7,3,0,5,0,15,0,0,0,0,0,11,11,4,0,35,0,0,0,0,0,0,0,4,0,9,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,5,3,0,10,0,0,17,10,12,27,21,19,0,123,7,7,16,14,15,9,10,3,0,89,0,0,0,6,9,7,0,0,0,26,0,0,9,8,12,15,19,11,3,75,0,0,0,0,0,0,0,5,0,14
UCL522049,0,0,9,3,7,4,12,3,0,41,0,0,0,4,4,0,4,0,0,18,0,0,6,4,8,11,11,0,0,38,0,0,0,3,3,7,7,4,0,23,0,0,0,0,0,0,3,7,5,15,0,0,0,0,0,0,0,0,0,0,4,0,8,8,6,7,8,0,0,45,4,5,22,29,23,34,49,14,6,176,0,0,10,6,6,7,11,3,0,48,0,0,0,0,0,6,3,4,0,13,3,0,5,0,11,7,13,0,0,35,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,4,0,4,5,11,0,0,0,0,0,0,0,0,0,0,0,9,0,10,3,11,16,0,0,46,5,10,15,18,20,35,46,6,5,160,0,0,18,13,13,15,27,0,0,87,0,0,0,9,4,4,7,4,0,24,3,0,3,8,12,24,20,0,0,76,0,0,0,3,3,5,12,5,0,28
UCL522050,0,3,10,9,13,8,8,10,3,65,0,0,0,3,8,0,0,0,0,16,0,0,5,3,7,9,13,3,3,45,0,0,0,3,0,7,0,0,0,11,0,0,0,0,0,0,4,4,7,13,0,0,0,0,0,0,0,0,0,0,0,0,4,4,13,8,5,3,4,38,4,7,19,20,32,30,35,18,12,187,4,5,10,14,9,7,8,5,6,72,0,0,0,5,8,3,0,0,0,18,0,0,0,3,6,11,7,8,0,40,0,0,0,0,0,0,0,3,0,7,0,0,0,0,0,0,0,0,6,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,4,10,6,30,4,5,21,19,27,28,18,27,22,171,4,10,26,26,18,18,15,6,9,131,0,0,6,6,13,0,0,0,0,31,0,0,5,6,11,22,16,14,3,81,0,0,0,5,0,3,5,8,0,21
UCL522051,0,4,0,6,3,0,0,0,0,20,0,0,0,0,3,0,4,0,0,13,0,0,0,0,11,8,4,3,0,34,0,0,0,0,0,3,4,0,0,9,0,0,0,0,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,4,8,8,23,15,14,9,0,88,3,3,9,0,8,11,3,0,0,40,0,0,4,4,0,0,0,0,0,15,0,0,0,4,6,12,6,6,0,39,0,0,0,0,0,0,3,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,6,19,9,19,26,20,7,0,105,0,5,10,10,14,14,0,0,0,61,0,0,9,3,7,3,4,0,0,28,0,0,3,0,16,19,16,11,0,69,0,0,0,0,3,3,7,5,0,14
UCL522052,0,4,9,9,11,10,3,0,0,53,0,0,6,0,5,0,0,0,0,10,5,0,9,6,0,3,4,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,8,0,0,22,7,5,27,16,20,13,14,0,0,112,0,5,7,0,4,4,4,0,0,34,0,0,0,0,4,0,0,0,0,7,0,3,0,6,0,4,5,0,0,14,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,10,0,9,12,9,9,11,9,4,0,66,0,12,18,11,11,12,4,0,0,84,0,0,3,3,5,0,0,0,0,14,5,3,9,7,0,8,4,0,0,33,3,0,0,4,0,0,0,0,0,5
UCL522053,3,4,5,5,0,0,0,0,0,16,0,0,0,3,0,0,0,0,0,6,0,4,4,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,8,8,10,5,3,8,3,0,0,45,6,0,7,6,0,0,0,0,0,21,0,3,4,0,0,0,0,0,0,5,0,0,4,0,7,6,0,0,0,14,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,3,0,0,0,14,10,12,15,9,16,14,4,0,0,73,7,3,11,13,3,4,0,0,0,36,0,4,5,3,0,0,0,0,0,11,0,10,4,0,7,6,0,0,0,26,0,0,0,0,3,0,0,0,0,0
UCL522054,0,4,4,6,11,6,10,4,0,35,0,0,4,0,0,0,0,0,0,5,0,0,0,0,6,3,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,3,6,4,3,27,0,9,11,17,19,18,17,12,4,97,0,10,4,4,3,4,8,0,0,32,0,0,0,4,3,0,0,0,0,8,0,0,0,0,8,7,4,0,0,20,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,14,5,8,10,10,15,12,18,3,4,80,0,7,13,9,11,8,13,3,0,75,0,0,4,8,8,0,0,0,0,16,0,0,0,5,18,14,3,3,3,39,0,0,0,0,0,0,0,0,0,3
UCL522055,3,5,14,10,8,12,26,6,0,76,0,0,0,3,4,6,9,0,0,18,0,0,0,8,15,20,21,9,0,70,0,0,0,0,0,0,10,9,0,21,0,0,0,0,0,3,8,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,11,4,4,12,37,9,0,84,0,0,26,24,38,49,103,32,3,280,0,7,18,11,17,19,23,4,0,94,0,0,5,0,5,7,12,0,0,33,0,0,0,0,4,12,16,7,0,46,0,0,0,0,0,0,0,4,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,9,11,31,7,0,72,0,6,23,17,36,51,86,25,0,250,3,8,31,23,27,33,43,7,0,172,0,0,5,3,3,15,23,0,0,51,0,0,0,9,22,29,35,17,0,115,0,0,0,0,4,5,10,11,0,21
