UCL_CODE_2021,M_Nat_Phy_Sci_15_24,M_Nat_Phy_Sci_25_34,M_Nat_Phy_Sci_35_44,M_Nat_Phy_Sci_45_54,M_Nat_Phy_Sci_55_64,M_Nat_Phy_Sci_65_74,M_Nat_Phy_Sci_75_84,M_Nat_Phy_Sci_85ov,M_Nat_Phy_Sci_Tot,M_IT_15_24,M_IT_25_34,M_IT_35_44,M_IT_45_54,M_IT_55_64,M_IT_65_74,M_IT_75_84,M_IT_85ov,M_IT_Tot,M_Egnr_rel_Tech_15_24_yr,M_Egnr_rel_Tech_25_34_yr,M_Egnr_rel_Tech_35_44_yr,M_Egnr_rel_Tech_45_54_yr,M_Egnr_rel_Tech_55_64_yr,M_Egnr_rel_Tech_65_74_yr,M_Egnr_rel_Tech_75_84_yr,M_Egnr_rel_Tech_85_yr_over,M_Egnr_rel_Tech_Tot,M_Arc_Bld_15_24_yr,M_Arc_Bld_25_34_yr,M_Arc_Bld_35_44_yr,M_Arc_Bld_45_54_yr,M_Arc_Bld_55_64_yr,M_Arc_Bld_65_74_yr,M_Arc_Bld_75_84_yr,M_Arc_Bld_85_yr_over,M_Arc_Bld_Tot,M_Agric_Env_Rel_Stud_15_24,M_Agric_Env_Rel_Stud_25_34,M_Agric_Env_Rel_Stud_35_44,M_Agric_Env_Rel_Stud_45_54,M_Agric_Env_Rel_Stud_55_64,M_Agric_Env_Rel_Stud_65_74,M_Agric_Env_Rel_Stud_75_84,M_Agric_Env_Rel_Stud_85_over,M_Agric_Envir_Rel_Stud_Tot,M_Hlth_15_24_yr,M_Hlth_25_34_yr,M_Hlth_35_44_yr,M_Hlth_45_54_yr,M_Hlth_55_64_yr,M_Hlth_65_74_yr,M_Hlth_75_84_yr,M_Hlth_85_yr_over,M_Hlth_Tot,M_Edu_15_24_yr,M_Edu_25_34_yr,M_Edu_35_44_yr,M_Edu_45_54_yr,M_Edu_55_64_yr,M_Edu_65_74_yr,M_Edu_75_84_yr,M_Edu_85_yr_over,M_Edu_Tot,M_Mgmt_Cmrce_15_24_yr,M_Mgmt_Cmrce_25_34_yr,M_Mgmt_Cmrce_35_44_yr,M_Mgmt_Cmrce_45_54_yr,M_Mgmt_Cmrce_55_64_yr,M_Mgmt_Cmrce_65_74_yr,M_Mgmt_Cmrce_75_84_yr,M_Mgmt_Cmrce_85_yr_over,M_Mgmt_Cmrce_Tot,M_Scty_Cul_15_24_yr,M_Scty_Cul_25_34_yr,M_Scty_Cul_35_44_yr,M_Scty_Cul_45_54_yr,M_Scty_Cul_55_64_yr,M_Scty_Cul_65_74_yr,M_Scty_Cul_75_84_yr,M_Scty_Cul_85_yr_over,M_Scty_Cul_Tot,M_Crtve_Arts_15_24_yr,M_Crtve_Arts_25_34_yr,M_Crtve_Arts_35_44_yr,M_Crtve_Arts_45_54_yr,M_Crtve_Arts_55_64_yr,M_Crtve_Arts_65_74_yr,M_Crtve_Arts_75_84_yr,M_Crtve_Arts_85_yr_over,M_Crtve_Arts_Tot,M_FoodHos_PsnlSvcs_15_24_yr,M_FoodHos_PsnlSvcs_25_34_yr,M_FoodHos_PsnlSvcs_35_44_yr,M_FoodHos_PsnlSvcs_45_54_yr,M_FoodHos_PsnlSvcs_55_64_yr,M_FoodHos_PsnlSvcs_65_74_yr,M_FoodHos_PsnlSvcs_75_84_yr,M_FoodHos_PsnlSvcs_85_over,M_FoodHos_PsnlSvcs_Tot,M_Mix_Fld_Prog_15_24_yr,M_Mix_Fld_Prog_25_34_yr,M_Mix_Fld_Prog_35_44_yr,M_Mix_Fld_Prog_45_54_yr,M_Mix_Fld_Prog_55_64_yr,M_Mix_Fld_Prog_65_74_yr,M_Mix_Fld_Prog_75_84_yr,M_Mix_Fld_Prog_85_over,M_Mix_Fld_Prog_Tot,M_Fld_stud_inad_desc_15_24,M_Fld_stud_inad_desc_25_34,M_Fld_stud_inad_desc_35_44,M_Fld_stud_inad_desc_45_54,M_Fld_stud_inad_desc_55_64,M_Fld_stud_inad_desc_65_74,M_Fld_stud_inad_desc_75_84,M_Fld_stud_inad_desc_85_over,M_Fld_stud_inad_desc_Tot,M_Fld_stud_ns_15_24_yr,M_Fld_stud_ns_25_34_yr,M_Fld_stud_ns_35_44_yr,M_Fld_stud_ns_45_54_yr,M_Fld_stud_ns_55_64_yr,M_Fld_stud_ns_65_74_yr,M_Fld_stud_ns_75_84_yr,M_Fld_stud_ns_85_yr_over,M_Fld_stud_ns_Tot,M_Tot_15_24_yr,M_Tot_25_34_yr,M_Tot_35_44_yr,M_Tot_45_54_yr,M_Tot_55_64_yr,M_Tot_65_74_yr,M_Tot_75_84_yr,M_Tot_85_yr_over,M_Tot_Tot,F_Nat_Phy_Sci_15_24_yr,F_Nat_Phy_Sci_25_34_yr,F_Nat_Phy_Sci_35_44_yr,F_Nat_Phy_Sci_45_54_yr,F_Nat_Phy_Sci_55_64_yr,F_Nat_Phy_Sci_65_74_yr,F_Nat_Phy_Sci_75_84_yr,F_Nat_Phy_Sci_85_yr_over,F_Nat_Phy_Sci_Tot,F_IT_15_24_yr,F_IT_25_34_yr,F_IT_35_44_yr,F_IT_45_54_yr,F_IT_55_64_yr,F_IT_65_74_yr,F_IT_75_84_yr,F_IT_85_yr_over,F_IT_Tot,F_Egnr_rel_Tech_15_24_yr,F_Egnr_rel_Tech_25_34_yr,F_Egnr_rel_Tech_35_44_yr,F_Egnr_rel_Tech_45_54_yr,F_Egnr_rel_Tech_55_64_yr,F_Egnr_rel_Tech_65_74_yr,F_Egnr_rel_Tech_75_84_yr,F_Egnr_rel_Tech_85_yr_over,F_Egnr_rel_Tech_Tot,F_Arc_Bld_15_24_yr,F_Arc_Bld_25_34_yr,F_Arc_Bld_35_44_yr,F_Arc_Bld_45_54_yr,F_Arc_Bld_55_64_yr,F_Arc_Bld_65_74_yr,F_Arc_Bld_75_84_yr,F_Arc_Bld_85_yr_over,F_Arc_Bld_Tot,F_Agric_Env_Rel_Stud_15_24,F_Agric_Env_Rel_Stud_25_34,F_Agric_Env_Rel_Stud_35_44,F_Agric_Env_Rel_Stud_45_54,F_Agric_Env_Rel_Stud_55_64,F_Agric_Env_Rel_Stud_65_74,F_Agric_Env_Rel_Stud_75_84,F_Agric_Env_Rel_Stud_85_over,F_Agric_Envir_Rel_Stud_Tot,F_Hlth_15_24_yr,F_Hlth_25_34_yr,F_Hlth_35_44_yr,F_Hlth_45_54_yr,F_Hlth_55_64_yr,F_Hlth_65_74_yr,F_Hlth_75_84_yr,F_Hlth_85_yr_over,F_Hlth_Tot,F_Edu_15_24_yr,F_Edu_25_34_yr,F_Edu_35_44_yr,F_Edu_45_54_yr,F_Edu_55_64_yr,F_Edu_65_74_yr,F_Edu_75_84_yr,F_Edu_85_yr_over,F_Edu_Tot,F_Mgmt_Cmrce_15_24_yr,F_Mgmt_Cmrce_25_34_yr
UCL522031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,5,3,7,9,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0
UCL522032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,4,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,6,5,9,0,0,18,4,0,5,3,6,13,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,4,4,5,4,0,0,13,0,0
UCL522033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,8,12,0,0,31,0,0,0,0,0,3,3,0,11,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,10,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,5,4,8,0,19,0,8,10,14,17,29,11,0,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,4,0,0,3,0,4,5,0,0,15,0,0
UCL522034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,5,0,0,0,0,0,9,5,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,6,0,3,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
UCL522035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,8,0,0,0,17,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,7,5,8,12,5,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,3,0,0,0,0,9,0,0,6,5,0,0,0,0,6,0,0
UCL522036,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,4,0,0,3,9,4,0,22,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,3,0,16,4,7,3,13,7,17,6,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,5,0,0,0,0,8,0,3,0,0,0,3,0,0,9,0,0
UCL522037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,5,3,4,0,0,22,0,0,0,3,0,0,0,0,3,0,6,4,0,3,7,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,5,0,0,0,0,15,0,8,13,14,12,9,3,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,4,0,6,6,4,0,0,0,0,18,0,0
UCL522038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,12,8,6,4,0,0,0,45,0,6,4,3,0,0,0,0,11,0,0,0,0,3,0,0,0,3,0,0,4,4,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,3,0,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,7,0,0,0,13,14,22,23,24,15,11,6,0,109,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,4,0,0,3,0,0,19,0,8,3,0,3,0,0,0,16,0,5
UCL522039,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,11,8,4,12,3,0,0,32,0,0,0,0,0,5,0,0,9,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,5,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,13,3,5,9,8,0,0,40,8,31,16,17,31,19,5,0,118,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,0,6,0,0,0,20,0,7,0,0,6,3,0,0,20,0,0
UCL522040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,8,7,0,0,29,0,0,0,0,6,0,0,0,11,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,5,0,0,16,4,3,0,17,22,22,8,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
UCL522041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,3,18,11,5,0,45,0,0,0,0,3,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,7,3,3,0,0,22,6,8,3,13,27,17,8,3,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,5,0,0,13,0,0
UCL522042,0,0,4,4,0,0,0,0,5,0,0,0,0,0,0,0,0,0,6,28,24,17,16,6,0,0,90,0,8,7,6,0,3,0,0,13,0,0,0,0,0,0,0,0,4,0,5,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,5,0,4,0,0,0,6,0,0,0,0,0,0,0,0,6,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,9,7,9,0,0,0,0,32,17,50,44,36,22,11,0,0,186,0,5,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,8,0,4,3,0,0,0,0,0,10,0,3
UCL522043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,4,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,11,12,7,4,0,0,0,47,12,13,14,12,11,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
UCL522044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,10,0,0,20,0,0,0,0,0,4,0,0,10,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,4,11,11,3,0,35,6,11,10,14,19,29,3,0,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,15,0,0,0,0,4,4,0,0,8,0,0
UCL522045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,0,0,5,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,6,0,0,0,0,18,0,4,8,9,6,3,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,7,0,0
UCL522046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,4,9,0,0,23,0,0,0,5,4,0,0,0,4,0,0,4,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,16,15,10,3,54,0,4,10,13,27,33,12,3,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,3,5,0,8,0,0,0,5,3,0,0,0,6,0,0
UCL522047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,4,11,0,0,28,0,0,0,0,0,0,0,0,9,0,0,0,0,6,0,0,0,9,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,6,0,0,0,0,4,5,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,5,8,14,6,19,13,3,81,14,16,16,22,23,35,16,3,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6,0,5,5,0,0,5,0,0,14,0,7,0,0,3,4,0,0,20,0,0
UCL522048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,7,3,5,0,0,23,3,0,0,0,0,0,0,0,6,0,0,0,4,4,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,3,3,20,6,13,10,18,10,16,5,3,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,6,0,4,6,0,6,3,0,0,17,0,5
UCL522049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,3,3,6,5,0,20,0,0,0,0,0,3,0,0,8,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,3,0,0,4,0,0,4,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,8,6,7,9,0,0,51,3,17,17,13,15,35,5,0,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,7,0,6,4,0,0,13,0,0,3,3,4,3,0,0,21,0,0
UCL522050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,3,0,0,0,18,0,0,3,0,0,0,4,0,5,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,4,16,8,5,0,4,45,8,13,7,23,13,9,11,4,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,4,3,0,0,0,18,4,0,0,3,3,0,4,4,20,0,0
UCL522051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12,5,4,0,0,28,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,4,0,0,4,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,5,5,14,12,12,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,7,0,0,0,8,0,3,0,0,3,0,0,0,10,0,4
UCL522052,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,6,0,0,0,14,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,6,0,0,9,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,7,0,3,0,0,23,8,13,8,14,9,6,0,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,8,0,0
UCL522053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,11,3,4,3,0,5,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0
UCL522054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,6,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,8,0,3,6,4,3,25,0,8,13,7,6,16,4,4,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,12,3,0
UCL522055,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,6,12,14,23,5,0,59,0,4,5,4,4,0,0,0,19,0,0,0,0,0,3,0,0,6,0,0,0,0,0,0,0,0,6,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,4,0,0,0,0,0,0,0,0,0,0,6,5,0,0,0,0,0,8,0,11,7,4,12,37,9,0,82,5,19,16,26,34,71,21,3,205,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,4,0,10,4,0,0,22,0,0,0,3,5,9,0,0,24,0,0
