UCL_CODE_2021,M_0_4_yr_Need_for_assist,M_0_4_yr_No_need_for_assist,M_0_4_yr_Need_for_assist_ns,M_0_4_yr_OS_vis,M_0_4_yr_Tot,M_5_14_yr_Need_for_assist,M_5_14_yr_No_need_for_assist,M_5_14_yr_Need_for_assist_ns,M_5_14_yr_OS_vis,M_5_14_yr_Tot,M_15_19_yr_Need_for_assist,M_15_19_No_need_for_assist,M_15_19_Need_for_assist_ns,M_15_19_yr_OS_vis,M_15_19_yr_Tot,M_20_24_yr_Need_for_assist,M_20_24_No_need_for_assist,M_20_24_Need_for_assist_ns,M_20_24_yr_OS_vis,M_20_24_yr_Tot,M_25_34_yr_Need_for_assist,M_25_34_No_need_for_assist,M_25_34_Need_for_assist_ns,M_25_34_yr_OS_vis,M_25_34_yr_Tot,M_35_44_yr_Need_for_assist,M_35_44_No_need_for_assist,M_35_44_Need_for_assist_ns,M_35_44_yr_OS_vis,M_35_44_yr_Tot,M_45_54_yr_Need_for_assist,M_45_54_No_need_for_assist,M_45_54_Need_for_assist_ns,M_45_54_yr_OS_vis,M_45_54_yr_Tot,M_55_64_yr_Need_for_assist,M_55_64_No_need_for_assist,M_55_64_Need_for_assist_ns,M_55_64_yr_OS_vis,M_55_64_yr_Tot,M_65_74_yr_Need_for_assist,M_65_74_No_need_for_assist,M_65_74_Need_for_assist_ns,M_65_74_yr_OS_vis,M_65_74_yr_Tot,M_75_84_yr_Need_for_assist,M_75_84_No_need_for_assist,M_75_84_Need_for_assist_ns,M_75_84_yr_OS_vis,M_75_84_yr_Tot,M_85_yr_over_Need_for_assist,M_85_over_No_need_for_assist,M_85_over_Need_for_assist_ns,M_85_over_OS_vis,M_85_yr_over_Tot,M_Tot_Need_for_assist,M_Tot_No_need_for_assist,M_Tot_Need_for_assist_ns,M_Tot_OS_vis,M_Tot_Tot,F_0_4_yr_Need_for_assist,F_0_4_yr_No_need_for_assist,F_0_4_yr_Need_for_assist_ns,F_0_4_yr_OS_vis,F_0_4_yr_Tot,F_5_14_yr_Need_for_assist,F_5_14_yr_No_need_for_assist,F_5_14_yr_Need_for_assist_ns,F_5_14_yr_OS_vis,F_5_14_yr_Tot,F_15_19_yr_Need_for_assist,F_15_19_No_need_for_assist,F_15_19_Need_for_assist_ns,F_15_19_yr_OS_vis,F_15_19_yr_Tot,F_20_24_yr_Need_for_assist,F_20_24_No_need_for_assist,F_20_24_Need_for_assist_ns,F_20_24_yr_OS_vis,F_20_24_yr_Tot,F_25_34_yr_Need_for_assist,F_25_34_No_need_for_assist,F_25_34_Need_for_assist_ns,F_25_34_yr_OS_vis,F_25_34_yr_Tot,F_35_44_yr_Need_for_assist,F_35_44_No_need_for_assist,F_35_44_Need_for_assist_ns,F_35_44_yr_OS_vis,F_35_44_yr_Tot,F_45_54_yr_Need_for_assist,F_45_54_No_need_for_assist,F_45_54_Need_for_assist_ns,F_45_54_yr_OS_vis,F_45_54_yr_Tot,F_55_64_yr_Need_for_assist,F_55_64_No_need_for_assist,F_55_64_Need_for_assist_ns,F_55_64_yr_OS_vis,F_55_64_yr_Tot,F_65_74_yr_Need_for_assist,F_65_74_No_need_for_assist,F_65_74_Need_for_assist_ns,F_65_74_yr_OS_vis,F_65_74_yr_Tot,F_75_84_yr_Need_for_assist,F_75_84_No_need_for_assist,F_75_84_Need_for_assist_ns,F_75_84_yr_OS_vis,F_75_84_yr_Tot,F_85_yr_over_Need_for_assist,F_85_over_No_need_for_assist,F_85_over_Need_for_assist_ns,F_85_over_OS_vis,F_85_yr_over_Tot,F_Tot_Need_for_assist,F_Tot_No_need_for_assist,F_Tot_Need_for_assist_ns,F_Tot_OS_vis,F_Tot_Tot,P_0_4_yr_Need_for_assist,P_0_4_yr_No_need_for_assist,P_0_4_yr_Need_for_assist_ns,P_0_4_yr_OS_vis,P_0_4_yr_Tot,P_5_14_yr_Need_for_assist,P_5_14_yr_No_need_for_assist,P_5_14_yr_Need_for_assist_ns,P_5_14_yr_OS_vis,P_5_14_yr_Tot,P_15_19_yr_Need_for_assist,P_15_19_No_need_for_assist,P_15_19_Need_for_assist_ns,P_15_19_yr_OS_vis,P_15_19_yr_Tot,P_20_24_yr_Need_for_assist,P_20_24_No_need_for_assist,P_20_24_Need_for_assist_ns,P_20_24_yr_OS_vis,P_20_24_yr_Tot,P_25_34_yr_Need_for_assist,P_25_34_No_need_for_assist,P_25_34_Need_for_assist_ns,P_25_34_yr_OS_vis,P_25_34_yr_Tot,P_35_44_yr_Need_for_assist,P_35_44_No_need_for_assist,P_35_44_Need_for_assist_ns,P_35_44_yr_OS_vis,P_35_44_yr_Tot,P_45_54_yr_Need_for_assist,P_45_54_No_need_for_assist,P_45_54_Need_for_assist_ns,P_45_54_yr_OS_vis,P_45_54_yr_Tot,P_55_64_yr_Need_for_assist,P_55_64_No_need_for_assist,P_55_64_Need_for_assist_ns,P_55_64_yr_OS_vis,P_55_64_yr_Tot,P_65_74_yr_Need_for_assist,P_65_74_No_need_for_assist,P_65_74_Need_for_assist_ns,P_65_74_yr_OS_vis,P_65_74_yr_Tot,P_75_84_yr_Need_for_assist,P_75_84_No_need_for_assist,P_75_84_Need_for_assist_ns,P_75_84_yr_OS_vis,P_75_84_yr_Tot,P_85_yr_over_Need_for_assist,P_85_over_No_need_for_assist,P_85_over_Need_for_assist_ns,P_85_over_OS_vis,P_85_yr_over_Tot,P_Tot_Need_for_assist,P_Tot_No_need_for_assist,P_Tot_Need_for_assist_ns,P_Tot_OS_vis,P_Tot_Tot
UCL522037,0,4,0,0,4,0,17,9,0,23,0,4,0,0,4,0,3,0,0,3,0,13,0,0,13,0,19,0,0,21,0,15,3,0,22,0,18,0,0,22,0,19,0,0,20,0,11,0,0,16,0,4,0,0,4,7,117,19,0,137,0,11,0,0,13,0,24,0,0,25,0,4,0,0,4,0,0,0,0,0,0,10,4,0,19,0,18,0,0,18,0,17,0,0,13,0,12,3,0,16,0,17,0,0,16,0,4,0,0,6,0,0,0,0,0,7,109,18,0,137,0,13,0,0,15,0,39,10,0,50,0,6,0,0,7,0,4,0,0,4,0,20,5,0,28,0,36,9,0,37,0,26,3,0,35,0,29,8,0,35,3,31,0,0,32,6,17,0,0,21,6,0,0,0,9,15,231,37,0,278
UCL522038,0,18,0,0,21,4,39,0,0,39,0,9,0,0,14,0,16,0,0,15,0,37,0,0,38,0,29,0,0,23,0,32,3,0,37,0,29,6,0,32,0,19,0,0,19,5,11,0,0,12,0,0,0,0,0,7,240,11,0,258,0,16,0,0,16,0,22,0,0,22,0,7,0,0,7,0,13,0,0,14,0,28,3,0,35,0,37,4,0,41,3,12,0,0,14,0,22,3,0,29,0,21,0,0,26,0,11,0,0,13,4,5,0,0,10,9,202,6,0,222,0,35,0,0,38,4,59,0,0,62,0,24,0,0,21,0,30,0,0,33,0,65,4,0,70,0,64,3,0,69,0,42,3,0,50,0,53,5,0,62,5,40,0,0,44,3,27,0,0,28,4,5,0,0,9,17,444,19,3,486
UCL522039,0,8,0,0,8,0,15,0,0,16,0,12,0,0,12,0,9,3,0,12,0,34,12,0,43,0,25,6,0,29,0,24,5,0,31,8,36,9,0,51,0,26,4,0,27,0,3,0,0,7,0,0,0,0,0,4,198,38,0,243,0,10,0,0,11,0,19,0,0,18,0,5,0,0,5,0,10,4,0,13,0,28,4,0,30,0,30,4,0,27,0,22,0,0,30,3,39,3,0,44,3,18,0,0,20,0,3,0,0,9,0,0,0,0,0,17,176,22,0,216,0,19,3,0,18,0,37,5,0,39,0,19,0,0,19,0,25,5,0,29,0,58,11,0,68,0,51,8,0,55,6,43,7,0,59,8,75,14,0,98,3,42,4,0,46,0,10,0,0,15,0,5,0,0,5,22,373,56,0,454
UCL522040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,7,0,0,7,0,5,0,0,5,0,13,5,0,19,0,26,0,0,28,0,29,4,0,32,0,14,0,0,14,0,0,0,0,0,0,96,8,0,107,0,0,0,0,0,0,9,0,0,9,0,3,0,0,4,0,0,0,0,0,0,5,0,0,5,0,3,0,0,3,0,13,0,0,17,3,24,0,0,26,0,22,0,0,25,0,6,0,0,10,0,0,0,0,0,7,87,5,0,100,0,0,0,0,0,0,9,0,0,9,0,3,0,0,3,0,8,0,0,3,0,10,0,0,10,0,3,0,0,3,0,32,9,0,39,3,45,0,0,50,0,55,6,0,53,0,22,0,0,22,0,3,0,0,3,9,185,13,0,207
UCL522041,0,10,0,0,10,3,18,0,0,19,0,5,0,0,5,0,6,0,0,5,0,10,0,0,11,0,14,0,0,14,0,19,7,0,18,0,29,3,0,41,5,33,4,0,39,3,3,0,0,10,0,3,0,0,3,17,145,20,0,177,0,8,0,0,8,0,10,0,0,15,0,4,0,0,4,0,0,0,0,4,0,6,0,0,11,0,11,0,0,14,0,15,4,0,22,3,22,6,0,33,0,30,4,0,33,0,0,3,0,8,0,0,0,0,4,7,113,16,0,138,0,15,0,0,15,3,27,0,0,35,0,10,0,0,10,5,9,3,0,14,0,20,0,0,22,0,21,0,0,24,0,36,6,0,40,9,56,12,0,71,3,59,7,0,75,0,7,0,0,16,0,0,4,0,5,19,258,38,0,319
UCL522042,0,13,10,0,17,3,21,4,0,31,0,4,0,0,4,0,16,11,0,21,0,54,4,0,64,0,57,6,0,69,0,43,8,0,52,0,33,0,0,36,0,18,0,0,16,0,5,0,0,5,0,0,0,0,0,6,273,38,0,318,0,18,4,0,30,0,28,11,0,35,0,8,0,0,3,0,19,9,0,23,0,45,6,0,47,0,27,4,0,34,0,22,3,0,24,0,15,3,0,24,0,12,0,0,12,0,0,0,0,0,0,0,0,0,0,7,187,39,0,233,0,32,14,0,49,3,50,11,0,63,0,6,0,0,9,0,29,15,0,46,0,101,11,0,111,0,92,10,0,98,0,68,6,0,74,0,53,3,0,56,0,28,0,0,35,0,5,0,0,5,0,0,0,0,0,7,458,82,3,553
UCL522043,0,14,4,0,18,5,38,3,0,41,0,18,0,0,19,0,13,0,0,13,0,39,0,0,39,0,25,5,0,29,0,17,0,0,17,0,10,0,0,18,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,4,180,14,0,195,0,9,5,0,12,0,30,10,0,35,0,17,0,0,19,0,23,0,0,23,0,28,0,0,34,0,23,0,0,21,0,25,0,0,25,3,11,0,0,12,3,3,0,0,9,0,0,0,0,0,0,0,0,0,0,5,166,18,0,190,0,28,3,0,34,0,70,13,0,82,0,34,3,0,38,0,32,0,0,32,0,66,0,0,68,3,49,5,0,58,0,41,0,0,41,3,24,7,0,25,0,7,0,0,12,0,0,0,0,0,0,0,0,0,0,16,351,26,0,390
UCL522044,0,5,0,0,5,0,7,0,0,7,0,4,0,0,4,0,4,0,0,5,0,10,5,0,21,0,15,0,0,16,0,10,3,0,17,0,32,3,0,40,0,35,8,0,47,0,5,0,0,5,0,4,0,0,0,3,141,25,0,175,0,0,0,0,0,0,13,0,0,13,0,6,0,0,6,0,0,0,4,4,0,10,5,0,15,0,10,0,0,12,0,13,0,0,17,0,29,0,0,26,0,28,5,0,31,0,5,0,0,6,0,0,0,0,0,0,122,16,4,138,0,3,0,0,3,0,23,0,0,23,0,11,0,0,11,0,10,0,4,12,0,25,13,0,33,0,30,3,0,32,0,23,9,0,32,0,60,11,0,67,0,64,8,0,75,0,17,0,0,15,0,4,0,0,0,3,267,42,3,309
UCL522045,0,12,0,0,14,0,10,3,0,15,0,14,0,0,12,0,4,0,0,8,0,15,4,0,17,0,4,6,0,15,0,10,6,0,17,0,6,0,0,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,4,82,21,0,107,0,8,0,0,11,0,18,5,0,19,0,10,0,0,10,0,11,0,0,15,0,17,5,0,20,0,9,6,0,11,3,8,0,0,7,0,5,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,83,17,0,104,0,25,0,0,28,0,27,7,0,39,0,21,0,0,19,0,15,5,0,19,0,30,9,0,37,0,10,10,0,26,0,15,6,0,28,0,14,0,0,15,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,11,163,45,0,210
UCL522046,0,8,0,0,8,0,7,0,0,11,0,6,0,0,6,0,3,0,0,3,0,8,0,0,13,0,9,0,0,14,0,16,9,0,25,3,27,16,0,46,0,30,12,0,45,4,9,10,0,19,0,3,0,0,7,7,132,52,0,190,0,7,0,0,10,0,10,6,0,10,0,3,0,0,3,0,3,0,0,3,0,7,0,0,9,0,18,5,0,21,0,15,9,0,18,5,23,8,0,36,0,17,13,0,34,0,9,0,0,13,0,0,0,0,0,8,114,40,0,158,0,17,0,0,20,0,17,3,0,22,0,6,0,0,6,0,6,0,0,6,0,19,3,0,17,0,33,6,0,36,0,32,11,0,39,6,50,24,0,80,0,48,29,0,75,4,21,10,0,34,0,3,3,0,4,12,247,91,0,348
UCL522047,0,9,0,0,17,3,17,22,0,40,0,3,13,0,14,0,7,6,0,8,0,14,5,0,16,0,17,8,0,25,0,21,8,0,27,4,26,6,0,35,3,25,19,0,51,5,9,11,0,18,0,5,3,0,12,17,147,99,0,272,0,12,3,0,18,0,16,16,0,28,0,5,11,0,18,0,10,0,0,15,0,15,5,0,17,0,15,7,0,21,0,11,6,0,18,0,28,13,0,40,3,22,24,0,54,0,10,8,0,17,0,0,3,0,7,9,154,85,0,250,0,26,3,0,27,3,32,33,0,71,0,13,23,0,35,0,15,3,0,17,0,32,7,0,39,0,34,12,0,44,5,32,6,0,42,4,50,21,0,78,8,52,40,0,105,5,16,14,0,33,3,8,8,0,20,29,308,184,0,518
UCL522048,0,3,4,0,9,0,24,0,0,23,0,11,4,0,10,0,4,0,0,4,0,13,5,0,19,0,16,0,0,18,0,15,0,0,16,0,13,0,0,21,0,18,0,0,23,0,9,4,0,15,0,3,3,0,3,5,138,21,0,167,0,0,0,0,6,0,16,3,0,17,0,4,0,0,4,0,0,0,0,0,0,14,6,0,17,0,14,0,0,10,0,12,0,0,12,0,30,0,0,27,0,19,5,0,21,0,15,5,0,19,0,0,0,0,0,7,122,20,0,143,0,6,9,0,12,0,35,3,0,35,0,18,4,0,12,0,4,0,0,4,0,21,7,0,36,0,32,0,0,29,3,29,0,0,29,5,46,3,0,52,3,37,3,0,50,0,26,3,0,31,0,4,4,0,11,10,253,42,0,308
UCL522049,0,3,6,0,11,0,12,10,0,22,0,0,4,0,4,0,0,0,0,5,0,14,8,0,22,0,16,8,0,29,0,18,6,0,23,0,19,7,0,34,5,35,14,0,49,0,14,0,0,14,0,6,0,0,6,14,143,57,0,212,0,3,7,0,14,0,12,12,0,27,0,3,0,0,5,0,0,9,0,10,0,11,0,0,15,0,8,10,0,18,0,14,4,0,20,4,26,11,0,35,0,32,11,0,46,0,7,0,0,6,0,0,0,0,5,7,131,60,0,196,0,7,8,0,25,0,25,17,0,50,0,4,0,0,7,0,3,8,0,12,0,24,10,0,34,0,27,18,0,41,0,32,10,0,50,0,48,19,0,67,8,67,17,0,96,5,18,0,0,24,0,4,0,0,3,17,269,117,0,402
UCL522050,0,3,0,0,3,0,22,3,0,31,0,0,0,0,4,0,6,0,0,7,0,16,4,0,19,0,13,4,0,20,0,23,13,0,32,0,28,9,0,30,0,25,5,0,35,0,16,0,0,18,3,3,4,0,12,7,172,42,0,225,0,10,0,0,8,0,26,0,0,23,0,5,0,0,3,0,5,0,0,5,0,21,0,0,21,0,20,3,0,19,0,20,5,0,27,0,25,6,0,28,0,16,3,0,18,6,15,3,0,27,11,6,6,0,22,14,164,28,0,206,0,13,0,0,17,0,44,10,0,52,0,5,4,0,9,0,12,0,0,12,0,38,0,0,40,0,36,9,0,41,0,44,17,0,61,0,53,13,0,61,0,43,7,0,52,7,33,7,0,44,10,12,11,0,33,23,333,73,0,428
UCL522051,0,7,0,0,6,0,12,0,0,12,0,7,0,0,4,0,4,0,0,4,0,8,0,0,8,0,8,0,0,8,0,18,0,0,23,0,14,0,0,15,4,13,0,0,14,0,7,0,0,9,0,0,0,0,0,6,96,0,0,109,0,6,0,0,6,0,6,0,0,6,0,12,0,0,12,0,6,0,0,6,0,15,0,0,19,0,11,0,0,9,0,18,0,0,19,0,25,0,0,26,0,13,0,0,20,3,6,0,0,7,0,0,0,0,0,9,116,3,0,127,0,11,0,0,10,0,16,0,0,16,0,19,0,0,20,0,8,0,0,8,0,24,0,0,27,0,18,0,0,21,0,38,0,0,42,0,32,0,0,39,5,23,0,0,30,5,13,0,0,13,0,0,0,0,0,13,211,10,0,231
UCL522052,0,3,0,0,3,0,7,0,0,7,0,8,0,0,9,0,8,0,0,5,0,20,0,0,27,0,14,0,0,16,0,17,7,0,20,0,13,0,0,13,0,13,0,0,14,0,0,0,0,0,0,0,0,0,0,5,105,18,0,123,0,0,0,0,0,0,14,0,0,14,0,3,0,0,3,0,9,0,0,9,0,12,0,0,12,0,9,0,0,9,4,8,6,0,9,4,8,0,0,11,0,5,0,0,9,0,0,0,0,4,3,0,0,0,0,7,67,7,0,80,0,7,0,0,7,0,15,0,0,15,0,8,0,0,13,0,16,0,0,16,0,29,0,0,36,0,24,0,0,24,0,24,8,0,34,0,19,0,0,27,0,16,3,0,25,0,7,0,0,4,3,0,0,0,0,15,172,20,0,205
UCL522053,0,4,0,0,4,0,9,0,0,14,0,5,3,0,10,0,3,0,0,8,0,7,5,0,14,0,3,0,0,5,0,3,0,0,3,0,3,0,0,8,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,53,15,0,68,0,0,0,0,0,0,15,0,0,20,0,6,0,0,8,0,7,4,0,12,0,14,0,0,15,0,8,5,0,9,4,11,3,0,16,0,7,6,0,14,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,5,72,20,0,95,0,5,0,0,5,0,31,8,0,33,0,14,6,0,13,0,10,3,0,19,0,18,4,0,28,0,11,7,0,17,0,10,6,0,19,0,9,6,0,18,0,6,0,0,6,0,0,0,0,0,0,0,0,0,0,5,122,31,0,165
UCL522054,0,4,0,0,4,0,7,0,0,8,0,3,0,0,4,0,3,0,0,9,0,8,0,0,11,0,11,8,0,17,0,19,0,0,19,0,10,3,0,18,0,10,6,0,17,0,4,0,0,12,0,0,4,0,4,8,78,27,0,110,0,4,0,0,4,0,14,0,0,14,0,0,0,0,3,0,10,0,0,8,0,11,3,0,10,0,6,0,0,10,0,15,0,0,15,0,11,0,0,12,0,13,3,0,18,0,3,0,0,3,0,4,0,0,4,6,85,11,0,100,0,3,0,0,3,0,20,0,0,22,0,0,3,0,6,0,13,0,0,14,0,18,5,0,21,0,12,8,0,28,0,31,0,0,30,0,20,5,0,31,4,24,10,0,37,0,10,0,0,11,0,4,4,0,5,6,165,37,0,213
UCL522055,0,10,0,0,10,0,9,0,0,18,0,6,0,0,6,0,0,0,0,3,0,18,11,0,24,0,20,5,0,24,0,33,4,0,38,0,36,15,0,49,7,59,37,0,103,0,17,10,0,32,0,5,0,0,3,7,218,84,0,306,0,4,0,0,7,0,9,0,0,9,0,3,0,0,5,0,7,0,0,7,0,21,7,0,24,0,17,0,0,17,0,29,9,0,36,0,40,11,0,51,5,48,33,0,86,0,15,6,0,25,0,0,0,0,0,0,195,72,0,276,0,11,0,0,17,0,23,0,0,23,0,12,0,0,12,0,7,0,0,13,0,38,9,5,52,0,33,6,0,42,0,61,16,0,72,0,78,22,0,104,5,105,70,0,191,0,34,15,0,54,0,5,0,0,3,9,414,158,5,573
UCL522056,0,9,0,0,9,4,13,0,0,17,0,7,0,0,7,0,17,9,0,17,0,31,6,0,41,0,39,14,0,49,3,34,13,0,51,0,33,8,0,46,0,25,0,0,21,0,8,0,0,5,0,0,0,0,0,8,215,49,0,271,0,14,0,0,14,0,28,0,0,33,0,3,0,0,10,0,8,0,0,11,0,29,5,0,34,0,15,6,0,17,0,18,0,0,20,0,27,5,0,32,0,10,0,0,20,3,3,0,0,11,3,0,0,0,6,16,157,24,0,197,0,24,0,0,24,4,41,0,0,44,0,12,0,0,18,0,23,4,0,26,0,60,18,0,72,0,47,22,0,68,4,54,15,0,74,5,58,12,0,79,0,32,0,0,39,3,9,0,0,11,4,0,0,0,8,23,370,75,0,463
UCL522057,0,5,0,0,5,0,9,0,0,9,0,8,0,0,8,0,15,0,0,15,0,32,6,0,43,0,22,6,0,22,0,18,3,0,23,0,30,3,0,32,0,19,5,0,26,0,19,4,0,24,0,4,0,0,3,4,178,20,0,206,0,9,0,0,9,0,0,0,0,0,0,5,0,0,5,0,17,0,0,17,0,33,3,0,34,0,17,4,0,22,0,19,0,0,17,0,42,4,0,52,0,33,7,0,42,0,10,0,0,13,0,0,0,0,0,4,179,21,4,213,0,10,0,0,14,0,7,0,0,7,0,11,0,0,11,0,32,0,0,33,0,62,14,0,75,0,41,14,0,52,0,40,3,0,37,0,73,6,0,81,0,53,8,0,60,4,33,4,0,35,0,3,0,0,3,3,359,45,4,412
UCL522058,0,4,0,0,10,0,7,5,0,12,0,3,4,0,10,0,4,0,0,8,0,10,0,0,10,0,9,0,0,15,5,9,5,0,15,0,21,5,0,28,0,13,0,0,13,0,8,0,0,11,0,3,0,0,6,7,98,22,0,130,0,8,5,0,7,0,21,7,0,27,0,10,3,0,16,0,6,0,0,6,0,11,0,0,14,0,10,6,0,12,4,9,0,0,11,4,11,3,0,19,0,5,0,0,8,0,15,0,0,18,0,4,0,0,3,11,107,24,0,149,0,10,4,0,16,0,24,14,0,39,0,17,8,0,27,0,13,5,0,15,0,18,0,0,24,0,21,3,0,29,4,20,3,0,27,3,28,9,0,45,0,20,0,0,23,0,19,0,0,28,4,5,0,0,11,19,206,47,0,277
UCL522059,0,8,3,0,12,0,15,6,0,22,0,5,0,0,5,0,7,0,0,8,0,14,11,0,21,0,24,10,0,39,0,9,0,0,16,3,20,7,0,23,0,27,3,0,33,6,15,0,0,24,3,3,0,0,4,10,145,48,0,205,0,4,3,0,7,0,18,6,0,25,0,3,0,0,3,0,4,0,0,10,0,13,9,0,25,0,17,8,0,22,3,24,6,0,28,0,21,7,0,29,0,20,3,0,23,4,10,0,0,16,0,0,0,0,3,10,139,42,0,188,0,13,5,0,22,0,35,14,0,49,0,9,0,0,9,0,6,3,0,14,0,27,14,0,43,0,40,18,0,60,3,35,7,0,43,5,37,11,0,59,8,46,10,0,58,9,28,4,0,42,3,0,0,0,6,22,284,93,0,394
UCL522060,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,7,0,0,7,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,13,0,0,19,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,5,0,0,3,0,14,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,26,0,0,0,0,0,0,9,0,0,9,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,3,0,0,5,0,10,0,0,11,0,13,0,0,13,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,3,44,0,0,47
UCL522061,0,6,0,0,11,0,10,0,0,13,0,3,0,0,3,0,3,0,0,3,0,12,0,0,15,0,6,0,0,9,0,26,0,0,23,3,27,9,0,41,0,39,3,0,42,0,26,0,0,29,0,0,0,0,0,14,153,19,0,190,0,3,0,0,3,0,9,0,0,14,0,3,0,0,3,0,0,0,0,0,0,15,0,0,19,3,15,0,0,21,0,14,0,0,16,4,37,3,0,43,0,24,0,0,23,6,15,0,0,24,3,5,0,0,3,17,141,9,3,169,0,12,0,0,11,0,18,0,0,25,0,6,0,0,6,0,4,0,0,4,3,31,4,0,29,3,20,3,0,23,0,37,3,0,41,7,63,11,0,85,0,62,4,0,72,8,47,0,0,51,7,5,0,0,7,27,295,35,3,354
UCL522062,0,14,0,0,14,0,21,3,0,24,0,3,0,0,3,0,9,3,0,16,4,19,3,0,26,0,11,0,0,15,0,17,0,0,17,0,6,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,7,98,6,0,119,0,7,0,0,3,0,20,3,0,20,0,10,0,0,12,0,10,0,0,10,0,14,0,0,16,0,21,4,0,16,3,13,0,0,19,0,4,0,0,8,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,10,103,7,0,111,0,22,0,0,22,0,41,5,0,42,0,10,0,0,13,0,26,3,0,27,3,34,3,0,43,0,26,0,0,33,3,28,0,0,33,3,11,0,0,13,0,7,0,0,6,0,3,0,0,4,0,0,0,0,0,15,203,16,0,233
UCL522063,0,3,0,0,3,0,17,0,0,20,0,14,3,0,13,0,3,0,0,3,0,14,0,0,13,0,17,9,0,20,0,3,0,0,3,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,75,16,0,94,0,6,0,0,6,0,15,0,0,15,0,9,0,0,9,0,6,0,0,6,0,21,3,0,23,0,14,0,0,13,4,10,0,0,17,3,12,0,0,17,0,3,0,0,7,0,0,0,0,0,0,0,0,0,0,14,93,3,0,113,0,11,0,0,11,0,34,0,0,39,0,25,3,0,30,0,12,0,0,9,0,29,3,0,33,0,30,9,0,35,4,13,0,0,19,3,17,0,0,29,4,3,0,0,3,0,0,0,0,3,0,0,0,0,0,15,170,22,0,207
UCL522064,0,29,0,0,29,0,23,3,0,29,0,28,0,0,30,0,16,0,3,20,0,38,0,0,39,5,29,0,0,33,0,20,10,0,34,4,10,0,0,12,0,8,0,0,7,0,4,0,0,10,0,0,0,0,0,12,203,18,3,241,0,18,0,0,18,0,29,0,0,29,0,13,0,0,13,0,30,3,0,36,0,37,4,6,41,0,28,5,0,26,0,24,6,0,32,0,14,3,0,17,7,10,0,0,14,4,4,5,0,9,0,0,0,0,0,9,216,20,6,250,0,45,0,0,45,0,59,3,0,57,0,38,0,0,39,0,45,6,3,54,0,75,5,6,84,5,57,5,0,64,0,47,11,0,62,3,19,0,0,32,5,19,0,0,26,4,7,12,0,15,0,0,0,0,0,16,424,47,6,485
UCL522065,0,3,0,0,7,0,17,8,0,21,0,9,0,0,9,0,6,0,0,8,0,10,3,0,12,0,4,0,0,4,0,9,3,0,14,0,15,7,0,19,5,13,9,0,20,0,8,3,0,14,0,0,0,0,0,3,94,29,0,130,0,5,0,0,5,0,13,3,0,21,0,0,0,0,0,0,0,0,0,0,0,9,0,0,14,0,12,0,0,5,0,3,4,0,12,0,21,8,0,28,0,12,0,0,12,0,7,4,0,16,0,0,4,0,5,9,88,23,0,122,0,10,0,0,10,0,27,11,0,43,0,9,0,0,6,0,8,0,0,8,0,25,9,0,26,0,16,0,0,12,0,9,8,0,19,0,35,8,0,49,3,23,9,0,30,0,21,3,0,27,0,4,4,0,7,10,181,59,0,246
UCL522066,0,13,0,0,13,0,30,3,0,35,0,4,0,0,3,0,8,0,0,8,0,20,0,0,23,0,20,4,0,31,0,13,3,0,17,0,13,0,0,18,0,15,0,0,17,0,15,4,0,14,0,0,0,0,3,6,158,25,0,186,0,21,0,0,26,0,26,5,0,40,0,8,0,0,8,0,5,0,0,7,0,21,0,0,28,4,28,0,0,33,0,21,4,0,21,0,21,9,0,31,0,16,3,0,20,0,13,3,0,19,0,9,0,0,6,5,184,37,0,231,0,35,0,0,36,3,56,10,0,70,0,9,0,0,12,0,13,0,0,14,0,47,3,0,55,4,52,9,0,61,0,37,3,0,46,6,36,6,0,48,0,30,6,0,36,0,21,4,0,31,0,6,0,0,13,14,347,57,0,419
