SAL_CODE_2021,Med_ag_pe_In_pe,Me_ag_ps_N_In_ps,Med_age_psns_Tot,Me_p_in_wk_In_pe,Me_ps_in_wk_No_In_pe,Med_psnl_inc_wk_Tot,Me_hh_in_wk_Hh_In_pe,Me_hh_in_wk_No_Ot_hh,Med_hhd_inc_wk_Tot,Me_mo_re_mt_Hh_In_pe,Me_mo_re_mt_Ot_hh,Med_mort_repay_mth_Tot,Me_re_wk_Hh_Ind_psns,Me_re_wk_No_Oth_hh,Med_rent_wk_Tot,Av_N_p_pe_be_Hh_w_In_p,Av_Nu_ps_pe_be_Ot_hh,Avg_Nu_psns_per_bed_Tot,Av_hh_si_Hh_wi_Ind_psns,Avg_hh_si_Othr_hhd,Avg_household_size_Tot,P_d_n_x_b_Hh_w_In_p,P_d_n_x_b_No_Oth_hh,P_d_n_x_b_Tot
SAL50969,24,46,46,725,785,782,1174,1306,1299,2167,1452,1490,250,300,300,0.8,0.7,0.7,2.5,2.1,2.1,2.9,0.9,1
SAL50970,26,36,36,385,485,482,933,1277,1267,1473,1495,1493,220,300,290,1,0.9,0.9,3,3,3,10.2,7.9,8
SAL50971,21,39,36,90,2167,1625,225,2125,1208,0,0,0,45,0,45,1.9,2.9,2.4,4,2.6,3.2,60,12.5,30.8
SAL50972,0,55,55,0,966,966,0,1625,1625,0,0,0,0,88,88,0,0.5,0.5,0,2,2,0,0,0
SAL50973,0,41,41,0,949,949,0,1895,1895,0,0,0,0,185,185,0,0.8,0.8,0,2.9,2.9,0,0,0
SAL50974,60,55,55,900,942,937,1875,1531,1531,0,240,120,0,150,150,1,0.6,0.7,1.7,2,2,0,0,0
SAL50975,32,53,52,450,615,608,0,1224,1224,0,1620,1620,520,223,225,0.6,0.8,0.8,4,2.4,2.4,0,2.5,2.5
SAL50976,0,58,58,0,593,593,0,1124,1124,0,0,0,0,0,0,0,0.6,0.6,0,1.8,1.8,0,0,0
SAL50977,0,47,47,0,1343,1343,0,2250,2250,0,867,867,0,0,0,0,0.7,0.7,0,2.5,2.5,0,0,0
SAL50978,0,63,63,0,486,486,0,866,866,0,1094,1094,0,275,275,0,0.6,0.6,0,1.7,1.7,0,0,0
SAL50979,0,33,33,0,1042,1042,0,1874,1874,0,0,0,0,0,0,0,1,1,0,3.2,3.2,0,0,0
SAL50980,40,45,45,1625,870,895,3250,1792,1875,1782,2000,2000,0,250,250,2,0.8,0.9,3.5,2.7,2.8,33.3,1.7,3.2
SAL50981,0,43,43,0,530,530,0,1042,1042,0,743,743,0,83,83,0,1,1,0,2.9,2.9,0,0,0
SAL50982,49,34,34,949,674,674,2250,1187,1312,808,867,838,220,200,210,1,1.1,1.1,3.5,2.9,3,0,11.8,10.5
SAL50983,65,51,52,0,675,658,0,1291,1224,0,1950,1950,0,320,320,0.5,0.8,0.8,2,2.6,2.6,0,3,3
SAL50984,0,55,55,0,780,780,0,1375,1375,0,0,0,0,0,0,0,1,1,0,2.3,2.3,0,9.1,9.1
SAL50985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50986,0,43,43,0,1078,1078,0,1187,1187,0,3270,3270,0,0,0,0,0.7,0.7,0,2.5,2.5,0,0,0
SAL50987,31,43,43,1125,760,764,0,1875,1875,0,1733,1733,260,291,271,4,0.8,0.8,4,2.8,2.9,100,3.9,5.1
SAL50988,24,46,42,437,806,743,991,1472,1371,791,1083,1016,230,235,230,1,0.7,0.7,2.9,2.2,2.3,13.5,0.8,2.9
SAL50989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50990,0,25,25,0,1687,1687,0,3250,3250,0,0,0,0,0,0,0,0.8,0.8,0,3.8,3.8,0,0,0
SAL50991,0,42,42,0,1071,1071,0,1458,1458,0,1084,1084,0,150,150,0,0.6,0.6,0,2.3,2.3,0,0,0
SAL50992,24,52,51,1031,652,658,2374,1557,1591,1842,1800,1800,0,300,300,1.1,0.7,0.7,4.3,2.5,2.6,0,1.9,1.8
SAL50993,36,47,45,374,706,632,1125,1267,1239,150,521,500,205,185,190,0.9,0.7,0.7,2.6,2,2.1,9.1,3.8,4.6
SAL50994,0,46,46,0,900,900,0,1625,1625,0,1084,1084,0,200,200,0,0.8,0.8,0,2.3,2.3,0,6.7,6.7
SAL50995,0,58,58,0,333,333,0,350,350,0,0,0,0,0,0,0,0.6,0.6,0,2.2,2.2,0,0,0
SAL50996,22,45,43,774,885,881,2687,2176,2224,2167,2000,2000,350,330,345,0.9,0.7,0.7,3.9,2.7,2.8,0,1.4,1.3
SAL50997,37,38,38,488,866,774,1083,1472,1361,1300,1083,1083,193,215,205,0.9,0.7,0.8,2.7,2.2,2.3,9.8,2.8,4.4
SAL50998,21,39,39,672,738,737,1738,1579,1583,1870,1733,1733,355,360,360,1,0.7,0.7,3.3,2.5,2.5,8.2,2.3,2.4
SAL50999,0,49,49,0,612,612,0,1999,1999,0,1867,1867,0,293,293,0,0.9,0.9,0,2.8,2.8,0,8.3,8.3
SAL51000,28,42,42,545,1036,1030,1416,2147,2132,2200,3000,3000,265,300,300,1,0.8,0.8,2.5,2.4,2.4,6.7,1.4,1.4
SAL51001,0,39,39,0,674,674,0,1374,1374,0,0,0,0,0,0,0,0.6,0.6,0,2.5,2.5,0,0,0
SAL51002,0,55,55,0,962,962,0,1374,1374,0,1733,1733,0,0,0,0,0.6,0.6,0,1.8,1.8,0,0,0
SAL51003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51004,26,48,48,458,610,602,1083,1105,1104,1326,1220,1226,235,225,225,0.9,0.8,0.8,3,2.3,2.4,3.7,2.4,2.5
SAL51005,0,35,35,0,1125,1125,0,1875,1875,0,0,0,0,0,0,0,1,1,0,3.7,3.7,0,0,0
SAL51006,21,45,27,510,1625,558,1031,1375,1031,0,0,0,228,0,228,1.4,1,1.4,3.3,2,3.3,14.3,0,13.6
SAL51007,0,35,35,0,1499,1499,0,8000,8000,0,1944,1944,0,0,0,0,1.1,1.1,0,4,4,0,0,0
SAL51008,27,45,45,524,996,994,1375,2839,2835,2000,3033,3033,126,420,420,0.8,0.8,0.8,2.5,2.7,2.7,0,0.6,0.6
SAL51009,17,45,45,1125,812,815,1624,1586,1586,0,1769,1769,200,310,300,0.6,0.8,0.8,1.3,2.2,2.2,0,1.1,1.1
SAL51010,29,52,50,225,519,492,1375,1375,1375,0,1875,1875,0,290,290,1.2,0.6,0.7,5,2.3,2.3,100,0,3.1
SAL51011,0,40,40,0,350,350,0,724,724,0,0,0,0,350,350,0,0.9,0.9,0,3,3,0,0,0
SAL51012,0,46,46,0,937,937,0,1875,1875,0,0,0,0,100,100,0,0.5,0.5,0,2.2,2.2,0,0,0
SAL51013,15,56,56,575,735,715,1875,1458,1478,2000,1950,1975,400,345,348,1.1,0.7,0.7,4.3,2.2,2.3,0,0,0
SAL51014,22,41,24,278,1292,292,836,2250,941,0,0,0,85,25,75,1.4,1,1.4,4.5,1.7,4.1,43.2,15.4,39.8
SAL51015,19,37,37,575,1267,1262,2625,2895,2890,3000,2513,2518,410,420,420,1,0.9,0.9,3,2.7,2.7,8.8,1.4,1.4
SAL51016,20,42,41,749,826,824,2250,1934,1941,2219,2015,2048,425,380,380,0.9,0.7,0.7,3.5,2.7,2.8,3,1.2,1.2
SAL51017,73,51,51,350,575,550,2750,1437,1812,0,1650,1650,0,0,0,0,0.7,0.7,2,2.2,2.1,0,0,0
SAL51018,0,51,51,0,1542,1542,0,1125,1125,0,1000,1000,0,0,0,0,0.7,0.7,0,2.5,2.5,0,0,0
SAL51019,0,52,52,0,612,612,0,1875,1875,0,0,0,0,0,0,0,0.7,0.7,0,3,3,0,0,0
SAL51020,29,40,39,2250,2607,2583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51021,28,38,38,1042,1127,1127,2175,2107,2108,2167,2200,2200,365,350,350,0.9,0.8,0.8,2.5,2.2,2.2,2,1.5,1.5
SAL51022,0,78,78,0,450,450,0,450,450,0,250,250,0,0,0,0,1,1,0,1,1,0,0,0
SAL51023,0,36,36,0,1166,1166,0,1999,1999,0,0,0,0,50,50,0,0.5,0.5,0,2.5,2.5,0,0,0
SAL51024,36,44,43,560,769,703,1281,1174,1192,2063,535,535,176,170,175,0.8,0.7,0.8,2.7,1.9,2,9.1,1,2.4
SAL51025,22,49,48,699,829,828,1833,1467,1468,0,1356,1356,305,320,320,0.8,0.7,0.7,2.7,2,2,0,0.2,0.2
SAL51026,23,45,44,483,779,772,1833,1747,1752,1692,1733,1733,350,340,345,1.1,0.7,0.7,3.5,2.5,2.5,20,1.3,1.7
SAL51027,0,55,55,0,1187,1187,0,1187,1187,0,0,0,0,0,0,0,0.4,0.4,0,1.7,1.7,0,0,0
SAL51028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51030,22,43,43,450,1095,1093,4571,2397,2401,3467,3000,3000,450,460,460,1.1,0.7,0.7,3.2,2.5,2.5,4,0.8,0.8
SAL51031,22,50,50,575,709,706,1916,1436,1450,1700,1819,1817,380,300,300,0.8,0.7,0.7,3.1,2.3,2.3,0,1.3,1.3
SAL51032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51033,36,37,37,2386,2447,2440,0,3749,3749,0,5250,5250,0,520,520,7,0.8,2,7,3.5,4.2,0,0,0
SAL51034,0,64,64,0,1541,1541,0,3249,3249,0,0,0,0,85,85,0,0.5,0.5,0,2,2,0,0,0
SAL51035,45,29,30,450,900,850,0,1875,1875,0,0,0,0,150,150,0,0.9,0.9,0,4.3,4.3,0,0,0
SAL51036,17,40,39,643,916,902,2013,1768,1792,1647,1517,1517,305,300,300,0.9,0.7,0.7,3.3,2.5,2.5,7.7,1.1,1.5
SAL51037,63,34,37,749,1208,1125,1875,1781,1800,0,2000,2000,0,150,150,0.6,0.6,0.6,2,2.5,2.4,0,0,0
SAL51038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51039,0,39,39,0,2500,2500,0,2250,2250,0,0,0,0,0,0,0,0.3,0.3,0,1,1,0,0,0
SAL51040,30,47,47,550,782,773,2249,1850,1859,2234,2000,2000,330,360,360,1,0.8,0.8,3.7,2.7,2.7,0,1,0.9
SAL51041,21,37,37,724,618,619,3750,1875,1895,1531,1733,1733,0,190,190,1.5,0.9,0.9,6,3,3,0,5.9,5.8
SAL51042,24,41,27,287,1699,326,665,2416,778,0,2167,2167,75,40,69,1.4,0.9,1.4,3.9,1.8,3.6,26,7.7,23.3
SAL51043,0,46,46,0,1050,1050,0,1374,1374,0,1300,1300,0,450,450,0,0.8,0.8,0,2.1,2.1,0,0,0
SAL51044,35,45,44,416,757,716,1374,1215,1218,758,823,778,120,158,150,1.1,0.7,0.7,3.1,2.1,2.1,22.2,0.8,2.1
SAL51045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51046,49,45,49,350,3250,1375,575,2250,824,0,0,0,60,2500,80,0.7,0.3,0.7,1.5,1,1.4,0,0,0
SAL51047,31,41,41,1083,951,952,4249,2440,2447,2300,2383,2383,375,470,470,0.8,0.7,0.7,3.2,2.8,2.8,8.3,0.6,0.6
SAL51048,56,54,54,762,667,680,1875,985,1270,0,1727,1727,300,200,200,0.8,0.9,0.9,3,2.2,2.2,0,5.3,5
SAL51049,35,48,45,387,632,492,599,942,828,867,625,650,130,150,148,1.1,0.6,0.7,3.1,1.8,2.2,12.9,1.2,4.3
SAL51050,28,34,34,450,1220,1187,1874,2250,2211,1400,1717,1717,319,350,350,0.9,0.7,0.8,3.2,2.6,2.6,0,0,0
SAL51051,27,45,45,833,505,517,3249,1062,1111,1733,1040,1045,300,250,250,1.5,0.8,0.8,4.3,2.2,2.3,25,1.3,2.5
SAL51052,49,47,47,1375,706,725,2250,1458,1562,0,1625,1625,0,400,400,0.6,0.8,0.8,2,2.7,2.7,0,3,2.9
SAL51053,43,50,43,200,675,630,699,1292,966,0,1900,1900,278,150,220,0.4,0.6,0.6,2.3,2.4,2.4,0,0,0
SAL51054,21,45,44,450,1625,1199,0,575,575,0,0,0,0,0,0,0,0.6,0.6,0,1,1,0,0,0
SAL51055,25,50,50,899,707,707,2249,1769,1773,2292,2000,2000,365,343,343,0.9,0.7,0.7,3.1,2.5,2.5,4,1.5,1.6
SAL51056,30,40,40,900,736,739,2250,1793,1823,1889,1920,1920,400,370,385,0.9,0.8,0.8,3.1,2.7,2.8,0,2.6,2.4
SAL51057,0,44,44,0,962,962,0,0,0,0,5000,5000,0,0,0,0,1.2,1.2,0,5,5,0,0,0
SAL51058,0,53,53,0,725,725,0,1625,1625,0,1251,1251,0,0,0,0,0.7,0.7,0,2.5,2.5,0,0,0
SAL51059,38,44,43,537,1066,1025,1125,1485,1471,0,462,462,110,200,155,0.8,0.7,0.7,2.8,2.2,2.3,0,0,0
SAL51060,7,49,49,225,742,736,1125,1875,1843,0,2798,2798,300,440,330,0.6,0.8,0.8,2.7,2.9,2.9,0,3.4,3.3
SAL51061,0,41,41,0,725,725,0,1343,1343,0,224,224,0,150,150,0,0.6,0.6,0,2.1,2.1,0,0,0
SAL51062,4,59,57,0,665,665,1125,1093,1100,0,1000,1000,150,260,255,1.6,0.7,0.7,5,2.1,2.2,100,0,2.5
SAL51063,47,43,44,1125,1093,1100,1874,1583,1625,0,900,900,0,350,350,0.8,0.6,0.6,1.5,2.1,2,0,0,0
SAL51064,23,44,43,355,589,584,2124,1456,1459,0,2037,2037,465,445,445,0.8,0.7,0.7,3.3,2.5,2.5,25,1.3,1.4
SAL51065,15,36,33,1750,900,900,7000,2166,2250,0,1517,1517,0,200,200,0.5,0.6,0.6,2,2.5,2.4,0,0,0
SAL51066,0,24,24,0,974,974,0,2249,2249,0,1627,1627,0,0,0,0,0.7,0.7,0,2.8,2.8,0,0,0
SAL51067,22,52,51,749,835,833,1624,1474,1474,0,1343,1343,290,300,295,0.8,0.7,0.7,2.3,2.2,2.2,0,3.9,3.7
SAL51068,0,64,64,0,1000,1000,0,1875,1875,0,0,0,0,0,0,0,0.6,0.6,0,2,2,0,0,0
SAL51069,25,42,42,900,876,876,2750,1967,1977,3033,2167,2167,400,400,400,0.9,0.8,0.8,3.4,2.4,2.4,0,1.9,1.9
SAL51070,38,52,52,899,750,752,1874,1899,1899,1218,1550,1517,250,290,280,0.9,0.8,0.8,3.3,2.6,2.6,0,1.3,1.3
SAL51071,26,53,53,225,749,712,1125,1350,1325,0,1100,1100,100,0,100,0.6,0.8,0.7,2.3,2.3,2.3,0,0,0
SAL51072,0,58,58,0,362,362,0,762,762,0,0,0,0,0,0,0,0.7,0.7,0,2.8,2.8,0,0,0
SAL51073,0,29,29,0,1312,1312,0,2750,2750,0,0,0,0,0,0,0,0.6,0.6,0,2,2,0,0,0
SAL51074,0,34,34,0,1687,1687,0,2874,2874,0,0,0,0,140,140,0,0.9,0.9,0,3.2,3.2,0,0,0
SAL51075,0,51,51,0,725,725,0,1312,1312,0,2159,2159,0,0,0,0,0.6,0.6,0,2.2,2.2,0,0,0
SAL51076,23,39,38,2249,725,736,3125,2022,2068,1950,2292,2184,0,200,200,1.6,0.9,0.9,3.7,2.9,2.9,0,5,4.8
SAL51077,55,52,54,1125,974,1031,2250,2124,2083,0,0,0,0,0,0,0.6,0.8,0.8,2,2.5,2.4,0,12.5,11.1
SAL51078,0,56,56,0,1125,1125,0,1125,1125,0,2730,2730,0,139,139,0,0.8,0.8,0,2,2,0,0,0
SAL51079,53,53,53,0,524,350,0,900,900,0,0,0,0,0,0,0,2,2,0,2,2,0,0,0
SAL51080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51081,72,48,49,575,824,724,2124,1812,1812,1500,2126,1813,0,150,150,1,0.9,0.9,2,2.7,2.6,33.3,0,4.3
SAL51082,0,34,34,0,1124,1124,0,3249,3249,0,0,0,0,0,0,0,0.9,0.9,0,3.3,3.3,0,0,0
SAL51083,38,57,57,612,568,569,1125,1023,1030,1391,1300,1300,250,260,253,0.7,0.8,0.8,2.6,2,2.1,0,2.1,2
SAL51084,27,52,51,2500,537,556,2749,1625,1875,1097,1192,1145,0,230,230,0.7,0.9,0.9,3,2.3,2.4,0,3.7,3.4
SAL51085,0,37,37,0,1062,1062,0,1125,1125,0,1440,1440,0,0,0,0,0.7,0.7,0,1.7,1.7,0,0,0
SAL51086,0,48,48,0,750,750,0,1531,1531,0,1867,1867,0,175,175,0,0.7,0.7,0,2.5,2.5,0,1,1
SAL51087,0,58,58,0,1124,1124,0,1749,1749,0,0,0,0,150,150,0,0.6,0.6,0,2.4,2.4,0,0,0
SAL51088,11,55,54,887,808,808,1625,1312,1319,1584,866,867,225,155,160,0.9,0.7,0.7,3.1,2.1,2.1,0,0,0
SAL51089,16,55,54,0,1062,1062,0,1687,1687,0,2275,2275,0,400,400,0,0.7,0.7,0,2,2,0,0,0
SAL51090,15,40,40,1750,1174,1174,3750,2250,2333,3000,1815,1830,0,0,0,1.3,0.9,0.9,4,2.8,2.9,0,0,0
SAL51091,0,44,44,0,820,820,0,1562,1562,0,300,300,0,0,0,0,0.9,0.9,0,2.8,2.8,0,9.1,9.1
SAL51092,18,49,49,325,778,773,1625,1597,1602,1184,1444,1444,173,250,240,1.5,0.7,0.8,4.9,2.4,2.5,28.6,0.6,1.6
SAL51093,23,44,43,461,735,719,981,1266,1236,1300,1128,1149,220,240,240,0.9,0.7,0.7,2.9,2.1,2.2,2.8,2.1,2.2
SAL51094,0,50,50,0,883,883,0,2062,2062,0,1290,1290,0,420,420,0,0.7,0.7,0,2.5,2.5,0,0,0
SAL51095,0,35,35,0,924,924,0,1333,1333,0,6000,6000,0,300,300,0,1,1,0,2.8,2.8,0,16.7,16.7
SAL51096,0,57,57,0,392,392,0,900,900,0,500,500,0,315,315,0,0.8,0.8,0,1.7,1.7,0,0,0
SAL51097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51098,21,42,42,949,1122,1121,2749,2834,2832,5650,3300,3347,650,500,500,0.9,0.8,0.8,3.1,2.7,2.7,0,1.4,1.4
SAL51099,0,34,34,0,762,762,0,1125,1125,0,0,0,0,50,50,0,0.8,0.8,0,2.6,2.6,0,0,0
SAL51100,0,34,34,0,1292,1292,0,2750,2750,0,1000,1000,0,0,0,0,0.9,0.9,0,3.3,3.3,0,0,0
SAL51101,20,42,42,575,735,725,900,1812,1625,0,2584,2584,125,406,350,0.6,0.9,0.9,2,2.8,2.8,0,9.7,9.4
SAL51102,11,41,41,699,725,725,2250,1199,1224,0,1678,1678,0,210,210,2,0.8,0.8,6,2.7,2.7,100,5.2,6.4
SAL51103,0,58,58,0,1999,1999,0,1375,1375,0,0,0,0,0,0,0,0.6,0.6,0,2,2,0,0,0
SAL51104,14,40,38,1375,1278,1287,2250,1875,2062,0,0,0,0,175,175,1.3,0.7,0.8,4.5,2.7,2.8,0,0,0
SAL51105,0,65,65,0,1375,1375,0,2750,2750,0,1950,1950,0,0,0,0,0.5,0.5,0,2,2,0,0,0
SAL51106,0,21,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51107,74,57,57,450,700,675,450,1149,1125,0,1650,1650,100,128,106,0.3,0.8,0.8,1,2.1,2.1,0,0,0
SAL51108,0,55,55,0,1312,1312,0,1999,1999,0,6000,6000,0,0,0,0,0.6,0.6,0,2.3,2.3,0,0,0
SAL51109,20,44,43,724,909,890,2749,1524,1550,350,484,468,270,190,200,0.8,0.7,0.7,3.3,2.1,2.1,0,1.7,1.6
SAL51110,0,50,50,0,714,714,0,1437,1437,0,1384,1384,0,275,275,0,0.7,0.7,0,2.4,2.4,0,2.4,2.4
SAL51111,25,34,33,1454,1808,1774,2761,3015,2972,1192,1032,1083,110,110,110,1,0.8,0.9,3.3,2.6,2.7,3,1.5,1.7
SAL51112,29,54,49,350,1687,1375,3249,1624,1999,0,0,0,0,0,0,0.4,0.6,0.5,1.5,1,1.1,0,0,0
SAL51113,19,32,31,850,1723,1662,3208,3806,3736,1842,2058,2021,184,249,240,1,0.8,0.8,3.6,3,3.1,8.4,0.8,1.7
SAL51114,24,52,52,425,605,587,2250,1292,1312,0,1361,1361,0,225,225,1.2,0.8,0.8,4,2.2,2.3,33.3,2,2.9
SAL51115,0,45,45,0,560,560,0,1062,1062,0,1733,1733,0,229,229,0,1,1,0,2.5,2.5,0,8.7,8.7
SAL51116,0,41,41,0,900,900,0,874,874,0,0,0,0,0,0,0,0.9,0.9,0,2,2,0,0,0
SAL51117,0,42,42,0,754,754,0,1875,1875,0,1550,1550,0,0,0,0,1,1,0,3.3,3.3,0,0,0
SAL51118,17,43,41,649,619,619,1125,1625,1583,0,3033,3033,150,450,300,0.9,0.8,0.8,2.3,2.7,2.7,0,0,0
SAL51119,0,51,51,0,833,833,0,1343,1343,0,900,900,0,150,150,0,0.8,0.8,0,2.3,2.3,0,0,0
SAL51120,0,40,40,0,919,919,0,1999,1999,0,2550,2550,0,0,0,0,0.7,0.7,0,3.2,3.2,0,0,0
SAL51121,0,34,34,0,1156,1156,0,2250,2250,0,0,0,0,0,0,0,1,1,0,3,3,0,0,0
SAL51122,30,34,34,546,843,839,1014,1502,1492,1550,1589,1582,300,345,340,0.9,0.8,0.8,2.3,2.2,2.2,8.7,3.3,3.4
SAL51123,0,37,37,0,862,862,0,1875,1875,0,1700,1700,0,0,0,0,1,1,0,3.3,3.3,0,0,0
SAL51124,21,45,45,597,716,715,1812,1629,1632,2000,1907,1907,340,350,350,1,0.7,0.7,3.4,2.6,2.6,7.5,1.3,1.3
SAL51125,0,59,59,0,533,533,0,982,982,0,1307,1307,0,200,200,0,0.8,0.8,0,2,2,0,4.9,4.9
SAL51126,0,34,34,0,700,700,0,1208,1208,0,542,542,0,0,0,0,0.8,0.8,0,2.9,2.9,0,0,0
SAL51127,29,54,52,432,599,537,739,779,771,759,510,600,150,150,150,1,0.6,0.7,2.7,1.7,1.8,10,0.5,2.1
SAL51128,0,50,50,0,833,833,0,1499,1499,0,0,0,0,0,0,0,0.9,0.9,0,2.7,2.7,0,9.1,9.1
SAL51129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51130,36,44,44,1125,1016,1016,2250,2123,2124,0,2582,2541,252,380,380,0.8,0.7,0.7,2.2,2.3,2.3,0,0.9,0.9
SAL51131,0,42,42,0,1312,1312,0,2749,2749,0,0,0,0,0,0,0,0.6,0.6,0,2,2,0,0,0
SAL51132,31,50,49,1562,864,882,3750,2023,2091,2817,2167,2167,480,320,340,1,0.8,0.8,3.7,2.8,2.8,0,2.8,2.7
SAL51133,0,42,42,0,574,574,0,1749,1749,0,0,0,0,100,100,0,0.8,0.8,0,2.9,2.9,0,0,0
SAL51134,0,58,58,0,1124,1124,0,3249,3249,0,0,0,0,0,0,0,1.3,1.3,0,5,5,0,0,0
SAL51135,35,46,46,1593,1232,1238,2374,2573,2566,2200,2817,2817,460,463,460,0.9,0.8,0.8,2.4,2.3,2.3,5,1.6,1.7
SAL51136,42,40,40,675,782,773,3200,2214,2242,1365,2266,2200,0,250,250,1.9,0.9,0.9,3.2,3,3,50,4.5,5.5
SAL51137,0,33,33,0,1062,1062,0,3499,3499,0,1099,1099,0,0,0,0,1,1,0,4,4,0,0,0
SAL51138,21,48,48,450,1297,1287,2124,2393,2387,4333,2600,2600,278,482,480,1.2,0.8,0.8,3.1,2.1,2.1,12,1.8,1.9
SAL51139,34,49,49,350,812,780,1749,1541,1541,655,1211,1165,0,244,244,0.6,0.8,0.8,2.3,2.4,2.4,0,2,1.9
SAL51140,0,43,43,0,693,693,0,1208,1208,0,2309,2309,0,238,238,0,0.7,0.7,0,2.5,2.5,0,0,0
SAL51141,14,38,38,0,1312,1312,0,3250,3250,0,0,0,0,115,115,0,1.1,1.1,0,3.2,3.2,0,11.1,11.1
SAL51142,0,44,44,0,1042,1042,0,1312,1312,0,867,867,0,225,225,0,0.7,0.7,0,2.9,2.9,0,0,0
SAL51143,0,60,60,0,489,489,0,933,933,0,962,962,0,200,200,0,1,1,0,2.1,2.1,0,0,0
SAL51144,29,41,41,1875,909,913,1875,2439,2434,1800,2167,2167,0,450,450,1.2,0.7,0.7,2.7,2.9,2.9,0,1.3,1.3
SAL51145,0,55,55,0,1166,1166,0,1375,1375,0,2383,2383,0,0,0,0,0.6,0.6,0,2.4,2.4,0,0,0
SAL51146,0,38,38,0,725,725,0,1166,1166,0,0,0,0,50,50,0,0.7,0.7,0,3,3,0,0,0
SAL51147,38,38,38,1125,1147,1147,2071,2328,2323,1667,2492,2473,390,400,400,0.9,0.8,0.8,1.9,2.3,2.3,1.7,1.5,1.5
SAL51148,56,46,46,474,838,831,574,1958,1875,3250,2587,2661,300,150,150,0.5,0.9,0.9,1.8,2.7,2.6,0,9.9,9.6
SAL51149,63,25,29,450,1375,1374,1375,2374,2250,1000,1250,1125,0,25,25,1,0.8,0.8,2,3.7,3.5,0,0,0
SAL51150,32,48,47,524,1012,987,1449,1666,1666,0,1442,1442,138,100,119,1.2,0.8,0.9,2.5,3,3,0,0,0
SAL51151,20,31,31,0,1199,1199,0,2125,2125,0,0,0,0,100,100,0,0.8,0.8,0,2.7,2.7,0,0,0
SAL51152,72,58,58,450,505,505,0,1093,1093,0,1077,1077,0,149,149,0,0.7,0.7,0,2.2,2.2,0,0,0
SAL51153,41,40,40,900,872,875,1875,1541,1542,0,2000,2000,0,365,365,1,1.1,1.1,2,2.2,2.2,0,10.6,10.4
SAL51154,0,47,47,0,75,75,0,1649,1649,0,2583,2583,0,0,0,0,0.7,0.7,0,2.3,2.3,0,0,0
SAL51155,0,43,43,0,1125,1125,0,2125,2125,0,0,0,0,0,0,0,0.4,0.4,0,1.7,1.7,0,0,0
SAL51156,33,53,52,687,605,607,1249,1230,1230,1809,1690,1695,270,300,300,0.7,0.7,0.7,2.5,2.2,2.2,0,0.9,0.9
SAL51157,20,44,42,455,684,653,1098,1263,1246,1300,1300,1300,230,255,250,1.1,0.7,0.7,3.3,2.3,2.3,12.8,2.1,2.9
SAL51158,24,59,57,425,477,474,1187,828,869,750,1100,1100,200,190,200,1.1,0.7,0.7,3.6,1.9,2.1,13.8,0.7,1.9
SAL51159,28,31,31,575,1051,1049,1687,1856,1853,0,1690,1690,405,400,400,1,1,1,1.8,1.9,1.9,0,6.1,6
SAL51160,55,50,50,1125,551,557,1874,1067,1080,854,917,909,0,188,188,0.8,0.8,0.8,1.5,2.3,2.3,0,4.3,4.3
SAL51161,0,53,53,0,949,949,0,1875,1875,0,867,867,0,0,0,0,0.9,0.9,0,2.8,2.8,0,0,0
SAL51162,0,47,47,0,841,841,0,1708,1708,0,2000,2000,0,241,241,0,0.7,0.7,0,2.6,2.6,0,0,0
SAL51163,0,55,55,0,1374,1374,0,1874,1874,0,0,0,0,350,350,0,0.5,0.5,0,1.8,1.8,0,0,0
SAL51164,0,50,50,0,924,924,0,1125,1125,0,1600,1600,0,125,125,0,0.8,0.8,0,2.9,2.9,0,0,0
SAL51165,33,39,38,474,2708,2500,1281,1416,1321,0,0,0,40,0,40,1.7,0.6,1.1,4.7,1.4,2.9,55.6,0,25.6
SAL51166,0,53,53,0,687,687,0,1375,1375,0,2000,2000,0,0,0,0,1,1,0,2.8,2.8,0,0,0
