SAL_CODE_2021,Co_LTHC_1ms_LTHC_twoc_In_ns_P,Co_LTHC_1ms_LTHC_twoc_Tot_M,Co_LTHC_1ms_LTHC_twoc_Tot_F,Co_LTHC_1ms_LTHC_twoc_Tot_P,Co_LTHC_1ms_LTHC_3oMc_Ind_M,Co_LTHC_1ms_LTHC_3oMc_Ind_F,Co_LTHC_1ms_LTHC_3oMc_Ind_P,Co_LTHC_1ms_LTHC_3oMc_NoInd_M,Co_LTHC_1ms_LTHC_3oMc_NoInd_F,Co_LTHC_1ms_LTHC_3oMc_NoInd_P,Co_LTHC_1ms_LTHC_3oMc_In_ns_M,Co_LTHC_1ms_LTHC_3oMc_In_ns_F,Co_LTHC_1ms_LTHC_3oMc_In_ns_P,Co_LTHC_1ms_LTHC_3oMc_Tot_M,Co_LTHC_1ms_LTHC_3oMc_Tot_F,Co_LTHC_1ms_LTHC_3oMc_Tot_P,Co_LTHC_1ms_LTHC_Tot_Ind_M,Co_LTHC_1ms_LTHC_Tot_Ind_F,Co_LTHC_1ms_LTHC_Tot_Ind_P,Co_LTHC_1ms_LTHC_Tot_NoInd_M,Co_LTHC_1ms_LTHC_Tot_NoInd_F,Co_LTHC_1ms_LTHC_Tot_NoInd_P,Co_LTHC_1ms_LTHC_Tot_In_ns_M,Co_LTHC_1ms_LTHC_Tot_In_ns_F,Co_LTHC_1ms_LTHC_Tot_In_ns_P,Co_LTHC_1ms_LTHC_Tot_Tot_M,Co_LTHC_1ms_LTHC_Tot_Tot_F,Co_LTHC_1ms_LTHC_Tot_Tot_P,Co_LTHC_Ns_Ind_M,Co_LTHC_Ns_Ind_F,Co_LTHC_Ns_Ind_P,Co_LTHC_Ns_NoInd_M,Co_LTHC_Ns_NoInd_F,Co_LTHC_Ns_NoInd_P,Co_LTHC_Ns_In_ns_M,Co_LTHC_Ns_In_ns_F,Co_LTHC_Ns_In_ns_P,Co_LTHC_Ns_Tot_M,Co_LTHC_Ns_Tot_F,Co_LTHC_Ns_Tot_P,Tot_p_Ind_M,Tot_p_Ind_F,Tot_p_Ind_P,Tot_p_NoInd_M,Tot_p_NoInd_F,Tot_p_NoInd_P,Tot_p_In_Tot_p_M,Tot_p_In_Tot_p_F,Tot_p_In_Tot_p_P,Tot_p_Tot_M,Tot_p_Tot_F,Tot_p_Tot_P
SAL51275,0,32,47,82,0,0,0,13,8,27,0,0,0,18,8,24,0,3,3,187,186,373,0,0,0,181,192,373,0,0,0,23,29,52,39,33,67,63,59,121,3,3,10,708,695,1404,43,35,79,749,736,1488
SAL51276,0,3,0,3,0,0,0,3,3,3,0,0,0,3,3,3,0,0,0,9,9,12,0,0,0,9,9,12,0,0,0,0,0,0,0,0,5,0,0,3,0,0,0,23,21,40,0,0,5,24,17,43
SAL51277,0,7,6,15,0,0,0,0,5,12,0,0,0,0,5,12,0,0,0,24,24,49,0,0,0,24,24,49,0,0,0,0,4,3,12,11,21,16,12,27,0,0,0,72,74,147,16,11,19,87,81,172
SAL51278,5,166,243,410,0,4,3,73,104,176,0,0,5,77,113,185,27,34,62,983,1194,2180,6,5,14,1024,1232,2256,11,6,18,178,171,351,238,181,415,422,360,787,110,94,205,4062,4151,8208,254,198,443,4418,4444,8861
SAL51279,0,5,3,3,0,0,0,4,4,11,0,0,0,3,4,12,6,6,3,27,34,64,0,0,0,33,40,71,0,0,0,0,3,3,9,12,23,10,13,28,8,6,14,83,76,163,9,12,23,98,99,201
SAL51280,0,53,77,128,5,13,19,37,46,81,0,0,0,42,64,103,45,67,113,222,250,466,4,0,3,265,315,586,14,14,30,26,20,45,166,159,325,204,193,395,192,225,413,550,565,1115,177,167,341,909,959,1871
SAL51281,0,13,10,27,0,0,0,3,10,13,0,0,0,3,10,13,0,3,7,73,66,140,0,0,0,77,70,146,0,4,4,8,10,15,23,12,38,32,26,58,8,12,19,254,265,519,26,17,40,285,293,580
SAL51282,3,82,120,201,0,0,0,47,61,104,0,0,0,48,62,109,9,14,18,400,468,867,8,5,12,412,483,896,0,4,5,67,60,122,60,63,117,123,126,246,42,34,76,1098,1180,2283,61,63,130,1199,1281,2483
SAL51283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,12,0,0,0,9,3,6,0,0,0,0,6,6,0,9,8,0,7,11,0,0,4,13,13,25,0,9,8,15,21,33
SAL51284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,0,0,0,0,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,8,30,0,0,0,18,14,32
SAL51285,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,16,0,0,0,7,9,17,0,0,0,4,5,3,0,0,7,4,8,10,0,0,0,37,38,79,0,7,0,41,41,85
SAL51286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,0,0,0,6,4,10,0,0,0,7,0,7,13,8,17,15,8,22,0,0,0,15,9,25,13,8,17,28,15,48
SAL51287,0,130,175,315,3,4,6,71,134,207,0,0,6,72,141,215,24,29,52,609,754,1367,3,0,4,634,787,1423,10,4,12,88,89,176,178,154,325,274,243,520,87,85,169,2235,2282,4513,184,160,345,2507,2523,5030
SAL51288,0,3,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,7,18,0,0,0,12,9,17,0,0,0,0,0,0,12,3,13,13,3,16,0,0,0,54,29,82,12,3,15,60,40,98
SAL51289,0,6,0,10,0,0,0,3,4,4,0,0,0,3,4,4,0,0,0,25,22,48,0,0,0,25,22,48,0,0,0,6,6,15,16,5,25,21,15,35,0,4,4,95,85,180,16,5,25,114,93,208
SAL51290,0,4,7,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,10,19,0,0,0,7,10,14,0,0,0,0,0,0,6,0,8,6,0,8,0,0,0,26,21,48,6,0,8,33,25,58
SAL51291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,4,4
SAL51292,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,11,0,0,0,6,6,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,9,25,0,0,0,13,9,25
SAL51293,0,10,8,17,0,0,0,3,0,5,0,0,0,3,0,5,0,0,0,41,48,91,0,0,0,41,48,91,0,0,0,3,3,7,3,4,5,5,5,16,3,0,3,131,142,270,3,4,5,137,137,280
SAL51294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51296,0,134,177,308,0,0,0,48,98,150,0,0,0,52,100,155,12,22,33,554,767,1325,9,0,5,575,790,1362,3,4,5,92,95,186,123,104,225,216,205,422,47,45,88,2021,2270,4291,130,112,239,2201,2428,4623
SAL51297,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,12,20,0,0,0,7,12,20,0,0,0,3,0,6,3,0,7,13,8,16,0,0,0,54,47,97,3,4,11,54,54,110
SAL51298,0,120,144,260,0,0,0,53,61,114,0,0,0,51,64,112,4,4,9,605,670,1271,0,4,4,613,679,1290,0,3,6,91,97,185,63,48,108,154,149,298,19,15,38,2934,2992,5924,62,54,122,3016,3062,6078
SAL51299,10,236,277,513,7,15,26,92,135,228,0,0,0,101,154,252,32,70,98,1118,1293,2412,11,4,15,1162,1365,2531,15,7,24,149,132,277,317,243,558,485,379,861,120,137,255,5149,4883,10029,345,267,611,5614,5282,10897
SAL51300,0,21,23,42,0,0,0,6,6,9,0,0,0,6,6,9,3,6,3,87,79,172,4,0,5,92,89,179,0,4,4,15,13,27,18,9,29,34,29,62,6,13,14,331,312,646,22,16,34,360,337,696
SAL51301,18,536,697,1231,4,10,16,363,427,787,8,0,13,374,442,816,50,72,125,2329,2935,5269,25,26,49,2407,3033,5438,11,7,17,281,286,568,485,369,855,774,662,1437,147,150,297,6781,7295,14074,526,410,939,7450,7857,15312
SAL51302,0,0,3,3,0,0,5,0,0,0,0,0,0,0,0,5,7,12,20,4,4,8,0,0,0,15,15,25,5,0,3,0,0,0,27,6,30,33,5,36,44,44,85,21,10,35,30,6,35,96,60,150
SAL51303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4
SAL51304,0,0,0,6,0,0,0,0,4,3,0,0,0,0,4,3,0,0,0,13,11,27,0,0,0,13,14,29,0,0,0,3,0,3,3,4,11,8,4,13,0,4,4,48,31,83,3,4,11,54,40,92
SAL51305,0,25,31,55,6,14,19,7,6,8,0,0,0,11,17,26,77,94,170,32,26,58,0,0,0,106,121,234,165,13,179,36,8,43,22,16,42,225,36,263,438,282,717,114,95,211,26,23,48,581,397,975
SAL51306,0,11,13,25,3,9,7,5,0,3,0,0,0,9,10,15,15,20,34,44,40,85,0,0,0,58,62,119,5,9,10,11,4,15,53,45,98,71,58,127,56,59,123,188,197,386,60,50,104,304,304,606
SAL51307,0,19,29,46,0,0,0,15,12,21,0,0,0,15,12,17,9,5,8,124,122,241,0,0,0,124,123,251,0,0,0,20,11,25,28,15,41,49,20,69,8,6,17,454,419,873,29,12,49,497,442,938
SAL51308,0,176,213,389,0,0,0,74,84,163,4,0,0,79,82,163,3,5,9,908,1027,1938,6,5,7,916,1036,1956,0,0,0,144,116,263,115,73,183,257,193,441,25,33,56,3313,3273,6583,120,88,214,3462,3390,6848
SAL51309,0,5,3,9,0,0,0,4,0,4,0,0,0,4,0,4,0,0,0,22,27,47,0,0,4,27,25,52,0,0,0,0,5,9,4,8,15,8,12,25,0,3,3,96,101,198,10,11,18,107,113,216
SAL51310,0,4,6,13,0,0,0,3,0,5,0,0,0,3,0,5,3,0,0,20,18,39,0,0,0,21,19,39,0,0,0,0,0,7,3,12,19,7,14,25,5,0,5,80,84,158,3,16,19,86,98,188
SAL51311,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,10,0,0,0,6,4,10,0,0,0,4,0,6,0,0,0,3,0,4,0,0,0,13,13,24,0,0,0,14,13,23
SAL51312,0,100,130,227,0,0,0,46,82,126,0,3,3,46,88,130,0,3,3,457,602,1059,3,3,9,461,612,1074,0,0,0,45,54,106,30,42,72,82,97,173,3,3,10,1655,1889,3547,35,49,88,1695,1945,3638
SAL51313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,4,23,0,0,0,24,4,23,0,0,0,4,0,7,74,16,87,76,20,94,0,0,0,82,21,109,74,16,87,155,38,197
SAL51314,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,13,20,0,0,0,10,13,20,0,0,0,3,4,6,11,6,13,13,8,24,0,0,0,83,65,149,11,6,13,91,71,166
SAL51315,0,0,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,11,20,0,0,0,12,11,20,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,42,42,79,0,0,0,42,43,82
SAL51316,0,5,5,10,0,0,0,0,0,4,0,0,0,4,0,3,0,0,0,17,18,36,0,0,0,22,18,40,0,0,0,0,0,4,12,6,13,11,10,20,7,4,6,114,100,213,14,6,23,124,111,238
SAL51317,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,11,0,0,0,3,9,11,0,0,0,0,0,0,0,0,6,0,4,3,0,0,0,25,27,51,0,0,6,26,27,56
SAL51318,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,10,22,0,0,0,7,10,22,0,0,0,0,0,0,4,4,7,4,4,7,0,0,0,35,36,75,4,4,7,38,38,79
SAL51319,6,262,308,575,0,0,3,136,143,283,0,0,0,142,152,288,23,24,47,1162,1264,2427,3,13,12,1185,1302,2489,5,3,11,157,148,304,180,113,294,348,266,606,87,66,152,3565,3616,7181,196,137,334,3844,3823,7662
SAL51320,0,6,4,6,0,0,0,0,0,0,0,0,0,0,3,3,0,3,3,13,22,31,0,0,0,13,25,38,0,0,0,0,3,3,0,8,9,5,7,9,0,3,3,66,69,135,0,8,9,69,74,146
SAL51321,0,54,79,138,0,0,0,45,65,110,0,0,0,45,64,113,4,0,8,365,426,790,0,0,0,368,429,798,0,0,0,68,82,144,28,30,66,99,112,208,40,5,46,1444,1362,2806,35,35,67,1519,1398,2913
SAL51322,0,62,59,129,0,0,0,45,45,86,0,0,0,45,45,86,0,0,0,280,311,590,0,0,0,284,311,590,0,0,0,39,34,75,28,25,53,66,55,123,9,5,15,891,914,1809,34,25,56,939,942,1881
SAL51323,0,34,39,72,0,0,0,21,11,34,0,0,0,21,11,34,0,3,3,144,139,283,0,0,0,144,140,288,0,0,0,19,23,41,23,18,43,43,40,86,7,15,23,476,477,957,23,25,43,508,514,1022
SAL51324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,9
SAL51326,0,4,0,10,0,0,0,5,0,3,0,0,0,5,0,3,0,0,0,17,9,22,0,0,0,17,9,22,0,0,0,0,0,5,24,7,34,27,7,38,0,0,0,40,29,72,24,7,34,70,37,109
SAL51327,0,7,6,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,10,23,0,0,0,12,10,23,0,0,0,4,5,8,8,9,12,12,14,27,6,0,10,47,41,86,10,9,14,62,50,110
SAL51328,0,32,35,67,0,0,0,11,18,22,0,0,0,10,18,26,0,0,4,154,174,329,0,5,5,154,177,336,0,0,0,28,14,41,18,19,39,46,31,84,6,4,11,488,460,948,22,21,43,514,489,1001
SAL51329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,3,14,0,0,0,11,9,16,0,0,0,0,0,0,5,8,9,5,8,9,0,0,0,49,37,86,5,8,9,52,44,96
SAL51330,5,307,412,723,3,3,3,104,156,255,0,0,0,102,160,264,20,28,50,1683,2180,3867,12,7,16,1715,2220,3936,6,5,8,227,252,479,537,438,971,771,693,1463,91,78,167,7909,8501,16406,571,459,1029,8566,9041,17605
SAL51331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0
SAL51332,3,20,8,29,0,0,0,5,5,17,0,0,0,5,5,17,0,0,0,81,73,152,3,0,3,84,73,157,0,0,0,10,11,22,37,38,76,52,49,99,0,0,0,222,230,453,42,38,79,268,263,529
SAL51333,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,5,0,0,0,7,4,6,0,0,0,0,0,0,4,0,4,4,0,4,0,0,0,25,15,39,4,0,4,24,22,46
SAL51334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,13,0,0,0,6,6,13,0,0,0,0,0,0,3,0,4,3,6,11,0,0,0,31,23,56,3,0,4,37,30,68
SAL51335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,5,15,0,0,0,11,7,21,0,0,0,9,4,10,0,0,8,8,6,15,0,0,3,50,31,81,0,0,8,52,32,89
SAL51336,0,3,6,11,0,0,0,5,4,4,0,0,0,5,4,4,0,0,0,20,16,37,0,0,0,19,16,36,0,0,0,6,0,3,15,7,26,24,5,24,0,0,0,48,33,87,21,7,19,68,45,107
SAL51337,0,202,282,487,0,3,6,58,85,145,0,0,0,58,89,153,32,37,70,1187,1490,2674,4,5,7,1221,1530,2753,10,11,18,215,266,485,268,134,407,491,412,907,140,129,265,5845,5926,11773,288,149,434,6273,6198,12474
SAL51338,0,5,3,11,0,0,0,0,6,9,0,0,0,0,6,9,0,0,0,22,20,49,0,0,0,22,20,49,0,0,0,0,0,3,0,9,11,6,11,16,4,4,12,74,80,156,0,9,11,82,90,177
SAL51339,0,77,96,174,0,0,0,40,45,87,0,3,3,40,46,86,8,8,11,366,402,767,3,7,7,369,410,781,57,0,58,325,39,365,91,64,155,479,98,578,91,16,111,1435,1138,2578,105,74,176,1634,1231,2863
SAL51340,0,265,364,628,4,12,14,94,150,248,0,0,0,99,163,260,50,67,117,1221,1523,2746,8,4,12,1279,1596,2872,20,17,35,203,179,382,335,274,604,556,464,1027,235,234,470,5112,5193,10302,354,283,638,5693,5706,11408
SAL51341,0,0,7,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,16,21,0,0,0,10,19,26,0,0,0,0,0,7,23,26,48,25,29,51,0,0,8,31,30,58,23,26,48,52,59,114
SAL51342,0,23,19,43,0,0,0,11,8,19,0,0,0,11,8,19,0,0,0,92,105,193,0,0,0,90,105,199,0,0,0,11,15,29,33,29,54,46,38,89,3,0,7,312,342,647,31,29,56,351,369,715
SAL51343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,5,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,8,13,0,0,0,9,12,14
SAL51344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51345,0,95,117,210,0,0,0,42,43,79,0,0,0,42,43,83,4,0,5,530,609,1147,0,0,5,544,615,1154,0,0,0,64,75,138,51,32,84,115,112,228,8,10,18,2256,2425,4685,52,39,91,2325,2469,4795
SAL51346,4,100,138,239,0,0,0,43,61,108,0,0,0,43,60,108,3,4,10,560,694,1255,0,0,3,569,699,1267,4,0,4,69,61,135,70,68,142,147,135,278,18,17,33,2092,2351,4450,82,77,156,2193,2443,4638
SAL51347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51348,0,153,183,335,4,0,5,80,92,169,0,0,4,83,99,180,20,22,44,623,716,1341,4,5,12,647,740,1385,0,0,4,121,164,286,137,94,229,255,258,517,40,42,85,1970,2077,4045,141,104,246,2157,2219,4368
SAL51349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,3,3,5,3,3,5,0,0,0,4,0,3,3,3,5,3,0,9
SAL51350,0,3,0,5,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,9,7,20,0,0,0,9,7,20,0,0,0,0,0,0,0,3,3,0,3,3,5,0,0,23,34,55,0,3,3,26,37,60
SAL51351,0,47,58,97,0,0,0,21,22,46,0,0,0,27,24,48,3,4,8,206,250,459,0,0,3,211,254,472,4,0,4,32,28,60,40,23,66,77,51,124,18,9,30,670,677,1355,39,30,68,732,723,1451
SAL51352,0,61,80,140,0,0,0,20,25,48,0,0,0,20,27,44,3,20,22,305,386,688,0,0,0,305,406,711,0,3,3,53,54,106,34,28,61,87,83,168,26,45,74,1435,1530,2960,41,28,63,1502,1600,3100
SAL51353,0,29,31,59,0,0,3,11,18,26,0,0,0,11,16,27,0,17,19,107,110,215,0,0,0,106,129,235,0,0,0,8,8,22,26,14,44,41,26,68,32,37,64,333,321,652,30,22,48,388,376,765
SAL51354,0,85,105,189,0,0,0,27,37,63,0,0,0,31,37,67,10,15,27,437,525,964,3,5,6,453,543,996,5,5,3,89,101,186,87,49,133,176,151,324,51,43,95,1845,1935,3785,88,57,147,1986,2038,4021
SAL51355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,5,0,5,0,0,0,0,0,0,12,0,12,18,0,18,0,0,0,16,0,16,12,0,12,35,0,35
SAL51356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51357,0,5,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,10,15,0,0,0,6,10,15,0,0,0,0,0,0,3,5,7,3,5,10,0,0,0,29,21,48,3,5,7,27,25,59
SAL51358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51359,0,47,61,102,0,6,3,18,28,44,0,0,0,22,29,47,24,15,33,291,339,631,0,0,5,313,354,670,28,29,54,76,86,166,186,143,328,293,259,547,108,91,202,1901,1716,3616,195,148,339,2206,1959,4165
SAL51360,6,182,202,388,0,0,0,72,74,144,0,0,0,72,74,144,11,5,12,980,1096,2073,4,5,7,993,1106,2095,0,0,0,148,151,303,107,79,183,256,231,486,32,25,53,3679,3871,7545,118,86,203,3821,3975,7795
SAL51361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,16,0,0,0,7,10,20
SAL51362,0,30,31,63,0,4,8,13,16,27,0,0,0,10,22,34,26,24,51,128,131,259,0,0,5,150,157,309,166,29,195,67,24,95,144,102,241,379,153,531,244,90,333,489,427,918,153,105,252,884,621,1506
SAL51363,6,270,331,598,4,10,15,119,169,285,0,0,0,115,176,294,23,27,56,1182,1530,2710,4,23,28,1212,1582,2797,3,7,13,190,175,365,198,155,357,393,341,736,89,92,182,3919,4293,8215,215,194,407,4226,4582,8810
SAL51364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,0,0,0,3,0,7,0,0,0,0,0,0,3,5,8,3,5,8,0,0,0,13,16,25,3,5,8,12,14,30
SAL51365,0,17,27,41,0,5,11,5,15,20,0,0,0,8,21,28,22,27,51,82,69,147,0,0,0,106,97,197,6,7,13,13,11,24,90,84,169,107,99,209,74,88,160,313,259,576,91,83,174,476,429,909
SAL51366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,20,0,0,0,7,6,20
SAL51367,0,3,9,9,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,11,8,24,0,0,0,11,8,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,22,43,0,0,5,26,22,47
SAL51368,0,98,101,197,0,0,0,40,40,79,0,0,0,40,40,80,12,4,11,476,504,983,3,0,4,489,508,995,0,0,0,52,64,118,75,74,147,126,138,266,22,21,48,1574,1624,3202,80,75,158,1674,1724,3398
SAL51369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,3,4,12,0,0,0,10,6,10
SAL51370,0,3,5,8,0,0,0,4,0,4,0,0,0,4,0,4,0,0,0,24,14,35,0,0,0,24,14,35,0,0,0,0,0,0,9,7,8,5,7,9,0,0,0,65,44,108,4,7,10,71,49,116
SAL51371,0,93,112,206,0,5,3,21,53,72,0,0,0,25,53,81,9,16,23,461,536,992,0,0,0,471,550,1023,3,0,7,68,69,136,52,38,93,126,110,240,56,33,92,1783,1812,3590,55,48,99,1893,1887,3781
SAL51372,0,133,165,294,15,27,42,36,29,66,0,0,0,51,60,112,246,320,566,631,657,1283,0,5,7,874,978,1856,99,108,207,140,122,264,891,661,1545,1133,888,2025,1190,1266,2454,3693,3303,6993,919,681,1594,5801,5249,11046
SAL51373,4,82,133,212,10,14,25,45,54,93,0,6,6,53,73,124,62,62,120,448,474,923,4,8,13,516,538,1053,36,39,76,75,71,149,154,121,280,267,234,501,244,249,487,1862,1766,3630,172,129,303,2274,2140,4416
SAL51374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,5,0,0,0,7,0,5,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,12,5,14,0,0,3,13,7,20
SAL51375,0,4,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,16,0,0,0,7,7,16,0,0,0,3,0,5,0,3,10,10,8,15,0,0,0,38,36,81,6,6,8,46,43,85
SAL51376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,4,4,3,4,0,0,0,6,9,13,4,3,4,7,9,18
SAL51377,0,139,204,352,3,5,3,71,126,201,0,0,0,74,133,202,31,29,56,760,890,1652,6,3,9,793,921,1720,4,6,15,82,91,175,141,117,256,231,212,441,122,115,233,2670,2648,5324,154,128,277,2946,2886,5831
SAL51378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,4,11,0,0,0,9,4,11,0,0,0,6,0,0,4,3,5,8,3,9,0,0,0,12,12,22,4,3,5,19,12,23
SAL51379,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,3,3,10,0,5,5,0,0,0,3,5,8,4,4,7,0,0,0,0,4,3,3,5,18,22,17,43,11,16,27,0,4,3,36,33,73
SAL51380,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,0,0,0,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,18,43,0,0,0,18,18,43
SAL51381,3,258,318,575,0,0,0,98,123,217,0,0,0,95,122,221,21,15,35,1457,1564,3016,3,12,13,1480,1584,3069,4,3,11,219,211,435,266,260,525,496,476,971,73,44,118,5966,5949,11910,287,273,564,6323,6268,12596
SAL51382,0,6,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,8,23,0,0,0,11,8,23,0,0,0,4,0,4,10,6,18,14,6,19,0,0,3,96,70,168,10,6,18,107,81,188
SAL51383,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,11,5,16,0,0,0,11,5,16,0,0,0,0,0,0,5,8,10,5,8,7,0,0,0,28,25,47,5,8,10,27,33,54
SAL51384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,3,0,4,0,0,0,0,0,0,0,3,5,0,3,5,0,0,0,7,10,19,0,3,5,13,10,22
SAL51385,0,8,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,11,25,0,0,0,14,11,25,0,0,0,0,0,0,3,9,12,3,9,12,4,0,0,66,40,107,3,9,12,70,53,126
SAL51386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,11,0,0,0,7,6,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,10,30,0,0,0,18,11,29
SAL51387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,5,0,3,0,0,0,0,4,4,0,0,0,0,3,3,0,0,0,10,12,24,0,0,0,13,14,25
SAL51388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7,7,0,7,0,0,0,7,8,11,7,0,7,9,8,15
