SAL_CODE_2021,Indigenous_Aboriginal_M,Indigenous_Aboriginal_F,Indigenous_Aboriginal_P,Indigenous_Torres_Strait_Is_M,Indigenous_Torres_Strait_Is_F,Indigenous_Torres_Strait_Is_P,Indig_Bth_Abor_Torr_Strt_Is_M,Indig_Bth_Abor_Torr_Strt_Is_F,Indig_Bth_Abor_Torr_Strt_Is_P,Indigenous_TotM,Indigenous_TotF,Indigenous_TotP,Non_Indig_M,Non_Indig_F,Non_Indig_P,Indigenous_status_nsM,Indigenous_status_nsF,Indigenous_status_nsP,Tot_M,Tot_F,Tot_P
SAL51381,68,46,117,0,0,0,4,0,4,73,44,118,5966,5949,11910,287,273,564,6323,6268,12596
SAL51382,0,0,3,0,0,0,0,0,0,0,0,3,96,70,168,10,6,18,107,81,188
SAL51383,0,0,0,0,0,0,0,0,0,0,0,0,28,25,47,5,8,10,27,33,54
SAL51384,0,0,0,0,0,0,0,0,0,0,0,0,7,10,19,0,3,5,13,10,22
SAL51385,4,0,0,0,0,0,0,0,0,4,0,0,66,40,107,3,9,12,70,53,126
SAL51386,0,0,0,0,0,0,0,0,0,0,0,0,14,10,30,0,0,0,18,11,29
SAL51387,0,0,0,0,0,0,0,0,0,0,0,0,10,12,24,0,0,0,13,14,25
SAL51388,0,0,0,0,0,0,0,0,0,0,0,0,7,8,11,7,0,7,9,8,15
SAL51389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,0,4,12,4,12
SAL51390,38,46,79,0,0,0,0,0,0,40,46,77,1746,1797,3543,141,95,241,1929,1938,3860
SAL51391,0,0,0,0,0,0,0,0,0,0,0,0,42,37,79,3,4,7,44,40,84
SAL51392,0,0,0,0,0,0,0,0,0,0,0,0,39,42,83,7,0,8,42,46,91
SAL51393,6,8,21,0,0,0,0,0,0,9,8,16,272,240,509,27,21,48,303,266,572
SAL51394,57,59,113,0,0,0,0,0,0,59,62,122,6062,6330,12389,185,157,345,6303,6547,12852
SAL51395,190,224,410,0,0,0,0,0,0,186,224,414,639,641,1282,149,151,301,978,1012,1992
SAL51396,96,113,214,5,0,7,3,3,10,105,121,226,4991,5340,10331,225,156,381,5327,5615,10944
SAL51397,70,84,158,0,0,0,0,0,0,76,90,159,1437,1695,3131,81,75,151,1584,1856,3445
SAL51398,4,4,13,0,0,0,0,0,0,4,4,13,30,45,73,0,0,0,34,46,84
SAL51399,3,7,9,0,0,0,0,0,0,3,7,9,122,111,238,12,16,32,137,141,276
SAL51400,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,0,0,0,0,6,12
SAL51401,512,529,1039,0,0,0,6,8,12,522,530,1049,38,28,64,9,4,16,569,566,1133
SAL51402,59,80,135,0,0,4,0,0,3,61,79,139,2331,2197,4528,124,99,224,2518,2379,4894
SAL51403,0,0,0,0,0,0,0,0,0,0,0,0,28,29,61,6,5,6,33,33,66
SAL51404,9,11,16,0,0,0,0,0,0,9,11,16,212,228,445,8,5,10,224,246,469
SAL51405,29,31,59,0,0,3,0,0,0,32,29,58,4782,5094,9882,130,94,228,4947,5220,10165
SAL51406,0,0,0,0,0,0,0,0,0,0,0,0,73,81,156,6,7,7,79,87,161
SAL51407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51408,16,21,37,5,0,5,0,0,0,20,21,40,1162,1189,2345,62,40,104,1238,1249,2489
SAL51409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,7,0,6
SAL51410,25,33,60,0,0,0,0,0,0,25,33,60,529,522,1052,25,17,47,585,578,1165
SAL51411,5,7,11,0,0,0,0,0,0,5,8,11,387,375,760,11,9,18,406,392,793
SAL51412,0,0,0,0,0,0,0,0,0,0,0,0,5,5,9,0,0,0,5,5,9
SAL51413,150,158,312,0,3,3,3,0,0,155,162,315,1379,1404,2776,87,82,168,1617,1648,3267
SAL51414,16,17,31,0,0,0,0,0,0,16,17,31,0,0,6,0,5,5,22,23,41
SAL51415,142,150,294,0,0,0,0,0,0,142,150,294,10,19,31,8,5,8,162,168,330
SAL51416,34,38,64,5,0,7,0,4,3,34,40,76,4457,4922,9379,263,230,492,4757,5186,9940
SAL51417,98,84,188,0,0,3,3,0,0,104,88,191,5309,5553,10858,157,138,293,5563,5776,11340
SAL51418,0,0,0,0,0,0,0,0,0,0,0,0,47,45,92,6,3,7,55,50,100
SAL51419,63,54,116,0,0,0,0,0,0,63,54,119,628,695,1316,64,61,123,754,805,1558
SAL51420,212,217,423,0,0,5,0,0,0,212,217,430,3414,3628,7046,228,181,411,3856,4032,7889
SAL51421,35,14,49,0,0,0,0,0,0,35,14,49,2235,2166,4401,78,67,141,2349,2241,4592
SAL51422,0,0,0,0,0,0,0,0,0,0,0,0,55,55,114,12,4,14,67,63,127
SAL51423,3,0,3,0,0,0,0,0,0,0,0,0,43,16,63,9,3,15,57,24,82
SAL51424,0,0,4,0,0,0,0,0,0,0,0,4,53,43,95,10,9,16,57,57,114
SAL51425,0,0,0,0,0,0,0,0,0,0,0,0,8,5,17,3,6,11,10,15,26
SAL51426,0,0,0,0,0,0,0,0,0,0,0,0,12,10,23,4,0,3,13,11,25
SAL51427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51428,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,3,0,5
SAL51429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51430,52,68,120,0,0,0,0,0,0,52,68,120,69,70,140,13,12,18,132,147,281
SAL51431,10,12,26,0,0,0,0,0,0,10,12,26,46,41,82,13,12,23,66,61,129
SAL51432,0,0,0,0,0,0,0,0,0,0,0,0,9,11,18,0,0,0,9,11,18
SAL51433,230,207,431,0,0,0,0,0,0,230,207,431,16,23,40,8,7,10,253,232,487
SAL51434,0,0,0,0,0,0,0,0,0,0,0,0,8,5,11,0,0,4,11,5,16
SAL51435,40,39,80,0,0,5,0,0,6,38,42,82,4514,4688,9200,168,98,266,4717,4828,9547
SAL51436,35,29,61,0,4,4,0,0,0,34,31,65,594,634,1224,37,33,71,668,693,1360
SAL51437,6,0,6,0,0,0,0,0,0,6,0,6,8,7,19,0,0,0,17,7,23
SAL51438,0,0,0,0,0,0,0,0,0,0,0,0,20,16,36,0,0,0,20,16,36
SAL51439,0,0,0,0,0,0,0,0,0,0,0,0,43,28,73,6,12,13,48,43,89
SAL51440,125,98,220,0,0,0,0,0,0,121,98,221,241,58,293,124,13,138,487,166,657
SAL51441,0,0,0,0,0,0,0,0,0,0,0,0,27,24,52,0,0,0,27,26,54
SAL51442,0,0,0,0,0,0,0,0,0,0,0,0,103,105,210,13,15,30,120,122,240
SAL51443,0,0,0,0,0,0,0,0,0,0,0,0,12,9,20,0,0,0,12,9,20
SAL51444,0,0,0,0,0,0,0,0,0,0,0,0,24,27,47,0,3,4,24,32,52
SAL51445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51446,60,55,112,8,5,16,0,0,0,64,63,129,2761,2783,5544,117,59,177,2940,2903,5848
SAL51447,0,0,0,0,0,0,0,0,0,0,0,0,42,39,88,0,0,3,39,46,89
SAL51448,263,289,556,0,4,7,0,0,3,266,293,562,10978,11222,22200,480,418,905,11726,11935,23665
SAL51449,24,25,43,0,0,0,0,0,0,21,27,46,126,119,243,35,34,67,180,174,356
SAL51450,0,0,5,0,0,0,0,0,0,0,0,5,43,37,80,0,0,3,46,39,88
SAL51451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,3
SAL51452,0,0,0,0,0,0,0,0,0,0,0,0,15,11,30,8,7,15,26,22,48
SAL51453,0,0,0,0,0,0,0,0,0,0,0,0,28,24,54,0,0,0,29,25,57
SAL51454,4,0,4,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,4,0,4
SAL51455,18,23,41,0,0,0,0,0,0,18,23,41,0,3,3,0,0,0,18,28,41
SAL51456,137,140,271,6,9,17,6,7,8,145,152,301,1166,1057,2221,207,180,384,1516,1390,2910
SAL51457,0,0,0,0,0,0,0,0,0,0,0,0,11,6,20,0,0,0,11,6,20
SAL51458,30,31,64,0,0,0,0,0,0,30,31,64,587,578,1170,72,54,128,693,670,1362
SAL51459,0,0,0,0,0,0,0,0,0,0,0,0,12,7,22,0,0,0,16,7,21
SAL51460,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51461,0,0,0,0,0,0,0,0,0,0,0,0,12,11,26,0,0,0,12,11,26
SAL51462,9,0,10,0,0,0,0,0,0,9,0,10,166,140,305,45,17,56,214,160,378
SAL51463,122,0,129,0,0,0,9,0,9,137,0,139,224,33,261,0,0,0,360,35,395
SAL51464,0,0,0,0,0,0,0,0,0,0,0,0,9,8,17,0,7,6,7,10,22
SAL51465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51466,3,4,15,0,0,0,0,0,0,3,10,14,44,46,91,6,3,11,57,59,112
SAL51467,7,17,20,0,0,0,0,0,0,10,17,26,1972,2092,4066,73,51,125,2056,2158,4214
SAL51468,0,0,0,0,0,0,0,0,0,0,0,0,76,58,134,6,10,16,84,67,153
SAL51469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51470,9,11,19,0,0,0,0,0,0,9,11,19,1310,1436,2743,51,31,89,1378,1478,2855
SAL51471,0,0,0,0,0,0,0,0,0,0,0,0,14,11,27,3,0,6,18,15,31
SAL51472,28,46,76,0,0,0,0,0,0,31,47,78,3373,3704,7074,201,186,385,3604,3936,7541
SAL51473,0,0,0,0,0,0,0,0,0,0,0,0,4,4,9,0,0,0,4,4,9
SAL51474,0,0,0,0,0,0,0,0,0,0,0,0,38,37,78,0,0,0,37,37,75
SAL51475,97,77,175,0,0,0,0,0,0,101,84,180,1700,1663,3362,166,115,281,1968,1856,3822
SAL51476,0,0,0,0,0,0,0,0,0,0,0,0,35,35,64,8,4,11,43,36,78
SAL51477,0,0,0,0,0,0,0,0,0,0,0,0,18,17,38,0,0,0,18,17,38
SAL51478,0,3,3,0,0,0,0,0,0,0,3,3,189,164,347,14,13,23,201,173,374
SAL51479,0,0,0,0,0,0,0,0,0,0,0,0,11,9,17,28,11,33,37,14,51
SAL51480,0,4,4,0,0,0,0,0,0,0,4,4,88,81,166,4,0,4,93,83,177
SAL51481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51482,6,3,13,0,0,0,0,0,0,6,3,13,253,258,510,13,5,19,273,274,549
SAL51483,5,0,3,0,0,0,0,0,0,5,0,3,21,33,52,0,0,0,28,32,55
SAL51484,13,9,20,0,0,0,0,0,0,13,9,20,54,52,109,3,4,7,75,61,134
SAL51485,50,62,111,0,0,0,6,6,5,55,65,117,944,951,1890,60,68,124,1055,1077,2137
SAL51486,143,174,325,0,0,0,0,4,3,147,177,324,505,446,951,105,82,187,757,707,1467
SAL51487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4
SAL51488,0,0,0,0,0,0,0,0,0,0,0,0,25,19,45,5,0,5,29,19,44
SAL51489,27,27,53,0,0,0,0,0,0,27,28,61,1315,1367,2677,69,52,117,1405,1444,2853
SAL51490,64,47,111,3,0,4,3,0,4,69,51,119,4482,4255,8739,293,186,477,4838,4495,9334
SAL51491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51492,33,35,63,3,0,5,0,0,0,36,34,73,340,286,623,40,34,74,420,354,772
SAL51493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51494,14,25,40,0,0,0,0,0,0,14,25,41,543,633,1176,30,36,66,593,692,1280
SAL51495,0,3,3,0,0,0,0,0,0,0,3,3,46,41,85,7,6,14,55,45,100
SAL51496,0,0,0,0,0,0,0,0,0,0,0,0,12,14,26,0,0,3,14,15,26
SAL51497,0,0,0,0,0,0,0,0,0,0,0,0,17,16,30,0,0,0,17,16,30
SAL51498,0,0,0,0,0,0,0,0,0,0,0,0,24,20,45,0,7,3,26,21,51
SAL51499,0,0,0,0,0,0,0,0,0,0,0,0,23,15,43,4,0,8,32,18,52
SAL51500,158,199,352,0,3,3,0,0,0,159,200,358,1045,984,2036,138,145,288,1344,1334,2679
SAL51501,24,24,49,0,0,0,0,0,0,24,24,49,602,624,1231,83,87,167,711,729,1448
SAL51502,173,214,384,0,5,5,12,11,21,187,226,412,5588,5782,11374,366,305,665,6143,6313,12453
SAL51503,0,0,0,0,0,0,0,0,0,0,0,0,17,17,39,0,3,4,23,19,39
SAL51504,0,0,0,0,0,0,0,0,0,0,0,0,32,32,61,4,4,5,33,37,64
SAL51505,6,5,13,0,0,0,0,0,0,6,5,13,90,110,203,0,0,8,107,116,222
SAL51506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51508,0,6,14,0,0,0,0,0,0,0,6,14,480,488,967,29,11,39,507,504,1016
SAL51509,0,0,0,0,0,0,0,0,0,0,0,0,18,22,44,0,0,3,18,27,47
SAL51510,4,10,9,0,0,0,0,0,0,10,8,12,208,185,388,12,6,20,228,204,429
SAL51511,0,0,4,0,0,0,0,0,0,0,0,4,34,27,59,5,9,19,43,44,82
SAL51512,0,0,0,0,0,0,0,0,0,0,0,0,15,18,36,0,0,0,15,18,36
SAL51513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51514,0,0,0,0,0,0,0,0,0,0,0,0,18,13,32,0,0,0,18,13,32
SAL51515,0,0,0,0,0,0,0,0,0,0,0,0,11,10,21,0,0,0,11,10,21
SAL51516,50,50,97,0,0,0,0,0,0,50,50,97,5,10,16,6,0,4,59,51,117
SAL51517,0,0,0,0,0,0,0,0,0,0,0,0,8,4,9,0,6,4,8,9,14
SAL51518,3,3,4,0,0,0,0,0,0,3,3,4,159,141,295,52,38,91,210,179,391
SAL51519,16,15,34,5,0,4,0,0,0,23,21,37,1995,2182,4177,57,56,112,2076,2247,4324
SAL51520,0,0,0,0,0,0,0,0,0,0,0,0,24,18,47,10,7,14,37,24,64
SAL51521,131,137,268,0,5,3,0,4,5,128,143,274,1837,2017,3854,132,113,244,2105,2270,4375
SAL51522,0,0,0,0,0,0,0,0,0,0,0,0,60,62,116,14,9,21,74,66,137
SAL51523,0,0,0,0,0,0,0,0,0,0,0,0,31,14,44,4,0,4,28,14,43
SAL51524,3,0,8,0,0,0,0,0,0,3,0,8,62,53,123,3,3,6,74,63,134
SAL51525,35,40,74,0,0,0,4,0,3,35,40,82,1888,2013,3900,109,50,155,2032,2102,4142
SAL51526,87,92,175,9,3,13,3,5,6,98,103,190,5643,5815,11452,276,185,464,6014,6100,12113
SAL51527,0,0,0,0,0,0,0,0,0,0,0,0,38,18,55,3,6,6,38,23,60
SAL51528,79,83,158,0,0,0,0,0,0,79,83,158,7,8,18,10,3,12,90,96,185
SAL51529,6,6,5,0,0,0,0,0,0,6,6,5,66,62,128,0,0,0,70,62,137
SAL51530,206,225,431,0,0,0,0,0,0,206,225,431,37,30,61,9,8,16,247,264,511
SAL51531,0,0,0,0,0,0,0,0,0,0,0,0,12,11,27,0,0,5,13,10,26
SAL51532,0,0,0,0,0,0,0,0,0,0,0,0,23,26,51,0,0,0,23,30,55
SAL51533,204,198,405,0,0,0,0,0,0,205,198,409,12,14,29,13,10,24,233,223,457
SAL51534,189,202,394,0,3,0,4,4,10,195,212,411,4840,5061,9902,301,214,513,5339,5487,10828
SAL51535,0,0,0,0,0,0,0,0,0,0,0,0,34,24,57,4,0,0,37,30,63
SAL51536,58,49,104,0,0,0,0,0,0,58,49,104,1261,1352,2614,83,63,149,1400,1470,2868
SAL51537,0,0,0,0,0,0,0,0,0,0,0,0,3,8,14,0,0,0,3,8,14
SAL51538,0,0,0,0,0,0,0,0,0,0,0,0,22,23,41,13,10,27,37,32,66
SAL51539,0,0,0,0,0,0,0,0,0,0,0,0,9,13,16,4,0,3,10,17,26
SAL51540,14,12,21,0,0,0,0,0,0,14,12,21,375,373,753,8,19,28,397,406,800
SAL51541,9,12,27,0,0,0,0,0,0,9,12,27,1794,1936,3728,62,48,109,1867,1996,3858
SAL51542,9,4,10,0,0,0,0,0,0,9,4,10,36,41,79,17,11,24,57,51,110
SAL51543,0,0,0,0,0,0,0,0,0,0,0,0,15,15,28,0,0,0,15,15,28
SAL51544,30,13,43,0,0,3,0,0,0,32,17,53,1187,1145,2337,43,34,77,1264,1199,2460
SAL51545,0,0,0,0,0,0,0,0,0,0,0,0,76,63,136,5,0,9,76,63,144
SAL51546,3,4,7,0,0,0,0,0,0,3,0,9,642,679,1321,19,20,37,666,705,1369
SAL51547,12,8,18,0,0,0,0,0,0,12,8,18,58,47,107,4,7,16,69,66,137
SAL51548,0,0,0,0,0,0,0,0,0,0,0,0,33,19,50,5,4,8,34,25,61
SAL51549,43,50,91,0,0,0,0,0,0,43,49,94,3015,3154,6169,157,130,285,3213,3336,6547
SAL51550,9,5,12,0,0,0,0,0,0,9,5,12,220,197,414,8,9,23,234,210,443
SAL51551,0,0,0,0,0,0,0,0,0,0,0,0,12,7,22,0,0,0,11,14,24
SAL51552,13,10,23,0,0,0,0,0,0,13,10,23,63,64,130,5,3,10,78,76,158
SAL51553,0,0,0,0,0,0,0,0,0,0,0,0,11,8,19,4,0,4,15,8,18
SAL51554,0,0,0,0,0,0,0,0,0,0,0,0,48,29,75,3,0,9,47,34,80
SAL51555,3,3,8,0,0,0,0,0,0,3,3,8,57,24,78,25,17,38,83,48,127
SAL51556,0,0,0,0,0,0,0,0,0,0,0,0,16,13,33,4,5,4,20,12,35
SAL51557,0,0,0,0,0,0,0,0,0,3,0,3,62,4,65,0,0,0,70,4,69
SAL51558,165,166,336,11,3,11,7,7,7,176,176,352,6494,6753,13245,323,209,529,6992,7132,14127
SAL51559,0,0,0,0,0,0,0,0,0,0,0,0,18,15,32,0,0,0,20,15,35
SAL51560,0,0,0,0,0,0,0,0,0,0,0,0,8,9,9,0,3,3,8,6,13
SAL51561,0,0,0,0,0,0,0,0,0,0,0,0,69,82,148,5,5,11,69,82,151
SAL51562,0,0,0,0,0,0,0,0,0,0,0,0,29,35,65,4,4,9,34,38,78
SAL51563,0,0,0,0,0,0,0,0,0,0,0,0,6,0,9,5,0,5,12,0,16
SAL51564,28,30,56,0,0,0,0,0,0,28,32,60,5652,6016,11670,163,168,327,5842,6216,12061
SAL51565,35,8,44,0,0,0,0,0,0,34,8,43,3340,3214,6552,83,61,148,3461,3286,6743
SAL51566,0,0,0,0,0,0,0,0,0,0,0,0,19,20,45,0,0,0,21,25,44
SAL51567,24,21,39,0,0,0,0,0,0,24,21,39,656,713,1361,37,42,80,713,770,1483
SAL51568,0,0,0,0,0,0,0,0,0,0,0,0,10,3,13,0,0,5,11,4,21
SAL51569,109,113,223,0,4,3,0,0,0,117,116,226,3847,4385,8234,219,189,409,4175,4689,8869
SAL51570,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,5,0,5
SAL51571,0,0,0,0,0,0,0,0,0,0,0,0,12,15,24,0,0,0,12,11,29
SAL51572,0,0,0,0,0,0,0,0,0,0,0,0,88,78,164,11,3,16,101,81,182
SAL51573,7,10,18,0,0,0,0,0,0,7,10,18,203,256,462,24,29,55,234,295,536
SAL51574,0,0,0,0,0,0,0,0,0,0,0,0,9,6,20,0,0,0,11,6,20
SAL51575,0,0,0,0,0,0,0,0,0,0,0,0,9,7,17,9,4,9,16,17,36
SAL51576,0,0,0,0,0,0,0,0,0,0,0,0,17,9,23,7,3,12,22,10,32
SAL51577,54,45,97,0,0,0,0,0,0,54,53,99,615,571,1186,55,29,83,723,651,1373
SAL51578,10,17,26,0,0,5,0,0,0,11,14,29,1969,2158,4123,90,96,182,2067,2273,4340
SAL51579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51580,27,18,44,0,0,5,0,0,6,29,22,53,2898,2802,5697,207,143,352,3136,2964,6102
SAL51581,0,0,0,0,0,0,0,0,0,0,0,0,54,44,97,0,0,0,54,48,100
SAL51582,3,10,11,0,0,0,0,0,0,3,10,14,205,210,415,13,9,20,221,225,448
SAL51583,0,0,0,0,0,0,0,0,0,0,0,0,27,23,52,6,0,11,33,26,59
SAL51584,0,0,0,0,0,0,0,0,0,0,0,0,33,26,60,0,4,4,39,32,71
SAL51585,4,126,127,0,0,0,0,10,10,4,131,133,265,363,621,18,8,26,284,501,786
SAL51586,9,5,12,0,0,0,0,0,0,9,5,12,226,204,427,30,23,56,265,234,497
SAL51587,3,0,3,0,0,0,0,0,0,3,0,3,37,44,76,7,6,11,45,48,93
SAL51588,53,79,136,0,0,0,6,0,6,55,79,140,3187,3265,6459,235,213,448,3484,3559,7042
SAL51589,0,0,4,0,0,0,0,0,0,0,0,4,59,55,116,8,5,14,61,65,129
SAL51590,0,0,0,0,0,0,0,0,0,0,0,0,10,9,22,5,8,7,18,14,34
SAL51591,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,5,5
SAL51592,15,26,41,0,0,0,0,0,0,15,26,42,437,474,915,30,16,49,480,518,1005
SAL51593,14,30,38,4,0,4,0,0,0,18,30,49,1498,1667,3161,89,64,146,1603,1757,3358
SAL51594,22,12,37,0,0,0,0,0,0,22,12,37,258,228,480,35,33,71,313,271,587
SAL51595,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,11,0,10
SAL51596,0,0,0,0,0,0,0,0,0,0,0,0,3,5,9,0,0,0,3,5,9
SAL51597,0,0,0,0,0,0,0,0,0,0,0,0,18,22,39,3,0,3,19,31,45
SAL51598,0,0,0,0,0,0,0,0,0,0,0,0,7,0,4,0,0,0,7,0,4
SAL51599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51600,8,7,13,0,0,0,0,0,0,8,7,13,151,145,300,34,32,60,195,183,380
SAL51601,143,111,250,23,11,36,0,0,0,165,126,291,761,598,1364,223,147,374,1152,870,2022
SAL51602,0,0,0,0,0,0,0,0,0,0,0,0,6,3,13,15,0,14,25,7,28
SAL51603,10,9,18,0,0,0,0,0,0,10,9,18,0,0,0,0,0,0,9,12,21
SAL51604,0,0,0,0,0,0,0,0,0,0,0,0,6,8,19,6,0,3,15,11,21
SAL51605,0,0,0,0,0,0,0,0,0,0,0,0,5,3,7,0,0,3,6,4,8
SAL51606,0,0,0,0,0,0,0,0,0,0,0,0,37,25,59,3,5,9,37,32,71
SAL51607,0,0,0,0,0,0,0,0,0,0,0,0,7,9,18,0,0,0,7,9,18
SAL51608,0,0,0,0,0,0,0,0,0,0,0,0,4,10,14,0,0,0,4,9,16
SAL51609,0,4,6,0,0,0,0,0,0,0,4,6,20,13,38,0,0,0,21,17,38
SAL51610,88,107,199,0,4,4,3,0,0,91,112,205,2303,2645,4946,155,141,297,2551,2896,5447
SAL51611,49,45,88,0,0,0,0,0,0,49,45,88,13,13,29,3,5,8,64,66,127
SAL51612,38,35,76,4,0,0,0,4,4,43,37,78,9287,9531,18824,199,159,357,9533,9731,19262
SAL51613,0,0,0,0,0,0,0,0,0,0,0,0,68,72,134,18,11,22,79,84,164
SAL51614,8,11,17,0,0,0,0,0,0,6,11,18,451,426,871,53,56,110,511,488,996
SAL51615,7,3,11,0,0,0,0,0,0,7,3,11,55,50,106,4,0,5,67,60,124
SAL51616,0,4,11,0,0,0,0,0,0,0,4,11,304,301,607,13,9,20,323,317,635
SAL51617,51,81,132,6,0,3,4,6,3,61,81,141,3109,3111,6223,136,108,239,3303,3298,6608
SAL51618,63,73,133,0,0,0,0,0,0,63,73,137,158,63,221,116,36,159,339,182,521
SAL51619,0,0,0,0,0,0,0,0,0,0,0,0,87,79,168,9,8,21,98,91,193
SAL51620,3,3,3,0,0,0,0,0,0,3,3,3,53,43,100,9,8,23,70,56,124
SAL51621,0,0,0,0,0,0,0,0,0,0,0,0,9,14,24,0,6,4,12,17,30
SAL51622,0,3,3,0,0,0,0,0,0,0,3,3,90,73,165,3,8,11,91,87,176
SAL51623,5,8,13,0,0,0,0,0,0,5,8,13,2923,2977,5901,65,36,109,2991,3027,6020
SAL51624,4,0,6,0,0,0,0,0,0,6,0,3,220,213,437,20,19,43,251,237,484
SAL51625,114,129,235,0,0,0,8,3,9,113,129,244,1220,1269,2489,131,119,246,1464,1515,2979
SAL51626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51627,0,0,0,0,0,0,0,0,0,0,0,0,12,8,16,0,0,0,12,8,16
SAL51628,0,0,0,0,0,0,0,0,0,0,0,0,8,9,21,0,0,0,8,9,21
SAL51629,0,7,4,0,0,0,0,0,0,0,7,4,116,116,234,7,5,14,127,127,255
SAL51630,0,0,0,0,0,0,0,0,0,0,0,0,18,21,36,0,0,3,18,22,32
SAL51631,0,0,0,0,0,0,0,0,0,0,0,0,15,14,33,3,0,6,20,24,39
SAL51632,34,33,62,0,0,0,3,0,3,40,33,63,394,369,757,41,29,70,472,423,896
SAL51633,4,0,4,0,0,0,0,0,0,4,0,4,8,9,24,0,0,0,12,9,29
SAL51634,5,6,8,0,0,0,0,0,0,5,6,8,83,86,169,14,10,16,101,99,196
SAL51635,84,98,178,0,0,4,4,0,4,88,94,181,678,701,1378,73,70,145,839,876,1711
SAL51636,3,0,6,0,0,0,0,0,0,3,0,6,88,90,178,13,10,20,102,105,207
SAL51637,29,20,47,0,0,0,0,0,0,29,17,44,538,570,1105,36,22,56,596,611,1207
SAL51638,6,10,18,0,0,0,0,0,0,7,10,21,2112,2310,4425,60,50,115,2182,2373,4551
SAL51639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51640,9,6,12,0,0,0,0,0,0,12,6,17,271,287,565,35,25,63,317,323,639
SAL51641,23,27,52,0,0,0,0,0,0,23,30,51,4551,4823,9373,85,71,152,4659,4923,9579
SAL51642,0,0,0,0,0,0,0,0,0,0,0,0,66,49,114,3,4,0,66,50,116
SAL51643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51644,0,0,0,0,0,0,0,0,0,0,0,0,16,10,21,7,6,5,20,13,34
SAL51645,0,0,0,0,0,0,0,0,0,0,0,0,12,22,33,0,0,5,14,19,33
SAL51646,559,0,565,4,0,4,28,0,28,592,0,596,1596,367,1960,38,17,61,2225,391,2613
SAL51647,28,21,55,0,0,0,0,0,0,28,21,55,590,576,1168,43,32,76,661,635,1295
SAL51648,0,0,0,0,0,0,0,0,0,0,0,0,35,27,65,0,0,0,38,32,65
SAL51649,0,0,0,0,0,0,0,0,0,0,0,0,13,17,34,0,4,3,13,19,39
SAL51650,4,8,16,0,0,0,0,0,0,4,8,16,30,33,65,0,8,10,44,45,90
SAL51651,40,30,69,0,0,0,0,0,0,40,30,69,589,601,1192,56,62,116,681,691,1372
SAL51652,0,0,0,0,0,0,0,0,0,0,0,0,173,173,350,10,8,22,187,187,370
SAL51653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51654,12,14,28,0,0,0,0,0,0,12,14,28,158,141,300,18,15,35,185,174,358
SAL51655,0,0,0,0,0,0,0,0,0,0,0,0,5,9,21,0,0,0,5,10,19
SAL51656,259,277,533,0,0,0,0,0,0,257,277,533,157,112,266,77,67,143,486,450,941
SAL51657,0,3,3,0,0,0,0,0,0,0,3,3,7,7,12,0,0,0,7,13,18
SAL51658,0,0,0,0,0,0,0,0,0,0,0,0,5,12,15,0,0,0,9,12,14
