ILOC_CODE_2021,Ty_LTHC_Arth_Ind_M,Ty_LTHC_Arth_Ind_F,Ty_LTHC_Arth_Ind_P,Ty_LTHC_Arth_NoInd_M,Ty_LTHC_Arth_NoInd_F,Ty_LTHC_Arth_NoInd_P,Ty_LTHC_Arth_In_ns_M,Ty_LTHC_Arth_In_ns_F,Ty_LTHC_Arth_In_ns_P,Ty_LTHC_Arth_Tot_M,Ty_LTHC_Arth_Tot_F,Ty_LTHC_Arth_Tot_P,Ty_LTHC_Asth_Ind_M,Ty_LTHC_Asth_Ind_F,Ty_LTHC_Asth_Ind_P,Ty_LTHC_Asth_NoInd_M,Ty_LTHC_Asth_NoInd_F,Ty_LTHC_Asth_NoInd_P,Ty_LTHC_Asth_In_ns_M,Ty_LTHC_Asth_In_ns_F,Ty_LTHC_Asth_In_ns_P,Ty_LTHC_Asth_Tot_M,Ty_LTHC_Asth_Tot_F,Ty_LTHC_Asth_Tot_P,Ty_LTHC_Canc_Ind_M,Ty_LTHC_Canc_Ind_F,Ty_LTHC_Canc_Ind_P,Ty_LTHC_Canc_NoInd_M,Ty_LTHC_Canc_NoInd_F,Ty_LTHC_Canc_NoInd_P,Ty_LTHC_Canc_In_ns_M,Ty_LTHC_Canc_In_ns_F,Ty_LTHC_Canc_In_ns_P,Ty_LTHC_Canc_Tot_M,Ty_LTHC_Canc_Tot_F,Ty_LTHC_Canc_Tot_P,Ty_LTHC_Dem_Ind_M,Ty_LTHC_Dem_Ind_F,Ty_LTHC_Dem_Ind_P,Ty_LTHC_Dem_NoInd_M,Ty_LTHC_Dem_NoInd_F,Ty_LTHC_Dem_NoInd_P,Ty_LTHC_Dem_In_ns_M,Ty_LTHC_Dem_In_ns_F,Ty_LTHC_Dem_In_ns_P,Ty_LTHC_Dem_Tot_M,Ty_LTHC_Dem_Tot_F,Ty_LTHC_Dem_Tot_P,Ty_LTHC_Diab_Ind_M,Ty_LTHC_Diab_Ind_F,Ty_LTHC_Diab_Ind_P,Ty_LTHC_Diab_NoInd_M,Ty_LTHC_Diab_NoInd_F,Ty_LTHC_Diab_NoInd_P,Ty_LTHC_Diab_In_ns_M,Ty_LTHC_Diab_In_ns_F,Ty_LTHC_Diab_In_ns_P,Ty_LTHC_Diab_Tot_M,Ty_LTHC_Diab_Tot_F,Ty_LTHC_Diab_Tot_P,Ty_LTHC_Heart_Dis_Ind_M,Ty_LTHC_Heart_Dis_Ind_F,Ty_LTHC_Heart_Dis_Ind_P,Ty_LTHC_Heart_Dis_NoInd_M,Ty_LTHC_Heart_Dis_NoInd_F,Ty_LTHC_Heart_Dis_NoInd_P,Ty_LTHC_Heart_Dis_In_ns_M,Ty_LTHC_Heart_Dis_In_ns_F,Ty_LTHC_Heart_Dis_In_ns_P,Ty_LTHC_Heart_Dis_Tot_M,Ty_LTHC_Heart_Dis_Tot_F,Ty_LTHC_Heart_Dis_Tot_P,Ty_LTHC_Kid_Dis_Ind_M,Ty_LTHC_Kid_Dis_Ind_F,Ty_LTHC_Kid_Dis_Ind_P,Ty_LTHC_Kid_Dis_NoInd_M,Ty_LTHC_Kid_Dis_NoInd_F,Ty_LTHC_Kid_Dis_NoInd_P,Ty_LTHC_Kid_Dis_In_ns_M,Ty_LTHC_Kid_Dis_In_ns_F,Ty_LTHC_Kid_Dis_In_ns_P,Ty_LTHC_Kid_Dis_Tot_M,Ty_LTHC_Kid_Dis_Tot_F,Ty_LTHC_Kid_Dis_Tot_P,Ty_LTHC_Lung_Con_Ind_M,Ty_LTHC_Lung_Con_Ind_F,Ty_LTHC_Lung_Con_Ind_P,Ty_LTHC_Lung_Con_NoInd_M,Ty_LTHC_Lung_Con_NoInd_F,Ty_LTHC_Lung_Con_NoInd_P,Ty_LTHC_Lung_Con_In_ns_M,Ty_LTHC_Lung_Con_In_ns_F,Ty_LTHC_Lung_Con_In_ns_P,Ty_LTHC_Lung_Con_Tot_M,Ty_LTHC_Lung_Con_Tot_F,Ty_LTHC_Lung_Con_Tot_P,Ty_LTHC_MHC_Ind_M,Ty_LTHC_MHC_Ind_F,Ty_LTHC_MHC_Ind_P,Ty_LTHC_MHC_NoInd_M,Ty_LTHC_MHC_NoInd_F,Ty_LTHC_MHC_NoInd_P,Ty_LTHC_MHC_In_ns_M,Ty_LTHC_MHC_In_ns_F,Ty_LTHC_MHC_In_ns_P,Ty_LTHC_MHC_Tot_M,Ty_LTHC_MHC_Tot_F,Ty_LTHC_MHC_Tot_P,Ty_LTHC_Stroke_Ind_M,Ty_LTHC_Stroke_Ind_F,Ty_LTHC_Stroke_Ind_P,Ty_LTHC_Stroke_NoInd_M,Ty_LTHC_Stroke_NoInd_F,Ty_LTHC_Stroke_NoInd_P,Ty_LTHC_Stroke_In_ns_M,Ty_LTHC_Stroke_In_ns_F,Ty_LTHC_Stroke_In_ns_P,Ty_LTHC_Stroke_Tot_M,Ty_LTHC_Stroke_Tot_F,Ty_LTHC_Stroke_Tot_P,Ty_LTHC_oth_LTHC_Ind_M,Ty_LTHC_oth_LTHC_Ind_F,Ty_LTHC_oth_LTHC_Ind_P,Ty_LTHC_oth_LTHC_NoInd_M,Ty_LTHC_oth_LTHC_NoInd_F,Ty_LTHC_oth_LTHC_NoInd_P,Ty_LTHC_oth_LTHC_In_ns_M,Ty_LTHC_oth_LTHC_In_ns_F,Ty_LTHC_oth_LTHC_In_ns_P,Ty_LTHC_oth_LTHC_Tot_M,Ty_LTHC_oth_LTHC_Tot_F,Ty_LTHC_oth_LTHC_Tot_P,Ty_LTHC_no_LTHC_Ind_M,Ty_LTHC_no_LTHC_Ind_F,Ty_LTHC_no_LTHC_Ind_P,Ty_LTHC_no_LTHC_NoInd_M,Ty_LTHC_no_LTHC_NoInd_F,Ty_LTHC_no_LTHC_NoInd_P,Ty_LTHC_no_LTHC_In_ns_M,Ty_LTHC_no_LTHC_In_ns_F,Ty_LTHC_no_LTHC_In_ns_P,Ty_LTHC_no_LTHC_Tot_M,Ty_LTHC_no_LTHC_Tot_F,Ty_LTHC_no_LTHC_Tot_P,Ty_LTHC_Ns_Ind_M,Ty_LTHC_Ns_Ind_F,Ty_LTHC_Ns_Ind_P,Ty_LTHC_Ns_NoInd_M,Ty_LTHC_Ns_NoInd_F,Ty_LTHC_Ns_NoInd_P,Ty_LTHC_Ns_In_ns_M,Ty_LTHC_Ns_In_ns_F,Ty_LTHC_Ns_In_ns_P,Ty_LTHC_Ns_Tot_M,Ty_LTHC_Ns_Tot_F,Ty_LTHC_Ns_Tot_P,Tot_p_Ind_M,Tot_p_Ind_F,Tot_p_Ind_P,Tot_p_NoInd_M,Tot_p_NoInd_F,Tot_p_NoInd_P,Tot_p_In_ns_M,Tot_p_In_ns_F,Tot_p_In_ns_P,Tot_p_Tot_M,Tot_p_Tot_F,Tot_p_Tot_P,Co_LTHC_no_SC_Ind_M,Co_LTHC_no_SC_Ind_F,Co_LTHC_no_SC_Ind_P,Co_LTHC_no_SC_NoInd_M,Co_LTHC_no_SC_NoInd_F,Co_LTHC_no_SC_NoInd_P,Co_LTHC_no_SC_In_ns_M,Co_LTHC_no_SC_In_ns_F,Co_LTHC_no_SC_In_ns_P,Co_LTHC_no_SC_Tot_M,Co_LTHC_no_SC_Tot_F,Co_LTHC_no_SC_Tot_P,Co_LTHC_1ms_LTHC_onec_Ind_M,Co_LTHC_1ms_LTHC_onec_Ind_F,Co_LTHC_1ms_LTHC_onec_Ind_P,Co_LTHC_1ms_LTHC_onec_NoInd_M,Co_LTHC_1ms_LTHC_onec_NoInd_F,Co_LTHC_1ms_LTHC_onec_NoInd_P,Co_LTHC_1ms_LTHC_onec_In_ns_M,Co_LTHC_1ms_LTHC_onec_In_ns_F,Co_LTHC_1ms_LTHC_onec_In_ns_P,Co_LTHC_1ms_LTHC_onec_Tot_M,Co_LTHC_1ms_LTHC_onec_Tot_F,Co_LTHC_1ms_LTHC_onec_Tot_P,Co_LTHC_1ms_LTHC_twoc_Ind_M,Co_LTHC_1ms_LTHC_twoc_Ind_F,Co_LTHC_1ms_LTHC_twoc_Ind_P,Co_LTHC_1ms_LTHC_twoc_NoInd_M,Co_LTHC_1ms_LTHC_twoc_NoInd_F,Co_LTHC_1ms_LTHC_twoc_NoInd_P,Co_LTHC_1ms_LTHC_twoc_In_ns_M,Co_LTHC_1ms_LTHC_twoc_In_ns_F
ILOC50501901,3,12,13,551,958,1516,0,4,8,561,977,1535,12,25,37,660,816,1476,0,0,0,673,834,1512,3,0,3,207,244,456,0,0,0,215,250,462,0,0,0,33,50,86,0,0,0,35,50,85,10,10,21,666,521,1191,0,0,0,676,535,1212,8,3,22,488,238,728,3,0,4,504,247,746,0,0,0,100,64,162,0,0,0,100,59,164,5,3,8,148,135,282,0,0,0,151,145,288,23,23,43,570,919,1486,4,3,6,591,943,1532,4,5,6,88,69,157,0,0,0,93,70,164,12,10,26,654,855,1505,4,0,4,673,866,1537,130,146,281,6151,5864,12018,19,17,39,6303,6030,12335,14,15,30,394,383,774,333,274,605,735,672,1409,205,218,423,9334,9442,18775,357,301,657,9897,9960,19855,142,151,292,6530,6303,12835,17,17,43,6691,6469,13165,35,36,71,1678,1870,3545,8,4,6,1718,1908,3626,7,11,22,488,633,1124,0,0
ILOC50501902,17,41,53,514,998,1506,11,7,18,534,1040,1571,40,68,112,700,927,1629,6,3,4,749,997,1743,4,8,7,225,243,469,0,3,3,230,248,479,0,5,4,46,45,86,0,0,3,48,49,98,37,22,56,649,617,1269,10,3,10,694,641,1335,17,16,34,401,263,663,3,0,9,419,285,707,4,7,9,118,97,212,6,0,7,126,102,226,3,11,13,193,190,386,5,0,8,204,198,407,39,65,100,647,983,1628,4,4,10,690,1047,1735,3,0,11,100,67,168,5,0,3,110,71,180,37,44,80,742,868,1615,9,3,11,785,914,1702,250,264,511,6561,6111,12676,28,22,49,6841,6396,13237,51,39,90,436,419,853,451,384,832,936,840,1782,427,467,892,9943,9825,19764,502,413,911,10872,10701,21573,268,281,549,7002,6513,13519,31,21,51,7295,6824,14116,79,86,166,1795,1892,3691,17,0,16,1891,1983,3879,23,26,51,465,641,1103,4,3
ILOC50501903,3,8,13,76,111,185,0,0,0,80,118,195,7,7,8,68,96,164,0,3,5,72,106,177,0,4,4,19,30,52,0,0,0,19,36,54,0,0,0,0,5,5,0,0,0,0,3,3,4,6,9,48,57,103,0,0,0,51,59,112,0,0,7,37,44,78,0,0,0,36,46,86,0,6,6,9,5,11,0,0,0,9,6,15,0,0,4,25,24,50,0,0,0,27,25,50,5,11,13,91,139,236,0,0,0,104,146,247,0,5,5,3,17,19,0,0,0,11,13,24,4,6,7,61,79,146,0,0,0,68,88,151,22,29,50,497,412,908,6,3,6,528,444,965,9,8,16,46,38,80,67,59,121,117,99,213,44,55,103,855,775,1629,68,68,139,966,896,1861,25,35,57,532,436,975,6,3,6,561,479,1032,12,6,18,199,177,375,0,0,0,207,187,396,3,0,3,53,67,115,0,4
ILOC50501904,23,28,48,1027,1615,2641,3,8,12,1054,1650,2707,75,82,155,1511,2030,3536,0,8,6,1589,2116,3698,10,3,9,447,481,934,6,3,9,459,490,948,3,0,3,49,48,100,0,0,0,52,51,100,26,29,54,1021,746,1766,4,3,4,1045,779,1827,11,16,33,750,423,1171,3,0,4,764,443,1211,9,4,18,139,119,260,0,3,3,151,131,276,5,4,10,263,221,489,0,0,3,270,225,498,56,80,137,1308,2292,3599,0,0,0,1363,2370,3734,3,5,10,151,115,264,0,0,0,157,120,279,63,59,124,1368,1745,3116,0,5,3,1431,1806,3242,444,453,900,17963,17454,35415,62,40,101,18462,17948,36410,48,160,207,844,964,1804,1122,731,1851,2008,1856,3868,676,818,1497,24717,25303,50016,1192,796,1983,26586,26917,53503,478,479,955,18845,18394,37234,58,39,97,19380,18914,38293,105,117,228,3875,4351,8226,12,10,21,3988,4482,8473,37,40,79,829,1175,2003,0,4
ILOC50501905,6,24,29,599,1150,1750,4,13,13,607,1185,1793,57,74,132,957,1359,2314,3,7,10,1017,1442,2457,4,5,17,240,344,588,0,3,3,248,358,610,0,0,0,65,127,191,0,5,7,69,134,203,25,15,39,694,552,1245,7,9,9,720,574,1292,11,7,12,481,341,825,0,6,6,494,355,843,0,3,3,83,104,184,0,0,0,86,104,190,6,4,13,159,210,373,0,5,0,171,218,388,27,58,83,881,1587,2466,7,5,7,911,1644,2559,0,3,7,110,89,195,0,0,7,116,89,207,52,31,81,909,1133,2042,4,6,5,965,1172,2134,301,262,566,8314,8164,16483,25,17,42,8642,8444,17081,22,25,45,533,469,1000,619,505,1122,1176,995,2175,467,433,901,12354,13119,25470,653,546,1201,13473,14091,27568,332,274,610,8825,8695,17514,22,15,39,9182,8983,18168,88,88,176,2170,2665,4830,9,10,19,2268,2759,5022,11,30,45,528,879,1414,4,0
ILOC50501906,6,13,21,251,435,682,0,0,3,253,454,708,12,13,16,307,392,697,5,0,5,322,404,719,0,0,0,112,144,256,3,0,3,112,141,258,0,0,0,39,67,106,0,0,0,39,67,106,7,10,16,201,175,378,0,0,0,212,187,394,6,3,5,190,122,313,0,0,0,199,126,322,3,3,4,39,27,63,0,0,0,44,29,70,0,7,4,71,75,145,0,0,0,74,76,150,14,14,25,348,521,868,0,0,0,370,532,903,0,0,0,36,29,66,0,0,0,36,28,67,7,9,12,299,423,720,3,0,0,305,430,739,86,44,132,2553,2414,4965,7,4,12,2641,2469,5111,4,0,12,167,146,315,159,125,286,336,274,609,138,88,224,4014,4092,8108,179,131,309,4326,4319,8645,90,51,139,2709,2603,5315,9,4,11,2803,2661,5462,32,24,52,824,915,1743,4,0,8,859,941,1800,4,3,11,222,292,510,3,0
ILOC50501907,3,6,8,156,303,456,0,0,0,154,316,471,12,16,35,161,250,411,0,0,0,176,269,444,0,7,7,59,79,142,0,0,0,59,86,148,0,0,0,42,73,111,0,3,3,43,72,113,7,14,22,158,151,300,0,3,3,166,168,331,3,8,13,116,116,226,5,0,0,119,125,247,0,5,4,18,23,43,0,0,0,16,31,47,0,3,0,43,55,101,0,0,0,42,59,105,17,24,41,285,414,698,0,3,0,299,443,745,0,0,0,36,24,58,0,0,0,30,25,58,4,6,15,206,237,449,0,4,5,209,249,465,66,58,127,1348,1317,2664,5,11,9,1420,1382,2802,9,11,19,124,163,292,257,196,455,388,373,763,114,120,232,2316,2505,4818,264,216,478,2691,2844,5532,70,60,132,1460,1412,2872,5,11,15,1532,1479,3012,25,31,63,512,558,1064,6,3,7,537,594,1136,8,10,18,148,247,393,0,3
ILOC50501908,9,19,30,191,349,546,0,0,3,206,373,574,17,30,47,228,300,534,3,0,6,249,335,581,6,6,7,69,97,162,0,0,4,70,101,176,0,3,4,20,17,38,0,0,0,21,24,36,17,32,44,223,186,416,0,0,4,240,223,464,11,15,29,143,106,252,6,4,4,160,121,280,0,6,7,27,37,69,0,0,0,30,43,74,7,6,12,87,83,175,0,0,5,97,93,187,20,41,57,289,431,724,5,0,5,309,474,783,3,11,9,27,45,73,0,0,0,34,54,88,20,19,43,253,310,568,0,0,0,280,330,607,138,123,262,1848,1744,3588,8,12,20,2000,1877,3877,23,19,42,123,89,216,223,190,414,367,294,666,237,244,476,2967,2965,5930,236,215,450,3437,3424,6859,159,126,286,1968,1858,3829,8,12,20,2134,2005,4136,40,63,97,578,616,1193,4,4,11,623,678,1298,10,23,34,190,239,432,0,4
ILOC50501909,4,7,11,190,322,516,0,5,4,191,338,528,22,25,49,306,355,661,0,3,3,328,388,713,0,0,4,63,100,167,0,0,0,66,106,170,0,0,0,13,12,22,0,0,0,13,12,22,14,8,20,184,156,337,0,3,4,194,168,360,4,8,14,147,79,222,3,0,3,151,88,245,0,0,4,28,31,55,0,0,0,29,29,58,0,7,7,48,55,102,0,0,0,48,57,110,17,30,46,270,458,729,0,0,0,293,488,778,0,0,0,25,19,48,0,3,3,25,22,51,25,22,44,249,311,562,3,0,6,273,330,611,141,133,272,1951,1838,3787,10,15,28,2107,1979,4089,4,10,15,128,126,258,126,95,222,263,232,492,215,210,424,3142,3197,6336,146,115,262,3505,3519,7019,156,138,296,2081,1982,4065,15,15,29,2258,2129,4384,36,46,87,706,739,1449,0,3,3,748,792,1542,8,10,17,139,227,371,0,4
ILOC50502001,30,74,105,2768,5255,8018,19,34,52,2813,5359,8178,109,134,238,3874,5016,8890,7,16,21,3990,5164,9156,10,13,21,1322,1362,2684,6,5,8,1334,1381,2717,0,3,5,299,432,729,0,4,7,304,439,744,52,72,119,3018,2490,5508,14,13,27,3086,2569,5651,23,32,66,2283,1418,3704,21,8,32,2331,1464,3801,6,14,18,468,395,856,8,3,11,473,410,889,15,22,34,829,855,1679,3,5,9,849,873,1719,100,159,256,3409,5753,9160,14,15,29,3524,5922,9444,0,8,14,463,392,856,8,0,6,465,403,876,64,92,162,3848,5018,8869,22,18,41,3932,5135,9066,594,637,1234,39749,38728,78474,93,83,179,40440,39443,79883,76,68,149,2216,2183,4404,2082,1503,3586,4379,3761,8141,973,1086,2061,57523,59550,117069,2246,1655,3901,60745,62290,123036,640,679,1317,42020,41203,83225,105,83,191,42763,41970,84737,196,218,416,9586,11248,20836,40,41,76,9822,11511,21329,39,73,111,2505,3344,5852,15,15
ILOC50502101,35,55,92,1995,3742,5741,18,20,38,2051,3820,5867,109,135,250,2821,3865,6687,9,14,19,2942,4010,6953,12,11,28,908,1070,1978,7,14,16,926,1096,2019,5,0,5,197,321,518,4,4,10,199,330,528,43,46,88,1823,1422,3243,13,9,16,1874,1481,3351,30,17,55,1531,1008,2535,8,10,21,1566,1042,2605,4,6,17,293,279,566,4,0,5,300,293,586,13,18,30,573,628,1203,6,7,13,590,653,1245,85,121,207,2755,4994,7756,13,19,32,2854,5135,7993,10,4,8,289,295,585,0,4,4,298,304,602,77,85,163,2691,3775,6461,13,16,33,2778,3875,6658,598,589,1183,26347,25833,52176,80,82,160,27025,26498,53526,62,64,129,1570,1620,3189,2102,1520,3630,3736,3209,6946,935,971,1910,38905,41385,80286,2242,1664,3903,42079,44020,86103,637,621,1263,27893,27548,55443,88,86,175,28619,28261,56881,174,185,358,6925,8468,15395,34,27,61,7130,8681,15810,36,67,105,1716,2564,4281,13,14
ILOC50600102,0,3,0,0,0,0,0,0,0,0,3,4,0,4,9,0,0,0,0,0,0,4,4,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,15,25,0,0,0,0,0,0,10,15,31,5,3,9,0,0,0,0,0,0,5,3,9,3,0,6,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,6,0,9,0,0,0,0,0,0,6,0,13,119,110,227,5,5,12,0,0,0,121,116,238,0,0,0,0,0,0,3,4,3,0,6,6,136,134,269,7,10,17,3,4,3,147,146,289,119,113,235,9,5,12,0,0,0,126,120,244,11,16,30,0,0,3,0,0,0,11,13,31,6,4,6,0,0,0,0,0
ILOC50600103,0,0,0,0,0,0,0,0,0,0,0,0,3,12,13,0,0,0,0,0,0,3,12,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,26,33,0,0,0,0,0,0,11,26,33,5,10,19,0,0,0,0,0,0,5,10,19,3,8,12,0,0,0,0,0,0,3,8,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,5,6,10,0,0,0,0,0,0,5,6,10,56,52,104,7,4,11,0,0,0,61,55,114,5,0,10,0,0,0,0,0,0,5,0,10,77,90,171,8,4,14,0,0,0,86,94,180,57,56,114,7,4,11,0,0,0,64,60,122,16,16,29,4,0,4,0,0,0,15,16,29,5,14,23,0,0,0,0,0
ILOC50600104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,8,0,0,0,0,0,0,3,4,8,0,4,4,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,4,0,4,25,29,55,0,3,6,0,0,0,30,30,63,0,0,0,0,0,0,0,0,0,0,0,3,32,41,75,0,3,6,0,0,0,37,43,83,26,29,58,0,3,6,0,0,0,35,30,65,5,7,9,0,0,0,0,0,0,5,7,9,0,0,0,0,0,0,0,0
ILOC50600105,0,0,0,5,4,12,0,0,0,9,4,9,0,0,0,6,3,6,0,0,0,5,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,10,3,0,3,0,0,0,10,3,10,3,0,8,3,0,3,0,0,0,6,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,3,0,0,7,0,0,0,5,0,7,0,0,0,5,0,5,0,0,0,5,0,5,3,9,8,3,3,3,0,0,0,4,8,11,27,28,60,22,24,41,0,0,0,55,50,101,4,5,5,0,3,7,12,7,13,16,10,28,50,38,93,42,28,73,14,7,19,107,79,179,32,31,62,18,24,43,0,0,0,54,56,114,5,8,16,8,8,12,0,0,0,18,11,31,4,0,4,7,0,4,0,0
ILOC50600106,11,8,13,31,55,84,0,0,0,42,58,101,12,23,36,118,127,242,0,0,0,136,154,284,0,0,0,11,19,38,0,0,0,11,25,37,0,0,0,0,0,0,0,0,0,0,0,0,8,9,24,47,24,72,0,0,0,59,38,92,10,4,12,22,11,35,0,0,0,28,18,48,0,0,0,3,5,4,0,0,0,8,4,10,4,0,4,6,4,11,0,0,0,13,4,16,6,10,15,74,135,207,0,0,0,79,145,231,0,0,3,0,0,4,0,0,0,3,0,3,10,10,22,67,78,141,0,0,0,72,91,162,213,212,425,1285,1122,2406,17,10,19,1513,1340,2857,19,16,38,57,51,107,246,234,480,319,300,627,275,279,556,1655,1519,3171,261,246,506,2191,2047,4239,218,215,439,1333,1167,2496,17,9,24,1568,1394,2958,29,32,65,223,234,462,0,0,0,254,274,527,0,8,12,34,51,84,0,0
ILOC50600107,0,0,0,0,4,0,0,0,0,0,4,0,0,3,3,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,13,4,0,4,0,0,0,0,8,11,0,5,7,0,0,0,0,0,0,3,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,6,0,3,0,0,0,9,0,10,0,0,0,0,0,0,0,0,0,0,0,0,4,8,13,0,0,0,0,0,0,4,8,13,42,37,75,21,12,27,0,0,0,59,43,103,0,0,0,5,5,8,8,0,6,10,6,11,47,46,90,27,17,45,8,0,6,76,66,147,39,33,76,21,12,27,0,0,0,59,40,103,0,8,8,7,3,9,0,0,0,6,8,20,0,0,0,0,0,4,0,0
ILOC50600108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,4,0,0,0,0,0,0,4,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,0,0,0,0,0,0,5,0,4,33,40,74,10,10,16,0,0,0,46,48,91,9,3,15,0,0,0,0,0,0,9,3,15,48,50,99,10,7,21,0,0,0,60,55,117,37,41,75,10,10,16,0,0,0,45,44,94,6,5,9,0,0,0,0,0,0,6,3,11,3,0,3,0,0,0,0,0
ILOC50600109,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,8,0,0,0,0,0,0,6,8,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,0,0,0,0,0,0,0,6,4,53,33,88,11,0,10,0,0,0,62,40,101,0,0,3,0,0,0,0,0,0,0,4,5,63,47,110,7,4,13,0,0,0,69,57,126,53,38,91,11,4,13,0,0,0,62,42,102,0,4,10,0,0,0,0,0,0,3,4,14,0,3,3,0,0,0,0,0
ILOC50600110,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,16,0,0,0,0,0,0,9,9,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,5,5,34,32,68,0,4,9,0,0,0,33,38,75,0,0,0,0,0,0,0,0,0,0,0,0,36,44,87,3,4,9,0,0,0,43,52,90,34,40,70,0,4,9,0,0,0,33,38,75,8,9,12,0,0,0,0,0,0,6,9,14,0,0,5,0,0,0,0,0
ILOC50600111,4,0,7,54,16,64,0,0,0,57,13,75,13,4,17,91,37,124,0,0,0,107,42,142,4,0,4,13,10,26,0,0,0,17,10,25,0,0,0,3,0,4,0,0,0,3,0,4,6,5,11,62,9,70,4,0,4,64,16,83,5,0,6,38,10,44,0,0,0,46,10,53,0,0,0,3,0,5,0,0,0,3,0,5,0,0,0,12,6,19,0,0,0,13,6,19,7,3,9,66,38,98,0,0,0,74,40,108,0,0,0,5,0,7,0,0,0,5,0,7,8,3,6,49,24,62,0,0,0,50,22,73,102,33,134,1476,396,1870,11,0,11,1585,430,2016,6,0,5,82,17,101,1418,297,1722,1506,319,1828,145,50,195,1860,518,2384,1430,301,1735,3442,873,4312,103,34,139,1502,407,1913,11,0,11,1616,448,2065,23,15,39,230,79,310,4,0,4,257,89,350,6,0,15,39,9,46,0,0
ILOC50600112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
