POW_SA2_CODE_2021,TPW_Oth_tspt_P,TPW_PstCour_PU_D_Svc_M,TPW_PstCour_PU_D_Svc_F,TPW_PstCour_PU_D_Svc_P,TPW_Tspt_supt_Svs_M,TPW_Tspt_supt_Svs_F,TPW_Tspt_supt_Svs_P,TPW_Wh_storage_Svs_M,TPW_Wh_storage_Svs_F,TPW_Wh_storage_Svs_P,TPW_Tot_M,TPW_Tot_F,TPW_Tot_P,IMT_IMT_nfd_M,IMT_IMT_nfd_F,IMT_IMT_nfd_P,IMT_PubExc_InetMusP_M,IMT_PubExc_InetMusP_F,IMT_PubExc_InetMusP_P,IMT_MotionP_SR_Act_M,IMT_MotionP_SR_Act_F,IMT_MotionP_SR_Act_P,IMT_Brdcast_ex_Inet_M,IMT_Brdcast_ex_Inet_F,IMT_Brdcast_ex_Inet_P,IMT_InetPub_brdcast_M,IMT_InetPub_brdcast_F,IMT_InetPub_brdcast_P,IMT_Tel_Svs_M,IMT_Tel_Svs_F,IMT_Tel_Svs_P,IMT_ISP_WSP_DP_svce_M,IMT_ISP_WSP_DP_svce_F,IMT_ISP_WSP_DP_svce_P,IMT_Lib_and_oth_IS_M,IMT_Lib_and_oth_IS_F,IMT_Lib_and_oth_IS_P,IMT_Tot_M,IMT_Tot_F,IMT_Tot_P,FinIns_FinIns_nfd_M,FinIns_FinIns_nfd_F,FinIns_FinIns_nfd_P,FinIns_Finance_M,FinIns_Finance_F,FinIns_Finance_P,FinIns_Ins_and_super_funds_M,FinIns_Ins_and_super_funds_F,FinIns_Ins_and_super_funds_P,FinIns_Aux_FinIns_Svs_M,FinIns_Aux_FinIns_Svs_F,FinIns_Aux_FinIns_Svs_P,FinIns_Tot_M,FinIns_Tot_F,FinIns_Tot_P,RHRE_RHRE_nfd_M,RHRE_RHRE_nfd_F,RHRE_RHRE_nfd_P,RHRE_RHSvc_ex_RealE_M,RHRE_RHSvc_ex_RealE_F,RHRE_RHSvc_ex_RealE_P,RHRE_POps_and_RE_svs_M,RHRE_POps_and_RE_svs_F,RHRE_POps_and_RE_svs_P,RHRE_Tot_M,RHRE_Tot_F,RHRE_Tot_P,ProSTS_ProSTS_nfd_M,ProSTS_ProSTS_nfd_F,ProSTS_ProSTS_nfd_P,ProSTS_ProSTS_ex_CSD_RS_M,ProSTS_ProSTS_ex_CSD_RS_F,ProSTS_ProSTS_ex_CSD_RS_P,ProSTS_CSD_RS_M,ProSTS_CSD_RS_F,ProSTS_CSD_RS_P,ProSTS_Tot_M,ProSTS_Tot_F,ProSTS_Tot_P,AdSup_AdSup_nfd_M,AdSup_AdSup_nfd_F,AdSup_AdSup_nfd_P,AdSup_Admin_Svs_M,AdSup_Admin_Svs_F,AdSup_Admin_Svs_P,AdSup_BldCln_PC_oth_Svc_M,AdSup_BldCln_PC_oth_Svc_F,AdSup_BldCln_PC_oth_Svc_P,AdSup_Tot_M,AdSup_Tot_F,AdSup_Tot_P,PubAS_PubAS_nfd_M,PubAS_PubAS_nfd_F,PubAS_PubAS_nfd_P,PubAS_PubAdm_M,PubAS_PubAdm_F,PubAS_PubAdm_P,PubAS_Defen_M,PubAS_Defen_F,PubAS_Defen_P,PubAS_PO_S_and_R_Svs_M,PubAS_PO_S_and_R_Svs_F,PubAS_PO_S_and_R_Svs_P,PubAS_Tot_M,PubAS_Tot_F,PubAS_Tot_P,EdTrn_EdTrn_nfd_M,EdTrn_EdTrn_nfd_F,EdTrn_EdTrn_nfd_P,EdTrn_PreSch_and_Sch_ed_M,EdTrn_PreSch_and_Sch_ed_F,EdTrn_PreSch_and_Sch_ed_P,EdTrn_Tertiary_ed_M,EdTrn_Tertiary_ed_F,EdTrn_Tertiary_ed_P,EdTrn_AdultCom_andOthEd_M,EdTrn_AdultCom_andOthEd_F,EdTrn_AdultCom_andOthEd_P,EdTrn_Tot_M,EdTrn_Tot_F,EdTrn_Tot_P,HC_SA_HC_SA_nfd_M,HC_SA_HC_SA_nfd_F,HC_SA_HC_SA_nfd_P,HC_SA_Hospitals_M,HC_SA_Hospitals_F,HC_SA_Hospitals_P,HC_SA_Med_oth_HCS_M,HC_SA_Med_oth_HCS_F,HC_SA_Med_oth_HCS_P,HC_SA_Resident_CS_M,HC_SA_Resident_CS_F,HC_SA_Resident_CS_P,HC_SA_Soc_assis_Svs_M,HC_SA_Soc_assis_Svs_F,HC_SA_Soc_assis_Svs_P,HC_SA_Tot_M,HC_SA_Tot_F,HC_SA_Tot_P,ArtsR_ArtsR_nfd_M,ArtsR_ArtsR_nfd_F,ArtsR_ArtsR_nfd_P,ArtsR_Heritage_ac_M,ArtsR_Heritage_ac_F,ArtsR_Heritage_ac_P,ArtsR_Creative_PAA_M,ArtsR_Creative_PAA_F,ArtsR_Creative_PAA_P,ArtsR_Sports_rec_ac_M,ArtsR_Sports_rec_ac_F,ArtsR_Sports_rec_ac_P,ArtsR_Gambling_ac_M,ArtsR_Gambling_ac_F,ArtsR_Gambling_ac_P,ArtsR_Tot_M,ArtsR_Tot_F,ArtsR_Tot_P,OthSvs_OthSvs_nfd_M,OthSvs_OthSvs_nfd_F,OthSvs_OthSvs_nfd_P,OthSvs_Repair_maintenanc_M,OthSvs_Repair_maintenanc_F,OthSvs_Repair_maintenanc_P,OthSvs_Personal_OthSvs_M,OthSvs_Personal_OthSvs_F,OthSvs_Personal_OthSvs_P,OthSvs_PriHES_UG_SPA_HOU_M,OthSvs_PriHES_UG_SPA_HOU_F,OthSvs_PriHES_UG_SPA_HOU_P,OthSvs_Tot_M,OthSvs_Tot_F,OthSvs_Tot_P,Inad_des_M,Inad_des_F,Inad_des_P,Industry_of_em_NS_M,Industry_of_em_NS_F,Industry_of_em_NS_P,Tot_M,Tot_F,Tot_P
505031105,6,3,6,11,0,0,0,0,0,0,29,14,41,0,0,0,0,6,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,6,4,16,0,0,0,8,4,13,0,4,5,17,15,31,31,21,52,0,0,0,0,0,0,8,29,38,8,30,39,3,0,3,75,90,166,21,11,27,91,100,193,0,0,0,13,10,21,52,37,95,69,54,118,0,0,0,4,8,12,0,0,0,9,4,9,13,8,25,6,8,5,141,534,678,5,7,8,17,25,41,166,567,737,0,12,12,0,0,0,47,179,221,15,108,122,12,78,96,73,380,453,0,6,6,0,0,0,6,10,19,0,5,10,0,0,4,9,18,29,0,0,0,16,4,20,16,96,107,0,0,0,29,94,129,39,56,98,20,13,30,1335,1984,3318
505031106,0,0,0,0,0,0,0,0,0,0,37,8,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,85,23,110
505031107,0,4,3,10,6,0,6,0,0,0,21,9,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,3,3,6,0,6,3,3,0,3,6,12,16,0,0,0,0,4,3,4,9,15,5,13,19,0,0,0,25,39,63,9,6,15,32,46,77,0,0,0,0,3,6,41,28,73,44,35,74,0,0,0,130,35,160,0,0,0,5,4,10,134,39,171,0,0,0,54,233,287,0,0,0,3,8,14,62,244,303,0,3,3,0,0,0,0,14,12,0,0,5,32,64,94,35,81,115,0,0,0,4,0,6,0,6,6,6,0,4,0,0,0,9,10,19,0,0,0,6,0,8,19,79,104,0,0,0,30,89,112,38,27,64,9,7,13,792,896,1686
505031255,0,0,0,4,4,0,5,0,0,0,15,5,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,13,0,0,4,0,0,0,10,3,11,4,0,4,0,10,10,0,7,4,0,0,0,6,12,15,0,0,0,0,0,3,9,9,15,11,7,13,0,0,0,18,23,47,7,4,8,25,30,51,0,0,0,4,7,13,23,30,47,25,36,59,0,0,0,0,0,0,0,0,0,6,0,9,6,0,9,0,0,0,80,336,412,0,0,0,4,27,37,85,368,448,0,5,5,0,0,0,14,41,58,7,63,78,8,81,84,32,195,221,0,0,0,0,0,0,4,0,4,3,9,13,0,0,0,7,9,17,0,0,0,6,0,6,11,49,59,0,0,0,13,49,65,14,27,37,5,10,20,676,1017,1686
505031256,0,3,0,3,0,0,0,0,0,0,10,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,15,0,0,0,10,3,14,0,0,0,4,0,5,20,13,37,27,14,41,0,0,0,5,7,11,0,0,0,5,0,5,8,7,16,0,3,3,0,0,0,0,0,0,0,8,4,0,5,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,8,9,17,0,0,0,10,5,13,0,0,0,18,14,29,0,0,0,8,0,12,0,0,5,0,0,0,12,3,13,28,22,51,15,9,21,534,403,937
505031257,0,0,0,0,0,0,0,0,0,0,0,3,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,11,18,7,11,18,0,0,0,0,7,13,0,0,0,5,7,12,0,0,0,3,3,12,10,5,11,10,9,21,0,0,0,0,3,3,0,0,0,0,0,0,0,3,3,0,0,3,5,58,62,0,0,0,0,0,0,3,60,68,0,0,0,0,4,4,4,17,20,0,0,0,8,15,24,7,44,49,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,5,5,0,0,0,0,8,9,0,12,14,0,0,0,3,18,23,3,0,7,9,4,9,170,277,443
505031258,0,10,8,15,0,0,0,0,6,6,17,7,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,3,3,4,3,0,5,0,0,0,3,0,9,0,0,0,0,0,0,9,15,18,9,15,19,0,0,0,14,28,38,3,4,7,16,34,49,0,0,0,8,4,11,17,23,43,23,28,50,0,0,0,0,7,3,0,0,0,12,4,17,18,7,26,0,0,4,52,229,285,0,0,5,3,13,13,60,244,308,0,4,4,0,0,0,18,49,64,13,126,145,3,48,58,35,228,266,0,0,0,3,0,6,0,4,4,13,12,20,0,0,0,16,19,29,0,0,0,21,3,22,9,38,48,0,0,0,24,42,71,21,17,39,8,3,16,601,972,1569
505031303,0,16,4,20,3,0,3,20,3,28,101,31,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,5,3,8,3,14,12,18,12,30,0,3,5,3,3,5,0,0,3,5,5,9,16,8,20,0,0,0,0,5,7,8,4,14,11,9,20,0,0,0,51,55,106,20,6,31,73,59,133,0,0,0,7,6,13,35,13,43,38,21,57,0,0,0,3,6,6,0,0,0,11,7,15,14,11,21,0,0,0,17,163,181,0,0,0,14,25,41,36,191,223,0,3,3,0,0,0,21,39,55,0,3,3,17,90,113,37,140,180,0,0,0,7,0,7,0,3,3,34,15,49,0,0,0,40,19,58,0,0,0,33,7,44,12,39,47,0,0,0,45,49,92,142,57,196,23,21,43,1684,1089,2770
505031304,0,8,4,11,7,0,7,0,0,0,35,3,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,3,8,9,4,0,4,3,8,12,0,0,3,8,3,10,9,10,22,0,0,0,0,0,0,9,7,15,9,7,15,0,0,0,23,37,63,10,4,11,30,45,77,0,0,0,5,6,9,25,30,54,26,38,64,0,0,0,0,4,0,0,0,0,0,3,3,0,5,8,0,0,6,30,173,204,0,4,4,5,0,9,34,179,213,0,8,8,0,0,0,21,38,58,0,12,12,8,53,62,25,114,140,0,0,0,0,0,0,0,4,8,0,0,0,0,0,0,5,4,10,0,0,0,12,11,17,10,54,67,0,0,0,21,63,81,15,22,31,0,4,8,435,637,1070
505031305,0,148,34,184,22,8,32,63,25,86,670,147,821,0,0,0,0,0,0,0,0,0,3,0,3,0,0,3,49,17,62,4,0,5,0,0,0,55,19,78,7,4,10,41,62,102,31,36,72,27,45,75,102,149,256,0,0,4,89,36,124,31,38,64,122,75,191,0,0,0,434,299,730,76,23,100,506,323,828,0,0,0,38,39,76,177,109,290,217,146,361,0,0,3,10,14,25,0,0,0,247,77,329,259,93,360,9,13,22,147,514,662,0,7,10,41,104,142,199,638,834,4,4,15,9,9,26,95,204,296,21,136,160,75,217,290,205,572,777,0,4,5,4,3,5,7,6,15,66,87,145,3,3,7,80,100,177,3,0,3,817,151,966,118,168,284,0,0,0,937,313,1254,1118,378,1492,134,71,198,13553,6169,19722
505031306,0,9,6,20,0,0,0,0,0,0,34,24,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,6,23,3,0,3,0,3,3,21,9,35,0,0,0,0,14,16,0,3,3,6,8,11,11,28,34,0,0,0,3,0,3,13,32,49,21,32,50,0,0,0,37,96,129,13,5,23,55,96,151,0,0,3,6,25,38,39,30,65,50,51,105,0,0,0,269,362,634,0,0,0,71,17,89,345,379,719,0,7,7,71,322,391,0,4,4,11,39,52,86,375,462,0,10,14,0,0,5,50,178,228,37,238,273,57,201,260,142,638,782,6,3,3,9,8,18,4,0,3,29,30,64,3,3,12,48,48,91,0,0,0,35,14,52,23,88,110,0,0,0,55,105,161,58,40,99,22,11,30,1630,2565,4193
506011110,0,10,13,22,0,0,0,0,0,0,72,26,99,0,0,0,0,0,0,14,10,25,0,0,0,0,0,0,11,6,15,4,0,3,0,3,3,28,21,47,0,0,0,3,36,43,0,0,4,0,8,7,9,48,57,0,0,0,0,0,0,16,22,39,16,19,38,0,0,0,27,79,102,13,3,15,40,82,116,0,0,0,16,77,102,40,45,87,62,124,187,0,0,4,186,287,480,0,0,0,157,71,230,346,366,711,0,7,10,145,610,757,9,34,48,14,28,40,175,680,853,4,22,27,19,56,79,60,276,334,35,235,274,62,391,457,174,992,1166,0,0,0,0,3,6,0,6,5,5,10,15,4,3,5,12,22,30,0,0,0,75,17,92,24,128,157,0,0,0,98,144,246,87,51,147,37,46,83,2487,3983,6464
506011111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
506011112,0,0,3,3,0,0,0,0,0,0,101,34,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,10,14,3,3,7,10,12,18,0,0,0,3,0,5,12,6,12,13,9,16,0,0,0,4,3,4,0,0,0,9,0,13,10,4,14,0,0,0,44,237,277,0,0,0,3,8,14,52,244,292,0,0,0,0,3,3,3,17,15,5,26,29,7,42,40,12,83,95,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,5,0,0,0,9,6,19,9,7,14,0,0,0,17,14,35,8,5,15,5,0,10,316,465,781
506011114,5,73,26,98,0,0,0,9,3,8,163,56,214,0,0,0,11,10,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,12,23,0,0,3,0,0,0,0,6,6,0,3,9,4,9,10,0,0,0,9,0,14,27,40,63,33,41,74,0,0,0,61,66,123,6,3,16,68,72,135,0,0,0,4,4,10,47,32,77,51,37,86,0,0,0,86,36,125,0,0,0,12,10,16,98,44,144,3,0,4,75,289,364,0,0,0,6,20,32,83,314,397,0,7,6,8,16,16,54,166,223,18,102,121,17,91,107,92,383,475,0,0,0,3,0,3,4,3,6,10,19,31,0,5,5,12,27,39,0,0,0,129,27,152,20,79,99,0,0,0,147,108,254,108,46,153,37,17,47,1872,1750,3623
506011115,0,5,4,6,0,0,0,0,3,3,19,13,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,8,0,0,0,0,0,3,0,0,0,3,0,9,6,0,14,0,0,0,0,0,4,8,4,10,10,0,11,0,0,0,22,25,50,4,0,4,25,25,53,0,3,3,4,3,5,18,13,33,18,21,42,0,0,0,4,41,44,0,0,0,3,0,5,12,38,53,0,0,0,32,113,150,0,0,5,0,5,5,36,126,156,7,20,23,296,1281,1578,31,113,150,6,12,15,5,50,57,343,1480,1821,0,0,0,0,0,0,0,4,11,0,0,0,0,0,0,0,6,11,0,0,0,9,3,13,21,30,44,0,0,0,27,30,57,33,28,56,22,17,41,674,1917,2592
506011116,0,5,0,4,0,0,0,0,7,7,18,11,25,0,0,0,0,4,4,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,3,17,0,0,0,4,3,12,0,0,0,3,4,9,6,11,14,0,0,0,0,0,3,10,14,28,12,17,30,0,0,0,24,31,52,7,0,3,26,32,57,0,0,0,0,0,4,15,23,39,14,28,37,0,0,0,0,0,3,0,0,0,0,0,0,4,4,4,0,0,5,21,84,102,5,3,4,3,12,17,28,100,130,0,3,3,0,0,0,3,27,28,0,0,0,6,37,42,12,61,71,0,0,0,14,13,21,5,3,5,3,10,13,0,0,0,14,24,41,0,0,0,18,3,20,4,32,40,0,0,0,22,39,54,21,21,40,9,5,12,464,584,1051
506011117,0,5,6,9,0,0,4,0,0,0,29,9,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,11,0,0,0,11,3,18,0,0,0,0,0,0,20,21,37,20,21,37,0,0,0,18,33,53,0,0,0,4,0,4,29,36,64,0,3,3,55,192,243,0,3,3,4,9,13,58,205,259,0,0,0,0,0,0,5,30,41,0,11,11,11,69,79,18,117,134,0,0,0,0,0,0,0,0,0,13,33,46,0,0,0,17,36,50,0,0,0,3,0,5,4,21,28,0,0,0,6,27,29,7,6,14,3,4,11,345,630,972
506011307,0,13,13,20,0,0,3,0,0,0,39,19,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,0,4,0,0,0,5,0,9,0,0,0,6,3,3,0,3,5,6,3,9,7,6,21,0,0,0,0,0,0,4,3,10,4,3,10,0,0,0,12,23,35,9,3,10,14,31,47,0,0,0,3,9,8,19,10,34,23,20,40,0,0,0,0,4,9,0,0,0,9,0,5,6,5,14,0,6,6,146,477,619,0,0,0,8,11,15,150,494,645,0,3,3,0,0,4,17,35,49,0,0,0,4,82,93,24,120,147,0,0,0,0,0,0,4,9,13,9,6,14,0,0,0,12,14,22,0,0,0,4,4,6,5,41,50,0,0,0,11,48,56,25,19,45,14,10,24,676,1200,1876
506011308,3,7,6,11,0,0,3,13,3,20,192,45,230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,11,5,0,4,0,0,0,19,5,23,0,0,0,7,4,9,0,0,3,8,4,8,15,12,23,0,0,0,39,9,46,7,4,12,41,15,61,0,0,4,60,77,143,18,11,32,83,92,173,0,0,0,23,24,49,68,30,97,92,54,142,0,0,0,0,0,0,0,0,0,72,22,97,73,27,103,0,4,4,39,378,420,0,3,3,7,22,26,49,397,454,0,3,0,0,3,3,13,47,57,0,0,0,0,57,57,14,106,119,0,4,3,0,0,0,5,6,7,3,8,9,0,0,0,8,18,28,0,0,0,102,30,134,8,53,62,0,0,0,108,87,198,188,101,291,22,26,51,2342,1492,3832
506021118,4,156,59,216,219,95,315,43,18,64,940,385,1322,5,0,3,0,0,0,11,6,9,6,0,6,0,0,0,56,11,74,9,12,19,3,3,7,87,31,118,0,0,0,8,12,18,10,26,35,25,30,61,44,69,117,0,0,0,144,59,203,29,45,69,172,101,279,0,0,0,436,258,690,170,33,206,607,297,901,0,0,0,197,153,355,122,135,256,318,291,608,0,0,0,36,56,94,12,7,11,267,121,389,317,181,493,12,17,37,58,250,306,28,25,57,18,25,51,122,325,447,15,31,47,15,26,38,554,750,1305,93,436,529,67,358,433,744,1604,2348,4,3,10,0,0,3,5,6,15,144,142,287,13,23,40,173,182,356,0,0,0,322,56,377,85,171,255,0,0,0,409,228,642,519,238,754,90,53,142,8956,5902,14863
506021119,0,34,16,48,9,9,18,7,0,4,88,36,128,0,4,4,0,5,13,6,4,5,0,0,0,0,0,0,5,0,8,3,0,3,0,0,3,23,12,35,0,5,5,15,25,36,9,23,35,37,24,58,62,80,138,0,0,0,5,4,8,41,71,107,39,71,114,0,5,6,171,165,338,78,14,88,251,185,438,0,0,0,33,44,70,52,59,105,76,97,175,0,0,0,79,75,151,0,0,0,79,35,115,156,104,257,7,5,17,48,289,337,79,64,136,18,51,73,154,409,562,0,12,10,4,7,14,56,183,239,97,305,402,102,360,470,265,864,1128,0,5,3,5,4,10,8,12,28,26,23,50,6,0,7,53,48,100,0,0,0,115,26,140,48,120,167,0,0,0,159,147,306,133,85,215,51,22,71,2957,3249,6200
506021120,11,249,59,311,166,64,226,115,29,144,1665,389,2056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,6,68,14,4,16,0,0,0,82,7,90,0,0,0,10,7,15,0,0,0,7,3,4,12,6,18,0,0,0,38,14,57,41,47,87,82,63,145,4,0,4,161,62,222,41,10,47,200,68,266,0,0,0,80,66,144,96,48,142,176,114,289,0,0,0,0,0,3,0,0,0,62,36,99,68,34,103,0,0,4,0,0,0,7,0,3,0,4,6,10,9,16,0,0,0,0,0,0,7,20,29,13,7,22,4,0,4,24,24,55,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,230,41,273,6,3,7,0,0,0,239,49,279,411,139,548,66,36,103,5810,1882,7690
506021121,0,600,250,850,934,449,1375,219,38,256,3700,1783,5478,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,3,0,3,25,12,29,0,0,0,33,12,39,0,0,0,6,11,21,0,0,0,4,0,5,10,12,27,0,0,0,57,51,111,6,7,14,62,65,126,0,0,0,219,120,337,33,9,46,252,127,383,0,0,0,195,84,277,81,83,163,278,170,444,0,0,0,225,212,441,3,0,3,304,156,465,539,374,910,3,6,6,0,19,19,4,5,11,14,10,22,25,44,68,5,11,13,8,25,30,20,44,62,0,0,0,14,28,44,38,101,143,0,0,0,0,0,0,0,0,0,3,3,11,0,0,0,3,3,11,0,0,0,121,36,157,8,17,23,0,0,0,129,54,182,201,81,278,86,79,165,10253,4805,15057
506021123,0,20,12,33,190,56,246,9,0,6,287,81,367,0,0,0,6,3,11,5,0,6,14,7,18,0,4,4,44,18,63,21,8,29,3,9,10,100,47,143,3,5,8,150,117,266,4,19,21,64,61,123,223,204,423,0,0,5,36,21,58,106,181,285,146,202,345,0,0,0,401,342,740,131,28,155,530,373,895,0,0,0,216,404,620,100,153,252,318,560,873,0,0,0,151,191,341,0,0,0,42,18,52,196,210,403,9,12,21,86,336,420,31,38,66,38,42,78,159,429,591,8,25,35,0,11,10,97,252,348,85,311,388,64,245,310,255,837,1097,15,19,31,12,13,24,23,23,48,549,537,1091,1617,1367,2987,2220,1953,4178,0,0,0,134,18,151,83,192,277,0,3,3,214,218,427,196,147,337,93,72,164,7455,7027,14480
506021309,0,8,10,15,7,0,10,0,0,0,49,22,65,0,0,0,0,0,0,23,26,52,0,0,0,0,0,0,8,8,13,0,0,3,0,3,3,35,43,77,0,0,0,21,41,56,3,8,13,13,17,33,35,61,96,0,0,0,0,0,0,30,44,76,35,44,73,0,0,0,32,40,67,9,6,17,41,46,83,0,0,0,22,38,61,16,30,49,44,60,106,0,0,0,77,135,213,0,0,0,22,11,36,100,146,247,3,4,3,22,227,253,0,3,4,10,13,24,35,249,285,0,3,4,0,3,3,52,153,202,6,27,32,28,112,137,86,298,380,0,0,0,0,0,0,0,0,4,7,12,21,0,9,11,12,21,33,0,0,0,16,9,20,20,91,114,0,0,0,38,100,134,43,27,69,20,20,38,1170,2001,3174
506021310,0,13,4,12,3,0,3,0,0,0,47,4,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,7,0,0,0,3,0,3,0,0,3,0,3,6,3,6,12,0,0,0,0,0,0,3,4,7,4,4,11,0,0,0,23,20,40,29,4,29,47,25,73,0,0,0,4,3,12,17,18,28,20,26,44,0,0,0,0,3,8,0,0,0,3,4,7,4,9,8,5,0,6,74,232,306,0,0,0,3,9,14,87,239,324,4,3,9,0,0,0,4,27,31,13,33,42,32,113,146,52,179,231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,7,0,7,10,11,22,0,0,0,19,11,27,15,3,18,9,6,13,408,557,959
506021311,0,10,3,8,19,7,23,8,3,8,133,35,162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,14,48,0,3,7,0,0,0,40,14,58,6,0,6,0,0,3,13,12,24,24,15,36,37,25,66,0,0,0,4,4,4,13,21,37,15,26,43,0,0,0,182,107,290,222,42,267,404,153,557,0,0,0,79,73,148,21,21,43,95,96,190,0,0,0,8,39,48,3,0,3,160,45,209,168,87,257,7,3,13,10,46,57,10,8,24,12,3,11,39,70,108,3,14,18,0,4,5,66,157,228,70,354,423,13,63,72,152,594,744,0,0,0,0,0,0,4,5,8,24,19,45,4,3,9,29,28,65,0,0,0,33,6,42,19,55,73,0,0,0,54,56,111,107,55,169,30,23,54,2271,1816,4083
506031124,0,70,24,100,9,0,9,20,3,21,247,49,294,8,3,9,10,4,11,6,0,6,5,6,10,0,0,0,22,0,24,8,4,16,0,0,0,53,19,72,0,0,0,7,4,13,3,0,3,8,3,11,18,9,30,0,0,0,0,3,4,26,22,51,27,28,54,0,0,4,211,197,412,144,44,186,357,247,601,0,0,0,83,71,150,90,73,162,168,138,311,0,0,0,82,81,168,0,0,0,109,77,185,192,157,354,3,28,35,59,210,268,1771,2535,4307,27,48,81,1870,2816,4685,16,26,37,186,591,775,88,328,421,147,742,891,267,550,822,710,2240,2944,5,0,5,0,5,4,7,5,10,49,44,92,0,0,0,60,55,117,0,0,0,128,22,148,83,179,257,0,0,0,211,198,410,220,133,359,79,57,137,6164,7204,13362
506031125,0,12,4,19,0,4,4,5,0,5,39,17,54,0,0,0,0,0,0,0,0,0,4,0,5,0,0,0,7,0,6,0,0,0,0,0,0,10,4,15,5,0,5,9,10,18,0,0,0,3,3,8,17,14,34,0,0,0,0,0,4,3,8,16,4,12,19,0,0,0,33,51,76,15,9,28,48,56,103,0,0,0,0,8,7,16,18,32,14,29,40,0,0,0,3,3,8,0,0,0,8,3,11,14,10,23,0,0,0,21,179,200,0,4,5,4,10,17,29,203,232,0,0,0,4,0,9,26,135,160,0,0,0,3,26,30,36,168,207,0,0,0,0,0,0,0,0,4,0,3,7,0,4,8,3,9,20,0,0,0,16,0,18,28,72,100,0,0,0,41,81,126,37,16,56,11,9,25,647,1006,1655
