SAL_CODE_2021,P_55_64_Ud_wk_L_5_hrs,P_55_64_Ud_wk_5_14_hrs,P_55_64_Ud_wk_15_29_hrs,P_55_64_Ud_wk_30h_more,P_55_64_no_Ud_wk,P_55_64_Ud_wk_ns,P_55_64_OS_vis,P_55_64_yr_Tot,P_65_74_Ud_wk_L_5_hrs,P_65_74_Ud_wk_5_14_hrs,P_65_74_Ud_wk_15_29_hrs,P_65_74_Ud_wk_30h_more,P_65_74_no_Ud_wk,P_65_74_Ud_wk_ns,P_65_74_OS_vis,P_65_74_yr_Tot,P_75_84_Ud_wk_L_5_hrs,P_75_84_Ud_wk_5_14_hrs,P_75_84_Ud_wk_15_29_hrs,P_75_84_Ud_wk_30h_more,P_75_84_no_Ud_wk,P_75_84_Ud_wk_ns,P_75_84_OS_vis,P_75_84_yr_Tot,P_85ov_Ud_wk_L_5_h,P_85ov_Ud_wk_5_14_h,P_85ov_Ud_wk_15_29_h,P_85ov_Ud_wk_30h_more,P_85ov_no_Ud_wk,P_85ov_Ud_wk_ns,P_85ov_OS_vis,P_85_yr_over_Tot,P_Tot_Ud_wk_L_5_hrs,P_Tot_Ud_wk_5_14_hrs,P_Tot_Ud_wk_15_29_hrs,P_Tot_Ud_wk_30h_more,P_Tot_no_Ud_wk,P_Tot_Ud_wk_ns,P_Tot_OS_vis,P_Total_Tot
SAL50146,0,0,0,0,0,4,0,8,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,15,5,0,21
SAL50147,5,5,0,0,6,10,0,20,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,15,0,0,32,59,0,118
SAL50148,128,249,118,55,101,12,6,662,69,162,114,76,106,17,9,547,48,88,65,61,130,18,0,414,33,45,32,14,152,28,0,304,1057,1324,607,410,1026,115,18,4558
SAL50149,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,5,0,0,14
SAL50150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50151,4,8,6,10,8,0,0,29,0,5,6,9,0,0,0,28,0,7,3,0,3,3,0,20,0,0,0,0,0,0,0,3,10,32,25,25,18,7,0,115
SAL50152,0,0,4,0,0,3,0,7,0,5,0,6,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,11,4,9,3,4,0,35
SAL50153,5,0,0,0,0,0,0,6,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,12,7,7,4,8,3,0,35
SAL50154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
SAL50155,0,0,0,0,0,0,0,4,4,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,10,0,0,29
SAL50156,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,4,4,0,3,0,17
SAL50157,8,8,4,5,4,0,0,21,0,6,6,5,7,0,0,23,0,0,0,6,0,0,0,9,0,0,0,0,0,0,0,0,14,36,19,18,11,6,0,97
SAL50158,3,3,0,0,0,0,0,9,0,3,3,0,0,0,0,13,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,11,18,4,4,0,6,0,49
SAL50159,114,163,64,56,161,135,4,697,48,81,47,35,105,91,0,410,10,17,6,7,52,16,0,112,5,3,0,0,10,0,0,22,656,880,318,303,1042,728,16,3934
SAL50160,4,3,5,0,0,0,0,9,0,4,7,0,3,3,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,11,10,0,7,6,0,49
SAL50161,23,48,29,25,41,7,0,168,14,41,41,49,43,3,0,191,10,10,13,19,18,5,0,75,0,0,0,0,7,0,0,15,110,186,130,126,181,26,0,756
SAL50162,9,29,16,10,6,0,0,79,9,15,6,11,5,0,0,58,4,7,10,0,3,0,0,27,0,4,0,0,0,0,0,6,73,125,52,45,45,12,0,359
SAL50163,0,6,0,0,0,0,0,8,0,0,0,5,0,0,0,7,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,10,15,8,7,5,0,0,47
SAL50164,4,3,3,5,0,0,0,12,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,22,11,6,10,9,12,0,72
SAL50165,8,7,0,4,0,0,0,18,6,5,3,7,9,0,0,30,0,3,0,0,0,0,0,8,0,0,0,4,0,0,0,5,13,19,12,20,23,5,0,90
SAL50166,5,3,0,3,0,0,0,4,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,7,8,0,6,0,0,0,20
SAL50167,0,4,0,5,0,0,0,10,0,0,0,4,3,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,17,6,16,5,0,0,59
SAL50168,20,27,12,9,13,4,0,74,11,23,18,14,13,0,0,72,6,25,5,4,11,0,0,47,0,0,0,3,8,0,0,15,102,199,81,58,78,12,3,527
SAL50169,32,63,36,26,34,11,0,214,12,42,16,35,28,19,0,149,9,19,12,10,24,3,0,76,0,4,0,6,5,0,0,10,168,279,144,138,172,81,4,979
SAL50170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,5,3,4,8,0,0,26
SAL50171,0,0,0,0,3,0,0,7,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,4,0,0,25
SAL50172,39,38,23,17,25,16,0,156,11,27,20,24,37,10,0,126,7,6,8,24,36,16,0,97,4,0,4,0,13,6,0,30,120,174,105,107,149,91,0,751
SAL50173,62,97,37,25,109,15,13,358,34,36,20,16,41,0,3,147,3,4,6,3,27,0,0,44,0,0,0,0,3,0,0,0,1214,1668,567,550,1912,176,21,6100
SAL50174,4,11,9,0,4,0,0,27,0,3,4,0,4,0,0,13,0,4,0,0,0,0,0,11,0,0,0,0,0,0,0,0,26,38,11,4,12,18,0,118
SAL50175,3,5,0,0,0,0,0,16,0,9,0,5,0,0,0,10,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,14,4,8,4,0,0,37
SAL50176,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,0,11,0,0,27
SAL50177,8,27,21,18,10,4,0,80,12,19,26,9,18,4,0,81,4,6,6,11,3,4,0,34,0,0,0,0,0,3,0,4,64,107,73,49,48,23,0,364
SAL50178,44,76,25,14,61,14,0,235,32,51,19,11,69,7,0,183,11,21,8,4,38,0,0,88,6,13,11,3,23,8,0,58,387,516,173,147,428,64,5,1720
SAL50179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50180,69,155,91,68,76,31,0,489,59,154,116,116,107,32,0,577,26,58,37,51,76,18,0,258,15,10,9,3,38,9,0,80,399,723,422,373,466,196,5,2576
SAL50181,24,59,29,15,21,4,0,143,16,23,14,20,27,9,6,104,10,12,3,8,3,0,0,33,0,0,0,0,3,0,0,7,172,265,97,106,146,19,6,795
SAL50182,0,5,0,3,0,0,0,6,0,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,4,9,7,0,0,28
SAL50183,81,185,69,47,95,44,0,530,81,169,131,99,168,47,0,691,54,102,75,47,185,23,0,492,25,30,21,20,262,28,0,388,645,1010,482,375,1009,267,6,3792
SAL50184,19,28,9,0,19,3,0,81,3,7,5,0,0,0,0,18,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,136,144,64,55,100,22,0,516
SAL50185,12,41,7,7,35,27,0,142,13,24,13,17,45,14,0,125,6,13,7,0,23,6,0,58,4,0,0,0,9,7,0,13,129,207,74,56,205,159,0,828
SAL50186,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,5,0,0,0,6,0,18
SAL50187,50,71,21,25,80,13,0,264,14,38,21,24,54,11,0,167,7,11,3,6,21,10,0,55,0,0,0,0,4,0,0,11,404,500,201,219,634,164,3,2119
SAL50188,10,10,3,10,3,0,0,37,15,7,8,3,4,4,0,37,4,5,0,0,0,0,0,10,0,0,0,0,0,0,0,4,47,53,25,34,32,10,0,204
SAL50189,19,25,10,6,17,15,0,107,13,18,11,17,29,5,0,91,12,8,3,6,36,4,0,69,6,0,0,0,29,0,0,38,98,141,63,65,176,60,0,597
SAL50190,110,159,74,37,167,122,0,665,76,143,67,32,192,73,0,592,35,44,18,18,74,29,0,209,4,0,0,0,20,11,0,44,788,940,333,189,1028,832,35,4145
SAL50191,0,0,6,5,0,0,0,14,3,0,0,0,0,0,0,7,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,29,24,10,10,5,0,0,81
SAL50192,3,11,7,6,8,3,0,44,3,9,4,4,5,0,0,34,0,0,3,0,0,7,0,14,0,0,0,0,0,0,0,0,23,48,22,18,36,16,0,167
SAL50193,4,4,9,8,0,4,0,22,5,0,3,0,3,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,27,22,13,10,22,0,123
SAL50194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50195,8,21,6,5,13,5,0,57,10,18,12,11,31,3,0,86,3,5,5,0,10,0,0,19,0,0,0,0,0,0,0,0,40,57,21,18,78,11,3,227
SAL50196,25,16,10,10,19,10,0,89,8,23,19,17,29,20,0,113,8,6,8,5,19,12,0,62,0,0,0,0,10,9,0,22,105,129,68,61,148,86,0,599
SAL50197,25,40,40,14,29,12,0,159,11,34,27,22,35,12,0,140,4,15,16,11,16,8,0,77,9,0,0,0,8,0,0,17,175,246,153,113,191,75,0,957
SAL50198,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,6,0,0,7,0,0,15
SAL50199,0,0,5,3,4,4,0,15,4,4,0,0,0,0,0,7,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,5,13,6,3,15,5,0,46
SAL50200,60,115,33,19,87,77,4,395,17,33,10,11,44,16,0,128,7,0,3,4,9,0,0,27,0,0,0,0,0,0,0,0,509,694,208,178,700,601,13,2906
SAL50201,156,309,138,92,113,16,3,830,132,303,214,150,217,30,4,1052,86,149,95,67,215,42,0,667,40,55,28,14,178,52,0,368,1316,1813,909,636,1482,216,12,6383
SAL50202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50203,6,3,4,0,0,0,0,7,0,4,4,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,21,13,4,10,0,0,63
SAL50204,9,13,10,3,10,0,0,39,4,10,12,7,13,0,0,39,3,0,5,0,3,0,0,15,0,0,0,0,0,0,0,0,30,31,27,16,38,4,0,148
SAL50205,0,0,0,0,0,0,0,7,0,0,0,4,4,0,0,9,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,6,9,4,5,8,3,0,29
SAL50206,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6
SAL50207,119,226,117,78,124,35,3,707,64,116,104,88,123,27,0,519,20,28,27,36,68,7,0,198,0,10,0,0,23,5,0,35,905,1140,594,472,933,285,56,4387
SAL50208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,9
SAL50209,0,4,5,0,3,0,0,14,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,9,9,4,4,4,0,0,29
SAL50210,129,226,93,51,122,61,4,677,78,155,97,54,126,40,0,560,23,63,35,31,97,31,0,279,10,22,5,9,78,49,0,167,781,1061,389,263,862,341,13,3707
SAL50211,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,6,0,0,15
SAL50212,0,0,0,0,4,4,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,9,5,5,0,4,9,0,25
SAL50213,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,7,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,10,13,5,0,10,9,0,43
SAL50214,0,10,0,0,0,0,0,8,5,0,0,0,3,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,15,3,7,9,0,0,40
SAL50215,0,5,0,3,0,0,0,9,0,0,0,0,5,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,4,4,4,0,0,23
SAL50216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50217,17,28,18,12,10,6,0,93,14,12,14,17,8,4,0,68,7,5,4,9,5,0,0,35,0,0,0,0,4,0,0,4,127,170,89,79,77,29,0,570
SAL50218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,3,6,0,0,11
SAL50219,0,0,0,0,0,18,0,25,0,0,0,0,0,11,0,9,0,0,0,0,0,3,0,9,0,0,0,0,0,0,0,0,10,0,3,3,10,312,0,336
SAL50220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SAL50221,124,202,92,44,98,0,3,562,43,84,47,36,60,8,0,284,9,16,17,6,13,3,0,65,5,3,0,0,0,0,0,8,782,932,393,247,665,43,7,3065
SAL50222,6,16,12,0,6,0,0,31,3,11,9,6,6,3,0,37,0,10,3,6,3,0,0,15,0,0,0,0,0,0,0,0,58,83,41,35,23,25,0,256
SAL50223,3,0,6,0,0,0,0,8,0,8,0,8,3,0,0,11,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,14,16,12,17,8,16,0,84
SAL50224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,0,0,13
SAL50225,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,11
SAL50226,95,130,50,42,89,101,4,512,42,88,52,30,80,41,0,339,17,25,15,14,47,30,0,144,6,0,6,0,15,3,0,32,664,805,262,163,738,570,23,3229
SAL50227,9,24,3,6,3,0,0,52,3,8,11,0,4,0,0,24,5,4,0,0,3,0,0,18,0,0,0,0,0,0,0,0,145,194,59,42,87,0,0,527
SAL50228,57,83,36,18,63,34,0,292,47,87,53,41,110,26,0,358,22,47,34,33,66,23,0,219,16,15,10,7,27,8,0,82,314,439,213,137,417,185,5,1712
SAL50229,188,321,138,63,311,38,4,1066,79,188,117,80,249,21,0,732,31,70,38,35,127,25,0,329,14,12,12,5,26,4,0,68,2193,2541,1028,774,2903,397,25,9860
SAL50230,242,402,191,140,321,39,5,1343,87,223,134,109,248,32,9,843,39,59,59,39,148,16,0,368,8,14,3,9,76,14,0,117,2649,3550,1416,1363,3353,432,20,12790
SAL50231,237,393,128,76,312,279,0,1432,226,336,204,119,406,228,4,1518,85,105,67,48,129,113,0,534,8,3,7,6,19,12,0,49,1460,2015,775,484,1681,1437,54,7911
SAL50232,0,4,0,0,0,0,0,6,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,7,3,9,4,0,0,37
SAL50233,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,12
SAL50234,3,9,3,0,10,0,0,23,0,4,0,7,8,0,0,24,0,4,0,0,8,0,0,11,0,0,0,0,4,0,0,3,27,38,12,18,39,14,0,141
SAL50235,30,54,24,23,48,16,0,200,26,42,31,23,73,15,0,201,19,37,28,26,138,11,0,257,8,16,5,8,109,9,0,164,280,346,171,150,627,100,0,1670
SAL50236,0,6,4,0,4,0,0,10,3,3,0,0,5,0,0,11,0,0,0,0,4,0,0,7,0,0,0,0,0,0,0,0,7,13,6,3,12,0,0,39
SAL50237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,9
SAL50238,19,13,7,4,11,8,0,48,8,3,0,3,0,3,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125,74,46,32,52,27,4,368
SAL50239,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,3,0,0,9,11,0,37
SAL50240,91,161,62,44,161,31,0,558,66,86,59,58,165,15,0,451,22,32,26,28,73,12,0,188,3,0,0,5,40,0,0,58,685,805,330,323,1085,212,0,3447
SAL50241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,8,3,0,0,3,0,26
SAL50242,0,4,0,0,0,0,0,3,6,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,4,0,0,12
SAL50243,0,9,0,4,0,0,0,12,4,0,0,0,5,0,0,3,4,3,0,0,0,0,0,9,0,0,0,0,0,0,0,0,14,17,4,8,6,4,0,62
SAL50244,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,0,0,0,0,11
SAL50245,682,1224,595,400,846,104,26,3881,351,666,415,393,697,53,25,2593,133,214,148,113,400,48,8,1056,30,56,33,16,260,19,4,418,5628,6797,3063,2466,7339,1977,97,27362
SAL50246,74,108,46,39,149,45,9,472,34,81,65,37,110,31,13,366,18,40,24,15,64,13,0,184,12,9,8,3,22,4,0,66,976,1151,414,347,2272,520,32,5720
SAL50247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4
SAL50248,16,35,6,13,25,3,0,104,14,27,17,15,32,4,0,106,0,4,5,10,6,3,0,23,0,0,0,0,3,0,0,9,81,120,56,56,126,20,0,460
SAL50249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,11
SAL50250,10,13,20,4,11,0,0,60,18,33,11,9,7,3,0,86,3,4,3,3,9,0,0,24,0,0,0,0,0,0,0,0,66,82,45,21,51,15,7,282
SAL50251,45,100,53,37,61,13,0,314,36,61,48,46,86,14,0,292,12,25,26,21,40,17,0,138,3,8,4,5,15,5,0,39,372,548,269,223,431,117,0,1951
SAL50252,12,11,3,0,3,3,0,27,3,0,0,0,3,0,0,17,3,4,0,0,0,0,0,15,0,0,0,0,0,0,0,0,29,26,16,9,23,7,0,109
SAL50253,0,6,3,4,5,10,0,27,7,0,0,4,4,5,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,16,7,13,62,120,0,243
SAL50254,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,7,0,0,0,0,0,6,0,8,0,0,0,0,0,0,0,0,0,3,4,3,4,10,5,30
SAL50255,10,16,12,5,11,3,0,71,5,13,7,4,11,0,0,43,4,4,0,0,6,0,0,9,0,3,0,0,5,0,0,6,75,86,51,29,91,25,5,359
SAL50256,3,0,0,0,0,0,0,3,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,0,4,0,8,0,21
SAL50257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SAL50258,8,10,0,4,5,0,0,26,0,5,5,6,0,0,0,11,0,0,0,4,0,0,0,7,0,3,0,0,0,0,0,6,30,31,11,12,6,3,0,90
SAL50259,4,4,7,0,3,0,0,18,0,6,8,4,3,0,0,23,0,0,0,0,4,0,0,3,0,0,0,0,3,0,0,3,23,18,26,13,24,0,0,95
SAL50260,32,44,29,12,17,6,0,137,14,20,22,17,15,0,0,96,0,3,0,8,19,0,0,36,0,0,0,0,4,0,0,8,196,229,127,130,185,23,3,899
SAL50261,110,193,91,55,172,42,0,671,58,102,76,54,192,24,0,511,34,65,35,37,125,21,0,312,7,20,10,4,109,23,0,171,753,1005,469,335,1265,351,10,4185
SAL50262,146,316,133,70,93,6,0,763,125,316,218,144,154,8,0,967,45,129,103,66,126,4,0,473,19,22,14,3,123,7,0,189,1207,1760,894,547,1007,72,5,5489
SAL50263,95,212,71,55,169,48,6,652,73,158,75,51,188,47,0,594,35,41,34,20,96,34,0,274,14,21,8,0,59,17,0,121,1203,1690,526,371,1487,342,13,5635
SAL50264,3,0,5,4,0,0,0,13,0,3,8,9,4,0,0,28,0,0,3,0,0,0,0,11,0,0,0,0,0,0,0,0,8,17,18,21,7,9,0,82
SAL50265,16,34,18,10,22,11,0,110,11,32,21,11,10,24,0,109,8,11,9,8,7,16,0,50,0,0,0,0,8,8,0,18,137,160,80,58,113,57,3,610
SAL50266,9,21,9,3,14,6,0,65,16,12,18,8,6,8,0,70,3,3,0,5,5,12,0,31,0,0,0,5,5,0,0,10,76,87,51,28,54,67,5,358
SAL50267,18,24,6,3,32,14,0,93,20,33,16,11,30,14,0,115,10,11,3,3,26,14,0,62,0,0,0,0,8,6,0,19,82,111,35,22,129,171,37,588
SAL50268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50269,149,315,128,71,164,10,0,833,49,137,68,56,140,15,0,464,25,50,24,25,64,4,0,188,7,8,5,4,17,0,0,37,1262,1602,652,460,1315,135,7,5431
SAL50270,4,0,0,0,4,0,0,6,0,0,0,0,7,0,0,9,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,8,4,3,5,9,4,0,37
SAL50271,0,4,0,9,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,11,3,11,4,0,0,36
SAL50272,0,8,4,0,3,0,0,13,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,20,12,7,16,3,0,70
SAL50273,89,134,53,48,73,38,0,430,41,84,67,64,100,25,0,394,28,50,35,31,62,22,0,232,9,15,5,13,16,6,0,60,646,828,388,290,558,283,6,2986
SAL50274,24,48,23,25,34,42,0,190,8,19,10,18,16,25,0,95,3,4,6,6,7,3,0,35,0,0,0,0,0,0,0,9,154,171,81,74,151,1241,0,1861
SAL50275,7,6,0,0,11,31,0,59,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,28,12,0,42,191,5,312
SAL50276,4,12,9,3,4,0,0,35,0,7,5,3,3,5,0,22,0,9,0,5,4,0,0,12,0,0,0,0,0,0,0,0,27,38,21,22,28,3,0,149
SAL50277,123,203,71,67,164,21,5,649,55,90,61,50,144,16,4,425,27,16,15,24,66,23,5,172,6,4,0,3,17,3,0,36,1170,1464,549,514,1524,225,21,5477
SAL50278,24,32,14,6,24,8,0,113,25,31,19,17,34,9,0,134,9,9,18,19,19,13,0,89,8,7,4,3,18,7,0,51,140,188,91,59,194,109,0,784
SAL50279,20,28,18,3,23,5,0,102,17,33,18,12,28,12,0,118,4,5,8,15,13,3,0,46,0,0,0,6,3,4,0,17,82,120,65,50,104,31,0,452
SAL50280,3,7,9,5,6,6,0,40,4,3,3,6,7,9,0,30,0,0,0,0,4,3,0,8,0,0,0,0,0,0,0,0,34,28,20,18,28,36,0,161
SAL50281,37,61,20,12,42,17,0,200,28,40,22,14,45,8,4,159,4,21,9,10,22,0,0,61,3,0,0,0,4,0,0,9,224,309,115,111,264,78,6,1108
SAL50282,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,4,4,0,0,19
SAL50283,4,0,0,0,0,0,0,6,0,0,0,0,0,0,0,6,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,9,14,10,8,3,0,0,44
SAL50284,3,10,4,4,3,0,0,27,3,4,0,3,0,0,0,14,0,0,0,0,0,4,0,8,0,0,0,0,0,0,0,0,24,35,21,10,19,11,0,120
SAL50285,3,11,3,0,0,0,0,18,5,3,3,3,0,0,0,15,3,0,4,0,0,0,0,15,0,0,0,0,0,0,0,4,14,31,14,9,13,6,0,91
SAL50286,0,4,0,0,0,0,0,5,0,5,0,0,0,0,0,10,0,0,0,0,4,0,0,9,0,0,0,0,0,0,0,0,4,16,6,9,14,5,0,53
SAL50287,0,0,0,0,0,3,0,6,4,5,4,0,0,0,0,13,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,9,17,9,9,4,9,0,56
SAL50288,0,4,6,0,4,0,0,10,0,0,6,0,0,0,0,8,0,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,14,15,8,3,4,9,0,54
SAL50289,0,4,0,0,17,7,0,28,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,19,3,0,88,39,0,186
SAL50290,57,103,45,40,47,16,0,307,23,41,34,31,42,10,0,188,9,16,16,5,18,10,0,68,3,9,3,0,11,0,0,21,338,430,199,156,245,59,0,1435
SAL50291,29,59,41,13,24,11,0,171,12,20,24,20,27,8,0,118,3,10,7,10,16,5,0,42,0,0,0,0,3,6,0,9,160,230,125,106,147,50,0,817
SAL50292,0,0,0,5,0,0,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,8,4,6,0,0,0,21
SAL50293,81,157,70,35,73,10,0,432,50,107,54,39,60,5,4,329,29,70,36,23,44,8,7,203,12,11,3,4,28,0,0,56,705,906,355,239,601,56,22,2883
SAL50294,197,370,194,88,95,19,7,967,89,188,123,86,105,16,0,610,75,139,120,84,114,21,3,558,45,72,48,35,96,10,0,303,1380,1586,835,556,927,119,24,5430
SAL50295,7,22,10,5,7,7,0,60,7,12,6,8,12,3,0,56,0,0,4,6,9,0,0,16,5,0,0,0,0,0,0,4,41,71,41,41,61,16,0,264
SAL50296,198,397,153,83,149,34,0,1027,169,320,173,83,182,44,4,986,135,223,138,96,228,46,0,876,71,70,33,26,203,51,0,453,1957,2288,908,594,1537,395,35,7707
SAL50297,230,420,168,113,404,66,3,1408,125,218,109,80,263,21,4,824,43,79,34,48,132,16,0,352,11,12,0,0,43,5,0,68,2278,2884,1074,876,2948,477,14,10556
SAL50298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,5
