SEX,AGE,REGION,YEAR,POPULATION
Female,80-84,Western Australia - Wheat Belt,2019,1809
Female,80-84,Western Australia - Wheat Belt,2020,1918
Female,80-84,Western Australia - Wheat Belt,2021,1972
Female,80-84,Western Australia - Wheat Belt,2022,2056
Female,85 and over,Perth - South East,2012,4729
Female,85 and over,Perth - South East,2013,4772
Female,85 and over,Perth - South East,2014,4845
Female,85 and over,Perth - South East,2015,4923
Female,85 and over,Perth - South East,2016,5131
Female,85 and over,Perth - South East,2017,5200
Female,85 and over,Perth - South East,2018,5307
Female,85 and over,Perth - South East,2019,5412
Female,85 and over,Perth - South East,2020,5590
Female,85 and over,Perth - South East,2021,5714
Female,85 and over,Perth - South East,2022,5819
Total,80-84,Mandurah,2012,2424
Total,80-84,Mandurah,2013,2420
Total,80-84,Mandurah,2014,2493
Total,80-84,Mandurah,2015,2640
Total,80-84,Mandurah,2016,2784
Total,80-84,Mandurah,2017,2932
Total,80-84,Mandurah,2018,3190
Total,80-84,Mandurah,2019,3405
Total,80-84,Mandurah,2020,3593
Total,80-84,Mandurah,2021,3825
Total,80-84,Mandurah,2022,4014
Total,All ages,Western Australia - Wheat Belt,2012,135913
Total,All ages,Western Australia - Wheat Belt,2013,137922
Total,All ages,Western Australia - Wheat Belt,2014,138566
Total,All ages,Western Australia - Wheat Belt,2015,138424
Total,All ages,Western Australia - Wheat Belt,2016,137524
Total,All ages,Western Australia - Wheat Belt,2017,138248
Total,All ages,Western Australia - Wheat Belt,2018,138589
Total,All ages,Western Australia - Wheat Belt,2019,139139
Total,All ages,Western Australia - Wheat Belt,2020,140330
Total,All ages,Western Australia - Wheat Belt,2021,141617
Total,All ages,Western Australia - Wheat Belt,2022,142731
Male,5-Sep,Western Australia - Wheat Belt,2012,4620
Male,5-Sep,Western Australia - Wheat Belt,2013,4700
Male,5-Sep,Western Australia - Wheat Belt,2014,4723
Male,5-Sep,Western Australia - Wheat Belt,2015,4703
Male,5-Sep,Western Australia - Wheat Belt,2016,4673
Male,5-Sep,Western Australia - Wheat Belt,2017,4630
Male,5-Sep,Western Australia - Wheat Belt,2018,4601
Male,5-Sep,Western Australia - Wheat Belt,2019,4548
Male,5-Sep,Western Australia - Wheat Belt,2020,4505
Male,5-Sep,Western Australia - Wheat Belt,2021,4445
Male,5-Sep,Western Australia - Wheat Belt,2022,4441
Male,Oct-14,Bunbury,2012,6036
Male,Oct-14,Bunbury,2013,6106
Male,Oct-14,Bunbury,2014,6058
Male,Oct-14,Bunbury,2015,6108
Male,Oct-14,Bunbury,2016,6142
Male,Oct-14,Bunbury,2017,6365
Male,Oct-14,Bunbury,2018,6553
Male,Oct-14,Bunbury,2019,6729
Male,Oct-14,Bunbury,2020,6917
Male,Oct-14,Bunbury,2021,7133
Male,Oct-14,Bunbury,2022,7181
Total,15-19,Perth - South East,2012,31788
Total,15-19,Perth - South East,2013,31933
Total,15-19,Perth - South East,2014,31905
Total,15-19,Perth - South East,2015,31812
Total,15-19,Perth - South East,2016,31362
Total,15-19,Perth - South East,2017,31243
Total,15-19,Perth - South East,2018,31078
Total,15-19,Perth - South East,2019,31119
Total,15-19,Perth - South East,2020,31380
Total,15-19,Perth - South East,2021,31601
Total,15-19,Perth - South East,2022,32740
Male,55-59,Perth - South East,2012,13141
Male,55-59,Perth - South East,2013,13203
Male,55-59,Perth - South East,2014,13274
Male,55-59,Perth - South East,2015,13390
Male,55-59,Perth - South East,2016,13519
Male,55-59,Perth - South East,2017,13974
Male,55-59,Perth - South East,2018,14319
Male,55-59,Perth - South East,2019,14679
Male,55-59,Perth - South East,2020,15086
Male,55-59,Perth - South East,2021,15225
Male,55-59,Perth - South East,2022,15290
Female,30-34,Perth - North West,2012,19120
Female,30-34,Perth - North West,2013,20047
Female,30-34,Perth - North West,2014,20861
Female,30-34,Perth - North West,2015,21638
Female,30-34,Perth - North West,2016,22268
Female,30-34,Perth - North West,2017,22817
Female,30-34,Perth - North West,2018,23025
Female,30-34,Perth - North West,2019,23065
Female,30-34,Perth - North West,2020,23205
Female,30-34,Perth - North West,2021,23027
Female,30-34,Perth - North West,2022,22368
Male,75-79,Mandurah,2012,1644
Male,75-79,Mandurah,2013,1747
Male,75-79,Mandurah,2014,1839
Male,75-79,Mandurah,2015,1956
Male,75-79,Mandurah,2016,2135
Male,75-79,Mandurah,2017,2250
Male,75-79,Mandurah,2018,2326
Male,75-79,Mandurah,2019,2470
Male,75-79,Mandurah,2020,2591
Male,75-79,Mandurah,2021,2719
Male,75-79,Mandurah,2022,3032
Total,65-69,Perth - North East,2012,9547
Total,65-69,Perth - North East,2013,10179
Total,65-69,Perth - North East,2014,10565
Total,65-69,Perth - North East,2015,10899
Total,65-69,Perth - North East,2016,11260
Total,65-69,Perth - North East,2017,11289
Total,65-69,Perth - North East,2018,11486
Total,65-69,Perth - North East,2019,11892
Total,65-69,Perth - North East,2020,12470
Total,65-69,Perth - North East,2021,12826
Total,65-69,Perth - North East,2022,13024
Male,20-24,Western Australia - Outback (South),2012,4351
Male,20-24,Western Australia - Outback (South),2013,4175
Male,20-24,Western Australia - Outback (South),2014,4040
Male,20-24,Western Australia - Outback (South),2015,3903
Male,20-24,Western Australia - Outback (South),2016,3800
Male,20-24,Western Australia - Outback (South),2017,3712
Male,20-24,Western Australia - Outback (South),2018,3676
Male,20-24,Western Australia - Outback (South),2019,3757
Male,20-24,Western Australia - Outback (South),2020,3825
Male,20-24,Western Australia - Outback (South),2021,3777
Male,20-24,Western Australia - Outback (South),2022,3649
Male,Oct-14,Western Australia - Outback (South),2012,4441
Male,Oct-14,Western Australia - Outback (South),2013,4423
Male,Oct-14,Western Australia - Outback (South),2014,4323
Male,Oct-14,Western Australia - Outback (South),2015,4181
Male,Oct-14,Western Australia - Outback (South),2016,3960
Male,Oct-14,Western Australia - Outback (South),2017,3964
Male,Oct-14,Western Australia - Outback (South),2018,3997
Male,Oct-14,Western Australia - Outback (South),2019,4049
Male,Oct-14,Western Australia - Outback (South),2020,4155
Male,Oct-14,Western Australia - Outback (South),2021,4229
Male,Oct-14,Western Australia - Outback (South),2022,4224
Male,75-79,Perth - South West,2012,4166
Male,75-79,Perth - South West,2013,4264
Male,75-79,Perth - South West,2014,4477
Male,75-79,Perth - South West,2015,4577
Male,75-79,Perth - South West,2016,4673
Male,75-79,Perth - South West,2017,4923
Male,75-79,Perth - South West,2018,5115
Male,75-79,Perth - South West,2019,5426
Male,75-79,Perth - South West,2020,5822
Male,75-79,Perth - South West,2021,6184
Male,75-79,Perth - South West,2022,6724
Male,5-Sep,Bunbury,2012,5928
Male,5-Sep,Bunbury,2013,6161
Male,5-Sep,Bunbury,2014,6349
Male,5-Sep,Bunbury,2015,6491
Male,5-Sep,Bunbury,2016,6504
Male,5-Sep,Bunbury,2017,6484
Male,5-Sep,Bunbury,2018,6548
Male,5-Sep,Bunbury,2019,6581
Male,5-Sep,Bunbury,2020,6609
Male,5-Sep,Bunbury,2021,6673
Male,5-Sep,Bunbury,2022,6657
Male,45-49,Perth - North East,2012,8693
Male,45-49,Perth - North East,2013,8759
Male,45-49,Perth - North East,2014,8845
Male,45-49,Perth - North East,2015,8920
Male,45-49,Perth - North East,2016,9153
Male,45-49,Perth - North East,2017,9299
Male,45-49,Perth - North East,2018,9401
Male,45-49,Perth - North East,2019,9349
Male,45-49,Perth - North East,2020,9420
Male,45-49,Perth - North East,2021,9368
Male,45-49,Perth - North East,2022,9208
Total,5-Sep,Western Australia - Outback (North),2012,7164
Total,5-Sep,Western Australia - Outback (North),2013,7432
Total,5-Sep,Western Australia - Outback (North),2014,7490
Total,5-Sep,Western Australia - Outback (North),2015,7589
Total,5-Sep,Western Australia - Outback (North),2016,7605
Total,5-Sep,Western Australia - Outback (North),2017,7587
Total,5-Sep,Western Australia - Outback (North),2018,7696
Total,5-Sep,Western Australia - Outback (North),2019,7852
Total,5-Sep,Western Australia - Outback (North),2020,8029
Total,5-Sep,Western Australia - Outback (North),2021,8167
Total,5-Sep,Western Australia - Outback (North),2022,8087
Female,0-4,Perth - Inner,2012,4341
Female,0-4,Perth - Inner,2013,4515
Female,0-4,Perth - Inner,2014,4568
Female,0-4,Perth - Inner,2015,4458
Female,0-4,Perth - Inner,2016,4342
Female,0-4,Perth - Inner,2017,4428
Female,0-4,Perth - Inner,2018,4422
Female,0-4,Perth - Inner,2019,4390
Female,0-4,Perth - Inner,2020,4319
Female,0-4,Perth - Inner,2021,4128
Female,0-4,Perth - Inner,2022,3962
Male,65-69,Perth - South East,2012,9089
Male,65-69,Perth - South East,2013,9690
Male,65-69,Perth - South East,2014,10106
Male,65-69,Perth - South East,2015,10512
Male,65-69,Perth - South East,2016,10968
Male,65-69,Perth - South East,2017,11025
Male,65-69,Perth - South East,2018,11049
Male,65-69,Perth - South East,2019,11083
Male,65-69,Perth - South East,2020,11385
Male,65-69,Perth - South East,2021,11460
Male,65-69,Perth - South East,2022,11489
Female,5-Sep,Western Australia - Wheat Belt,2012,4644
Female,5-Sep,Western Australia - Wheat Belt,2013,4700
Female,5-Sep,Western Australia - Wheat Belt,2014,4722
Female,5-Sep,Western Australia - Wheat Belt,2015,4752
Female,5-Sep,Western Australia - Wheat Belt,2016,4645
Female,5-Sep,Western Australia - Wheat Belt,2017,4514
Female,5-Sep,Western Australia - Wheat Belt,2018,4393
Female,5-Sep,Western Australia - Wheat Belt,2019,4365
Female,5-Sep,Western Australia - Wheat Belt,2020,4289
Female,5-Sep,Western Australia - Wheat Belt,2021,4230
Female,5-Sep,Western Australia - Wheat Belt,2022,4285
Male,55-59,Perth - Inner,2012,5171
Male,55-59,Perth - Inner,2013,5188
Male,55-59,Perth - Inner,2014,5233
Male,55-59,Perth - Inner,2015,5322
Male,55-59,Perth - Inner,2016,5200
Male,55-59,Perth - Inner,2017,5129
Male,55-59,Perth - Inner,2018,5182
Male,55-59,Perth - Inner,2019,5362
Male,55-59,Perth - Inner,2020,5492
Male,55-59,Perth - Inner,2021,5505
Male,55-59,Perth - Inner,2022,5519
Female,35-39,Western Australia - Wheat Belt,2012,4176
Female,35-39,Western Australia - Wheat Belt,2013,4143
Female,35-39,Western Australia - Wheat Belt,2014,4030
Female,35-39,Western Australia - Wheat Belt,2015,3900
Female,35-39,Western Australia - Wheat Belt,2016,3790
Female,35-39,Western Australia - Wheat Belt,2017,3872
Female,35-39,Western Australia - Wheat Belt,2018,3934
Female,35-39,Western Australia - Wheat Belt,2019,3963
Female,35-39,Western Australia - Wheat Belt,2020,4002
Female,35-39,Western Australia - Wheat Belt,2021,4010
Female,35-39,Western Australia - Wheat Belt,2022,4055
Female,55-59,Perth - South East,2012,13857
Female,55-59,Perth - South East,2013,13927
Female,55-59,Perth - South East,2014,13911
Female,55-59,Perth - South East,2015,14037
Female,55-59,Perth - South East,2016,14195
Female,55-59,Perth - South East,2017,14443
Female,55-59,Perth - South East,2018,14711
Female,55-59,Perth - South East,2019,14922
Female,55-59,Perth - South East,2020,15162
Female,55-59,Perth - South East,2021,15129
Female,55-59,Perth - South East,2022,15089
Female,55-59,Perth - Inner,2012,4985
Female,55-59,Perth - Inner,2013,5033
Female,55-59,Perth - Inner,2014,5127
Female,55-59,Perth - Inner,2015,5205
Female,55-59,Perth - Inner,2016,5225
Female,55-59,Perth - Inner,2017,5275
Female,55-59,Perth - Inner,2018,5275
Female,55-59,Perth - Inner,2019,5314
Female,55-59,Perth - Inner,2020,5422
Female,55-59,Perth - Inner,2021,5428
Female,55-59,Perth - Inner,2022,5455
Female,30-34,Bunbury,2012,5395
Female,30-34,Bunbury,2013,5698
Female,30-34,Bunbury,2014,5813
Female,30-34,Bunbury,2015,5888
Female,30-34,Bunbury,2016,5915
Female,30-34,Bunbury,2017,5946
Female,30-34,Bunbury,2018,5908
Female,30-34,Bunbury,2019,5888
Female,30-34,Bunbury,2020,5808
Female,30-34,Bunbury,2021,5773
Female,30-34,Bunbury,2022,5877
Male,85 and over,Perth - South West,2012,2173
Male,85 and over,Perth - South West,2013,2310
Male,85 and over,Perth - South West,2014,2436
Male,85 and over,Perth - South West,2015,2575
Male,85 and over,Perth - South West,2016,2720
Male,85 and over,Perth - South West,2017,2805
Male,85 and over,Perth - South West,2018,2920
Male,85 and over,Perth - South West,2019,3063
Male,85 and over,Perth - South West,2020,3256
Male,85 and over,Perth - South West,2021,3462
Male,85 and over,Perth - South West,2022,3652
Female,45-49,Western Australia - Wheat Belt,2012,4821
Female,45-49,Western Australia - Wheat Belt,2013,4800
Female,45-49,Western Australia - Wheat Belt,2014,4879
Female,45-49,Western Australia - Wheat Belt,2015,4856
Female,45-49,Western Australia - Wheat Belt,2016,4827
Female,45-49,Western Australia - Wheat Belt,2017,4823
Female,45-49,Western Australia - Wheat Belt,2018,4769
Female,45-49,Western Australia - Wheat Belt,2019,4636
Female,45-49,Western Australia - Wheat Belt,2020,4534
Female,45-49,Western Australia - Wheat Belt,2021,4396
Female,45-49,Western Australia - Wheat Belt,2022,4297
Total,25-29,Perth - North East,2012,19039
Total,25-29,Perth - North East,2013,20267
Total,25-29,Perth - North East,2014,20808
Total,25-29,Perth - North East,2015,20984
Total,25-29,Perth - North East,2016,20816
Total,25-29,Perth - North East,2017,20506
Total,25-29,Perth - North East,2018,20235
Total,25-29,Perth - North East,2019,20207
Total,25-29,Perth - North East,2020,20372
Total,25-29,Perth - North East,2021,20137
Total,25-29,Perth - North East,2022,20254
Female,Oct-14,Perth - North East,2012,7186
Female,Oct-14,Perth - North East,2013,7271
Female,Oct-14,Perth - North East,2014,7284
Female,Oct-14,Perth - North East,2015,7318
Female,Oct-14,Perth - North East,2016,7470
Female,Oct-14,Perth - North East,2017,7693
Female,Oct-14,Perth - North East,2018,7879
Female,Oct-14,Perth - North East,2019,8120
Female,Oct-14,Perth - North East,2020,8415
Female,Oct-14,Perth - North East,2021,8631
Female,Oct-14,Perth - North East,2022,8783
Male,All ages,Perth - North West,2012,262146
Male,All ages,Perth - North West,2013,268187
Male,All ages,Perth - North West,2014,271213
Male,All ages,Perth - North West,2015,274088
Male,All ages,Perth - North West,2016,276341
Male,All ages,Perth - North West,2017,279053
Male,All ages,Perth - North West,2018,282240
Male,All ages,Perth - North West,2019,286374
Male,All ages,Perth - North West,2020,291600
Male,All ages,Perth - North West,2021,294978
Male,All ages,Perth - North West,2022,298630
Female,45-49,Bunbury,2012,6085
Female,45-49,Bunbury,2013,6170
Female,45-49,Bunbury,2014,6303
Female,45-49,Bunbury,2015,6400
Female,45-49,Bunbury,2016,6562
Female,45-49,Bunbury,2017,6706
Female,45-49,Bunbury,2018,6749
Female,45-49,Bunbury,2019,6735
Female,45-49,Bunbury,2020,6740
Female,45-49,Bunbury,2021,6564
Female,45-49,Bunbury,2022,6412
Male,60-64,Western Australia - Wheat Belt,2012,4755
Male,60-64,Western Australia - Wheat Belt,2013,4859
Male,60-64,Western Australia - Wheat Belt,2014,4911
Male,60-64,Western Australia - Wheat Belt,2015,4982
Male,60-64,Western Australia - Wheat Belt,2016,4992
Male,60-64,Western Australia - Wheat Belt,2017,5080
Male,60-64,Western Australia - Wheat Belt,2018,5178
Male,60-64,Western Australia - Wheat Belt,2019,5321
Male,60-64,Western Australia - Wheat Belt,2020,5441
Male,60-64,Western Australia - Wheat Belt,2021,5547
Male,60-64,Western Australia - Wheat Belt,2022,5549
Male,45-49,Western Australia - Outback (North),2012,4721
Male,45-49,Western Australia - Outback (North),2013,4899
Male,45-49,Western Australia - Outback (North),2014,4714
Male,45-49,Western Australia - Outback (North),2015,4495
Male,45-49,Western Australia - Outback (North),2016,4282
Male,45-49,Western Australia - Outback (North),2017,4230
Male,45-49,Western Australia - Outback (North),2018,4199
Male,45-49,Western Australia - Outback (North),2019,4112
Male,45-49,Western Australia - Outback (North),2020,4005
Male,45-49,Western Australia - Outback (North),2021,3870
Male,45-49,Western Australia - Outback (North),2022,3817
Total,75-79,Bunbury,2012,4085
Total,75-79,Bunbury,2013,4259
Total,75-79,Bunbury,2014,4600
Total,75-79,Bunbury,2015,4965
Total,75-79,Bunbury,2016,5206
Total,75-79,Bunbury,2017,5541
Total,75-79,Bunbury,2018,5787
Total,75-79,Bunbury,2019,6137
Total,75-79,Bunbury,2020,6582
Total,75-79,Bunbury,2021,7095
Total,75-79,Bunbury,2022,7939
Male,Oct-14,Perth - South East,2012,14265
Male,Oct-14,Perth - South East,2013,14315
Male,Oct-14,Perth - South East,2014,14358
Male,Oct-14,Perth - South East,2015,14500
Male,Oct-14,Perth - South East,2016,14761
Male,Oct-14,Perth - South East,2017,15547
Male,Oct-14,Perth - South East,2018,16323
Male,Oct-14,Perth - South East,2019,17098
Male,Oct-14,Perth - South East,2020,17809
Male,Oct-14,Perth - South East,2021,18307
Male,Oct-14,Perth - South East,2022,18522
Total,0-4,Perth - South East,2012,31257
Total,0-4,Perth - South East,2013,32775
Total,0-4,Perth - South East,2014,33889
Total,0-4,Perth - South East,2015,34741
Total,0-4,Perth - South East,2016,35347
Total,0-4,Perth - South East,2017,35858
Total,0-4,Perth - South East,2018,35933
Total,0-4,Perth - South East,2019,36147
Total,0-4,Perth - South East,2020,36110
Total,0-4,Perth - South East,2021,35852
Total,0-4,Perth - South East,2022,35224
Female,20-24,Mandurah,2012,2657
Female,20-24,Mandurah,2013,2763
