SA2_CODE_2021,C11_M_NatPhy_sci_15_19,C11_M_NatPhy_sci_20_24,C11_M_NatPhy_sci_25_34,C11_M_NatPhy_sci_35_44,C11_M_NatPhy_sci_45_54,C11_M_NatPhy_sci_55_64,C11_M_NatPhy_sci_65_74,C11_M_NatPhy_sci_75_84,C11_M_NatPhy_sci_85over,C11_M_NatPhy_sci_Tot,C11_M_InfTec_15_19,C11_M_InfTec_20_24,C11_M_InfTec_25_34,C11_M_InfTec_35_44,C11_M_InfTec_45_54,C11_M_InfTec_55_64,C11_M_InfTec_65_74,C11_M_InfTec_75_84,C11_M_InfTec_85over,C11_M_InfTec_Tot,C11_M_EngRT_15_19,C11_M_EngRT_20_24,C11_M_EngRT_25_34,C11_M_EngRT_35_44,C11_M_EngRT_45_54,C11_M_EngRT_55_64,C11_M_EngRT_65_74,C11_M_EngRT_75_84,C11_M_EngRT_85over,C11_M_EngRT_Tot,C11_M_ArchBuild_15_19,C11_M_ArchBuild_20_24,C11_M_ArchBuild_25_34,C11_M_ArchBuild_35_44,C11_M_ArchBuild_45_54,C11_M_ArchBuild_55_64,C11_M_ArchBuild_65_74,C11_M_ArchBuild_75_84,C11_M_ArchBuild_85over,C11_M_ArchBuild_Tot,C11_M_AgEnv_RS_15_19,C11_M_AgEnv_RS_20_24,C11_M_AgEnv_RS_25_34,C11_M_AgEnv_RS_35_44,C11_M_AgEnv_RS_45_54,C11_M_AgEnv_RS_55_64,C11_M_AgEnv_RS_65_74,C11_M_AgEnv_RS_75_84,C11_M_AgEnv_RS_85over,C11_M_AgEnv_RS_Tot,C11_M_Health_15_19,C11_M_Health_20_24,C11_M_Health_25_34,C11_M_Health_35_44,C11_M_Health_45_54,C11_M_Health_55_64,C11_M_Health_65_74,C11_M_Health_75_84,C11_M_Health_85over,C11_M_Health_Tot,C11_M_Educ_15_19,C11_M_Educ_20_24,C11_M_Educ_25_34,C11_M_Educ_35_44,C11_M_Educ_45_54,C11_M_Educ_55_64,C11_M_Educ_65_74,C11_M_Educ_75_84,C11_M_Educ_85over,C11_M_Educ_Tot,C11_M_MngtCom_15_19,C11_M_MngtCom_20_24,C11_M_MngtCom_25_34,C11_M_MngtCom_35_44,C11_M_MngtCom_45_54,C11_M_MngtCom_55_64,C11_M_MngtCom_65_74,C11_M_MngtCom_75_84,C11_M_MngtCom_85over,C11_M_MngtCom_Tot,C11_M_Soc_cult_15_19,C11_M_Soc_cult_20_24,C11_M_Soc_cult_25_34,C11_M_Soc_cult_35_44,C11_M_Soc_cult_45_54,C11_M_Soc_cult_55_64,C11_M_Soc_cult_65_74,C11_M_Soc_cult_75_84,C11_M_Soc_cult_85over,C11_M_Soc_cult_Tot,C11_M_Creative_art_15_19,C11_M_Creative_art_20_24,C11_M_Creative_art_25_34,C11_M_Creative_art_35_44,C11_M_Creative_art_45_54,C11_M_Creative_art_55_64,C11_M_Creative_art_65_74,C11_M_Creative_art_75_84,C11_M_Creative_art_85over,C11_M_Creative_art_Tot,C11_M_FoodHos_PS_15_19,C11_M_FoodHos_PS_20_24,C11_M_FoodHos_PS_25_34,C11_M_FoodHos_PS_35_44,C11_M_FoodHos_PS_45_54,C11_M_FoodHos_PS_55_64,C11_M_FoodHos_PS_65_74,C11_M_FoodHos_PS_75_84,C11_M_FoodHos_PS_85over,C11_M_FoodHos_PS_Tot,C11_M_MixFld_pr_15_19,C11_M_MixFld_pr_20_24,C11_M_MixFld_pr_25_34,C11_M_MixFld_pr_35_44,C11_M_MixFld_pr_45_54,C11_M_MixFld_pr_55_64,C11_M_MixFld_pr_65_74,C11_M_MixFld_pr_75_84,C11_M_MixFld_pr_85over,C11_M_MixFld_pr_Tot,C11_M_FldStu_ID_15_19,C11_M_FldStu_ID_20_24,C11_M_FldStu_ID_25_34,C11_M_FldStu_ID_35_44,C11_M_FldStu_ID_45_54,C11_M_FldStu_ID_55_64,C11_M_FldStu_ID_65_74,C11_M_FldStu_ID_75_84,C11_M_FldStu_ID_85over,C11_M_FldStu_ID_Tot,C11_M_FldStu_NS_15_19,C11_M_FldStu_NS_20_24,C11_M_FldStu_NS_25_34,C11_M_FldStu_NS_35_44,C11_M_FldStu_NS_45_54,C11_M_FldStu_NS_55_64,C11_M_FldStu_NS_65_74,C11_M_FldStu_NS_75_84,C11_M_FldStu_NS_85over,C11_M_FldStu_NS_Tot,C11_M_Tot_15_19,C11_M_Tot_20_24,C11_M_Tot_25_34,C11_M_Tot_35_44,C11_M_Tot_45_54,C11_M_Tot_55_64,C11_M_Tot_65_74,C11_M_Tot_75_84,C11_M_Tot_85over,C11_M_Tot_Tot,C16_M_NatPhy_sci_15_19,C16_M_NatPhy_sci_20_24,C16_M_NatPhy_sci_25_34,C16_M_NatPhy_sci_35_44,C16_M_NatPhy_sci_45_54,C16_M_NatPhy_sci_55_64,C16_M_NatPhy_sci_65_74,C16_M_NatPhy_sci_75_84,C16_M_NatPhy_sci_85over,C16_M_NatPhy_sci_Tot,C16_M_InfTec_15_19,C16_M_InfTec_20_24,C16_M_InfTec_25_34,C16_M_InfTec_35_44,C16_M_InfTec_45_54,C16_M_InfTec_55_64,C16_M_InfTec_65_74,C16_M_InfTec_75_84,C16_M_InfTec_85over,C16_M_InfTec_Tot,C16_M_EngRT_15_19,C16_M_EngRT_20_24,C16_M_EngRT_25_34,C16_M_EngRT_35_44,C16_M_EngRT_45_54,C16_M_EngRT_55_64,C16_M_EngRT_65_74,C16_M_EngRT_75_84,C16_M_EngRT_85over,C16_M_EngRT_Tot,C16_M_ArchBuild_15_19,C16_M_ArchBuild_20_24,C16_M_ArchBuild_25_34,C16_M_ArchBuild_35_44,C16_M_ArchBuild_45_54,C16_M_ArchBuild_55_64,C16_M_ArchBuild_65_74,C16_M_ArchBuild_75_84,C16_M_ArchBuild_85over,C16_M_ArchBuild_Tot,C16_M_AgEnv_RS_15_19,C16_M_AgEnv_RS_20_24,C16_M_AgEnv_RS_25_34,C16_M_AgEnv_RS_35_44,C16_M_AgEnv_RS_45_54,C16_M_AgEnv_RS_55_64,C16_M_AgEnv_RS_65_74,C16_M_AgEnv_RS_75_84,C16_M_AgEnv_RS_85over,C16_M_AgEnv_RS_Tot
505021087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
505021088,0,8,74,45,33,29,5,0,0,188,3,13,72,44,14,4,0,0,0,157,8,75,338,210,192,142,77,54,9,1102,3,51,131,76,65,47,32,20,13,437,0,12,34,13,11,3,3,0,0,70,0,11,51,62,34,20,4,3,3,182,0,7,20,37,23,30,13,3,4,143,4,36,229,158,106,71,34,12,6,656,0,19,81,59,37,23,13,3,0,238,4,10,41,33,10,7,0,0,0,112,3,8,48,37,19,8,10,3,0,140,0,0,0,0,0,0,0,0,0,0,0,5,11,14,10,11,3,0,0,47,31,52,177,116,65,57,45,67,38,646,59,308,1306,897,625,444,243,184,74,4134,0,7,71,54,41,28,20,3,0,220,0,8,69,50,26,12,0,0,0,165,0,61,421,262,187,182,95,51,26,1283,4,27,221,87,74,59,25,16,5,516,0,0,28,28,14,14,8,0,0,83
505021089,0,10,27,76,59,56,37,6,0,264,0,11,31,58,36,17,7,0,0,159,6,67,175,333,305,305,182,97,20,1490,4,42,74,100,102,78,60,27,5,479,0,3,19,22,24,11,11,0,3,91,0,8,29,54,47,34,15,16,0,212,0,3,12,47,52,67,33,11,3,224,3,46,129,275,220,183,97,34,11,995,4,18,29,79,62,57,30,9,3,290,5,14,23,28,9,9,9,4,0,113,0,5,16,23,29,13,18,4,5,118,0,0,0,0,0,0,0,0,0,3,0,0,7,19,8,9,4,0,0,51,40,28,50,64,70,61,57,52,41,470,59,260,622,1176,1018,899,556,261,97,4951,0,13,29,48,61,42,53,13,0,264,0,11,20,74,50,16,8,0,0,185,5,61,188,366,300,260,235,120,31,1571,0,30,125,110,107,79,58,30,9,546,0,5,19,26,25,22,8,8,3,113
505021090,0,7,40,24,13,3,0,0,0,89,0,17,118,34,10,0,0,0,0,183,4,73,305,194,133,104,69,65,9,950,10,28,87,61,44,38,21,30,0,323,0,0,12,8,9,6,3,3,0,44,0,12,57,30,16,0,6,4,3,115,0,8,27,15,24,14,13,4,0,101,0,52,239,104,54,29,11,7,0,498,0,17,82,34,31,21,9,5,0,208,0,13,58,17,9,6,0,0,0,102,5,17,59,32,14,6,6,3,0,149,0,0,5,0,0,0,0,0,0,8,0,3,11,6,3,6,3,7,0,33,55,80,211,112,92,74,71,52,13,765,76,333,1316,674,442,315,213,174,34,3573,0,9,64,24,16,7,0,4,0,134,0,13,147,73,12,16,0,0,0,259,8,75,453,265,133,135,82,57,14,1211,3,32,193,79,41,47,29,31,5,457,0,0,29,14,3,11,0,0,0,56
505021091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
505021092,0,11,61,48,34,17,8,8,0,186,0,7,66,37,24,3,3,0,0,137,5,80,402,225,218,128,77,49,13,1202,4,64,194,76,68,37,19,20,3,484,0,10,29,24,15,4,3,0,0,80,0,15,66,49,29,28,6,0,0,199,0,0,44,27,30,40,21,8,0,176,0,29,223,166,89,66,32,11,6,623,0,20,90,82,33,34,17,15,5,302,0,16,52,21,10,10,0,0,0,117,0,13,51,36,13,7,4,8,3,136,0,0,0,0,0,0,0,0,0,4,0,4,15,9,3,6,0,0,0,37,48,108,315,155,123,105,52,44,15,971,64,378,1609,959,687,482,258,151,50,4648,0,7,57,61,43,31,16,11,3,232,0,12,41,47,16,14,0,0,0,136,4,70,441,240,198,162,81,43,17,1264,5,37,278,114,60,63,26,19,4,604,0,3,38,26,16,4,8,6,0,101
505021093,0,4,42,39,28,18,3,3,0,140,0,11,65,49,23,7,0,0,0,160,3,68,239,221,177,151,82,20,0,960,7,35,75,60,60,44,40,10,4,329,0,0,10,10,7,7,0,0,0,40,0,9,45,37,32,21,9,0,0,147,0,5,16,14,20,16,10,0,0,85,0,47,186,148,95,64,28,4,5,574,0,17,51,41,36,31,5,4,0,175,0,14,34,24,13,3,0,0,0,93,0,8,45,32,21,13,6,3,0,137,0,0,0,0,0,3,0,0,0,3,0,5,3,3,9,4,0,0,0,35,35,71,149,88,77,74,67,51,15,617,48,304,962,763,579,457,258,101,31,3504,0,12,32,35,23,20,11,3,0,139,3,11,60,69,30,13,9,0,0,187,6,69,293,190,181,159,117,53,3,1065,12,40,101,72,61,55,38,21,9,405,0,0,12,13,14,6,5,0,0,52
505021094,0,4,21,16,33,17,18,4,0,117,0,0,9,11,13,6,0,0,0,37,0,17,69,98,100,106,59,41,11,506,0,21,56,48,43,52,37,9,4,267,0,0,7,0,12,9,7,0,0,35,0,4,14,23,25,14,7,0,0,92,0,0,11,12,33,27,24,8,0,103,0,6,49,83,67,63,43,8,7,325,0,4,19,26,21,28,12,6,0,123,0,5,21,9,6,3,0,0,0,50,0,3,6,3,5,3,7,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,3,9,0,0,0,4,0,19,20,20,33,36,31,29,28,10,9,230,29,98,316,389,388,365,247,93,34,1952,0,6,18,19,25,22,17,3,0,111,0,0,7,9,14,6,9,0,0,39,0,12,96,98,124,90,80,47,21,563,0,21,61,61,42,45,32,21,3,287,0,0,5,3,9,5,8,5,0,39
505021095,0,6,61,36,18,10,4,3,0,127,0,19,104,51,18,5,0,0,0,196,3,53,238,164,113,73,49,30,9,732,0,15,77,35,49,25,20,11,5,244,0,0,23,9,7,0,0,0,0,51,0,6,51,34,16,7,3,0,0,124,0,0,19,24,18,17,4,7,0,89,0,32,178,117,62,43,8,10,5,456,0,15,80,45,31,19,11,4,3,211,3,11,44,22,10,5,0,0,0,95,0,23,47,24,19,11,5,10,4,133,0,0,4,3,0,0,0,0,0,3,0,0,9,3,10,3,0,0,0,28,32,62,144,89,54,66,36,45,19,554,52,260,1077,653,421,282,144,121,42,3048,0,11,42,41,21,9,12,0,3,132,0,14,79,61,17,11,3,0,0,185,4,52,295,189,123,74,60,37,11,845,3,18,122,53,38,40,15,15,9,316,0,3,18,20,8,5,3,6,0,66
505021096,0,6,19,48,60,41,31,10,6,229,0,6,29,28,20,11,3,0,0,105,10,50,80,137,212,152,102,76,22,841,0,29,39,43,53,36,25,25,3,261,0,3,5,16,16,11,14,0,0,67,0,13,20,59,45,31,31,21,0,226,0,3,8,22,48,35,30,20,0,183,0,35,114,182,152,129,107,39,6,769,0,12,46,51,50,54,30,17,0,266,0,11,23,17,16,7,6,9,0,92,5,10,15,11,7,4,4,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,5,9,3,7,0,0,3,26,29,20,37,23,28,21,31,37,9,239,46,198,448,647,736,542,409,259,59,3336,0,23,34,43,55,41,29,15,8,249,6,5,19,48,32,16,4,0,0,126,4,45,107,179,185,180,109,101,25,936,0,17,72,53,68,50,22,30,4,317,3,4,12,16,10,10,6,8,0,66
505021097,0,14,42,34,31,16,13,6,0,162,5,19,91,48,27,11,0,0,0,196,8,60,210,161,157,133,89,74,32,928,6,33,55,47,65,54,27,34,9,326,0,3,12,10,12,4,5,3,0,46,0,10,50,45,46,39,27,10,8,244,0,6,20,12,25,34,19,16,3,133,7,41,198,183,136,76,65,37,24,754,0,17,62,62,69,42,22,10,3,291,0,33,59,30,23,16,6,3,0,176,0,24,46,26,25,8,7,3,0,150,0,0,0,3,0,0,0,0,0,6,0,4,15,13,5,3,3,0,0,36,31,52,129,81,69,61,51,55,50,573,66,311,982,746,692,497,327,260,140,4024,0,16,37,42,30,23,14,0,3,168,0,5,68,70,36,12,3,5,0,208,6,41,239,176,158,166,82,83,43,996,0,13,128,81,61,70,36,35,11,439,0,0,11,8,12,13,0,5,0,55
505021301,0,3,13,25,28,11,5,0,0,97,4,13,27,34,20,8,0,0,0,109,3,34,92,126,164,134,100,50,10,716,5,23,27,57,53,29,28,20,3,249,0,0,0,6,0,7,3,3,0,30,0,7,28,24,35,31,14,11,0,153,0,3,11,18,27,21,15,9,6,105,3,32,94,105,101,90,47,16,7,493,3,8,27,27,26,25,13,4,4,141,0,12,17,12,17,5,6,6,0,65,0,4,20,18,21,12,7,3,0,79,0,6,0,0,0,0,0,0,0,13,0,0,10,8,3,7,4,0,0,40,29,24,29,50,53,50,29,39,9,317,51,179,398,520,550,437,280,159,37,2609,0,10,18,21,26,18,15,5,0,104,4,8,33,36,26,12,4,0,0,117,11,51,117,130,163,161,108,76,19,834,3,23,52,46,62,35,33,32,9,288,0,0,3,3,3,11,4,4,0,31
505021302,0,9,25,23,23,18,3,3,4,101,0,7,54,45,12,8,3,0,0,120,8,27,139,162,136,106,98,76,24,767,0,12,42,48,47,43,32,31,7,259,0,5,16,10,12,9,0,6,0,55,0,5,25,28,19,16,23,6,6,127,0,0,11,22,25,21,19,14,0,107,3,41,112,130,85,67,53,19,6,522,3,15,55,48,30,27,10,11,0,207,0,18,31,18,10,5,4,0,0,89,0,15,32,22,14,12,7,5,0,106,0,0,0,0,0,0,0,0,0,6,0,3,9,7,10,3,9,4,0,40,33,48,76,63,59,39,47,47,12,424,47,211,612,622,474,373,312,218,64,2936,0,9,24,29,28,10,6,9,0,119,0,6,47,55,21,8,5,0,0,149,4,42,196,159,142,121,90,84,23,862,0,20,66,47,39,45,31,31,6,298,0,7,10,12,3,10,5,0,4,42
505031098,0,0,12,16,10,8,6,0,0,54,5,10,40,16,17,0,0,0,0,82,16,52,109,154,177,140,64,19,5,734,8,23,35,31,58,29,21,5,0,214,0,3,7,8,5,8,0,0,0,34,0,4,19,22,10,11,3,3,0,65,0,4,3,11,20,6,3,4,0,55,6,27,57,39,49,30,15,5,0,224,0,7,32,34,17,11,3,0,0,112,3,8,15,7,5,7,0,0,0,42,4,17,26,18,25,19,3,0,0,104,0,0,0,0,0,0,0,0,0,6,0,0,0,3,3,9,4,0,0,26,59,43,75,70,65,51,41,31,3,443,101,197,429,434,462,325,172,70,5,2196,0,7,4,18,28,7,6,0,0,73,8,14,16,27,9,9,6,0,0,75,13,68,127,142,160,160,82,30,4,775,5,25,67,34,42,43,23,16,0,258,0,5,3,4,3,0,4,0,0,31
505031099,0,0,12,14,11,0,4,0,0,48,9,10,53,40,13,4,0,0,0,119,12,87,303,362,234,102,106,75,8,1269,15,48,161,154,84,32,39,27,9,575,0,10,24,25,4,7,6,0,0,72,0,9,32,40,13,15,3,0,0,113,0,0,28,18,11,10,11,7,0,97,4,24,90,97,49,26,12,19,8,333,0,20,47,51,30,12,10,9,0,184,3,8,26,18,5,3,0,4,0,69,4,17,51,69,24,12,12,0,0,186,0,0,0,0,0,0,0,0,0,5,0,0,8,13,7,0,0,0,0,43,79,62,158,143,87,60,48,73,40,750,131,292,988,1041,573,288,248,220,75,3860,0,8,10,22,15,0,3,3,4,65,3,22,52,50,30,3,5,0,0,171,25,101,333,376,321,151,139,101,20,1567,20,56,182,132,150,46,39,37,6,668,0,8,27,21,24,7,4,3,0,97
505031100,0,0,11,5,8,8,0,0,0,34,4,9,27,28,17,8,0,0,0,93,20,58,181,240,203,91,43,13,4,855,3,35,86,92,84,41,20,12,0,370,0,6,19,18,7,3,6,0,0,54,0,7,25,27,22,5,4,0,0,89,0,0,18,20,10,6,4,3,0,55,3,17,63,83,41,23,10,0,0,246,3,7,32,30,18,10,0,0,0,101,4,11,10,13,8,0,5,0,0,42,0,5,38,32,14,4,0,0,0,97,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,4,0,0,19,58,23,75,62,56,33,16,7,0,326,101,180,600,654,487,225,96,34,4,2379,0,10,20,18,6,3,5,0,0,63,7,18,71,55,33,11,0,0,0,189,8,88,307,321,276,139,76,22,0,1231,7,44,164,117,116,50,24,14,0,528,0,10,20,26,10,6,0,0,0,76
505031101,0,0,10,12,12,3,0,0,0,45,5,3,59,23,13,0,0,0,0,111,16,61,201,201,161,75,37,9,0,756,14,34,100,78,60,37,11,4,0,340,0,7,29,18,3,0,0,0,0,58,0,8,26,19,10,4,0,0,0,71,0,4,4,22,14,7,4,0,0,59,3,18,80,57,49,13,13,0,0,231,0,19,37,35,18,20,0,0,0,137,0,11,21,15,3,0,0,0,0,52,3,7,33,37,30,6,0,0,0,114,0,0,0,0,0,0,0,0,0,4,0,4,10,3,10,0,0,0,0,22,59,65,113,138,79,43,19,7,9,528,110,230,716,659,456,217,88,27,8,2522,0,8,20,26,15,4,0,0,0,71,4,12,64,37,23,10,0,0,0,150,10,76,259,204,194,121,56,22,6,942,8,44,142,96,78,40,28,12,0,445,0,9,17,17,6,11,4,0,0,62
505031102,0,3,9,9,3,4,0,0,0,30,3,8,21,18,3,3,0,0,0,70,6,45,102,90,77,90,39,15,4,464,6,12,26,23,29,31,26,0,5,158,0,0,13,15,7,4,0,0,0,44,0,4,5,13,9,3,3,0,0,34,0,0,6,5,8,9,0,0,0,35,0,19,47,27,17,10,10,0,0,128,0,15,22,23,16,8,5,4,0,96,0,0,10,5,8,7,0,0,0,29,0,6,19,12,9,9,3,0,0,59,0,0,0,0,0,4,0,0,0,5,0,0,7,3,3,4,3,0,0,27,45,33,49,77,60,64,41,33,0,401,66,158,336,323,243,242,138,59,9,1582,0,10,8,14,5,8,0,0,0,51,3,9,28,19,6,0,0,0,0,72,3,37,104,89,77,83,58,17,3,481,6,19,55,46,30,23,23,11,3,206,0,3,6,5,7,3,6,0,0,32
505031104,0,3,16,11,0,4,0,0,0,32,0,5,40,18,9,4,0,0,0,72,16,56,119,125,130,133,49,22,7,649,0,30,64,42,43,37,21,11,0,246,0,0,9,11,7,6,4,0,0,36,0,7,12,14,6,6,3,0,0,53,0,5,14,13,10,8,7,4,0,54,3,19,63,43,31,20,11,0,0,192,0,10,32,22,17,12,10,0,0,98,0,7,17,12,7,3,0,0,0,44,5,4,26,25,18,13,4,3,3,96,0,0,0,0,0,0,0,0,0,9,0,0,0,6,7,0,0,0,0,21,38,29,53,65,42,44,45,23,17,350,66,172,453,391,337,298,145,63,28,1955,0,6,16,16,4,9,0,0,0,55,0,9,29,23,11,3,0,0,0,85,10,42,146,136,136,118,73,27,7,695,10,23,74,54,36,36,28,9,0,266,0,5,10,11,11,6,4,0,0,44
505031105,0,3,7,29,22,10,14,0,0,87,3,8,28,53,23,12,0,0,0,124,22,54,140,410,441,210,105,37,6,1420,20,43,76,212,172,69,37,12,3,644,0,3,11,15,8,3,5,0,5,52,0,3,15,33,48,13,5,0,0,122,0,0,7,19,33,20,14,7,6,100,5,14,44,127,132,47,28,10,3,415,3,16,17,49,38,21,14,6,0,159,3,10,14,15,10,15,0,0,0,73,0,6,21,35,36,15,3,0,0,120,0,0,0,0,0,0,0,0,0,0,5,0,4,3,17,3,0,0,0,36,65,38,60,123,120,63,46,28,16,560,128,207,443,1127,1105,492,270,105,37,3910,0,8,16,33,21,11,12,7,0,102,4,4,12,49,42,17,9,0,0,142,9,75,188,334,507,314,135,64,6,1644,11,67,125,185,251,97,53,17,5,814,0,6,9,17,19,5,5,0,0,62
505031106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
505031107,0,0,14,21,6,5,0,3,0,46,6,10,44,45,12,0,0,0,0,119,12,59,254,298,175,111,71,23,6,1008,12,35,81,121,79,48,24,11,0,413,0,0,19,15,3,5,9,0,0,52,0,0,22,25,19,15,3,0,0,90,0,3,14,12,15,10,0,0,0,56,3,15,87,105,51,31,9,8,0,311,0,11,46,60,25,11,0,3,0,161,0,5,16,11,8,7,5,0,0,49,0,10,37,27,21,9,6,0,0,107,0,0,0,0,0,0,0,0,0,3,0,3,4,9,10,3,4,3,0,31,41,21,68,83,54,28,25,27,9,354,77,173,709,833,487,285,162,76,17,2811,0,5,7,21,10,13,5,0,0,62,0,12,33,60,23,6,4,0,0,138,14,72,213,276,223,126,88,43,15,1069,5,28,98,121,110,51,34,18,0,459,0,3,23,15,4,10,3,6,0,57
505031255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,3,0,0,19,0,0,12,8,9,3,0,0,0,33,4,5,40,20,7,0,0,0,0,78,4,58,224,142,94,44,37,6,0,601,5,51,141,78,57,16,8,0,0,355,0,3,15,9,8,4,0,0,0,35
505031256,0,0,0,6,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,3,0,0,4,11,11,6,4,0,46,0,0,0,7,7,7,0,0,0,24,0,0,4,5,0,3,0,0,0,19,0,0,0,0,0,0,4,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,7,0,0,0,3,0,5,0,0,0,16,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,3,6,4,13,0,0,0,44,14,12,21,35,35,36,12,3,4,183,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,6,0,5,0,8,22,17,8,0,0,54,0,0,0,4,6,7,0,0,0,20,0,0,5,0,3,0,0,0,0,13
505031257,0,0,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,7,27,26,46,46,23,10,0,181,0,0,9,11,13,9,9,9,0,62,0,0,3,3,4,0,3,0,0,19,0,0,0,6,5,0,0,0,0,12,0,0,0,0,4,3,5,6,0,13,0,0,3,8,0,8,0,3,0,25,0,0,0,3,0,0,0,0,0,7,0,0,0,0,0,0,4,0,0,0,0,0,3,3,7,7,3,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,10,4,17,24,11,10,16,11,9,104,11,20,52,88,92,89,67,29,7,462,0,0,0,3,0,4,0,0,0,13,0,3,0,0,0,0,0,0,0,12,3,7,44,52,63,48,40,17,0,275,4,10,17,16,36,25,11,6,0,117,0,4,5,0,7,4,0,0,0,24
505031258,0,0,0,4,3,3,0,0,0,19,0,3,4,10,6,0,0,0,0,20,5,11,51,68,61,39,53,15,0,308,12,17,33,43,49,16,9,7,0,186,3,0,6,11,5,6,0,0,0,31,0,0,0,4,10,0,4,0,0,18,0,0,3,4,5,4,7,4,6,25,0,0,13,17,10,13,10,0,0,60,0,0,9,14,3,0,3,6,0,43,0,0,4,3,0,4,0,0,0,14,0,7,8,14,3,8,5,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,0,0,10,25,8,31,38,31,18,20,37,19,240,42,52,166,229,201,116,124,62,28,1024,0,0,6,3,10,3,3,7,0,34,0,7,14,11,4,0,0,0,0,39,4,23,114,152,138,88,86,33,3,647,7,20,101,86,81,37,22,16,0,369,0,4,9,14,16,10,0,0,0,54
